CYCLE	CMDPOS1	CMDPOS2	CMDPOS3	CMDPOS4	CMDPOS5	CMDPOS6	out_0.0	in_0.0
30195	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30196	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30197	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30198	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30199	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30200	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30201	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30202	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30203	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30204	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30205	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30206	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30207	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30208	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30209	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30210	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30211	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30212	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30213	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30214	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30215	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30216	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30217	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30218	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30219	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30220	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30221	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30222	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30223	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30224	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30225	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30226	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30227	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30228	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30229	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30230	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30231	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30232	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30233	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30234	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30235	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30236	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30237	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30238	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30239	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30240	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30241	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30242	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30243	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30244	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30245	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30246	0.000	0.000	0.000	0.000	0.000	0.000	0	0
30247	0.000	0.000	0.000	0.000	0.000	0.000	0	0
