CYCLE	CMDPOS3	out_0.0	in_0.0
19251	0.000	0	0
19252	0.000	0	0
19253	0.000	0	0
19254	0.000	0	0
19255	0.000	0	0
19256	0.000	0	0
19257	0.000	0	0
19258	0.000	0	0
19259	0.000	0	0
19260	0.000	0	0
19261	0.000	0	0
19262	0.000	0	0
19263	0.000	0	0
19264	0.000	0	0
19265	0.000	0	0
19266	0.000	0	0
19267	0.000	0	0
19268	0.000	0	0
19269	0.000	0	0
19270	0.000	0	0
19271	0.000	0	0
19272	0.000	0	0
19273	0.000	0	0
19274	0.000	0	0
19275	0.000	0	0
19276	0.000	0	0
19277	0.000	0	0
19278	0.000	0	0
19279	0.000	0	0
19280	0.000	0	0
19281	0.000	0	0
19282	0.000	0	0
19283	0.000	0	0
19284	0.000	0	0
19285	0.000	0	0
19286	0.000	0	0
19287	0.000	0	0
19288	0.000	0	0
19289	0.000	0	0
19290	0.000	0	0
19291	0.000	0	0
19292	0.000	0	0
19293	0.000	0	0
19294	0.000	0	0
19295	0.000	0	0
19296	0.000	0	0
19297	0.000	0	0
19298	0.000	0	0
19299	0.000	0	0
19300	0.000	0	0
19301	0.000	0	0
19302	0.000	0	0
19303	0.000	0	0
19304	0.000	0	0
19305	0.000	0	0
19306	0.000	0	0
19307	0.000	0	0
19308	0.000	0	0
19309	0.000	0	0
19310	0.000	0	0
19311	0.000	0	0
19312	0.000	0	0
19313	0.000	0	0
19314	0.000	0	0
19315	0.000	0	0
19316	0.000	0	0
19317	0.000	0	0
19318	0.000	0	0
19319	0.000	0	0
19320	0.000	0	0
19321	0.000	0	0
19322	0.000	0	0
19323	0.000	0	0
19324	0.000	0	0
19325	0.000	0	0
19326	0.000	0	0
19327	0.000	0	0
19328	0.000	0	0
19329	0.068	0	0
19330	0.271	0	0
19331	0.609	0	0
19332	1.082	0	0
19333	1.691	0	0
19334	2.435	0	0
19335	3.314	0	0
19336	4.329	0	0
19337	5.479	0	0
19338	6.764	0	0
19339	8.184	0	0
19340	9.740	0	0
19341	11.431	0	0
19342	13.257	0	0
19343	15.218	0	0
19344	17.315	0	0
19345	19.547	0	0
19346	21.914	0	0
19347	24.417	0	0
19348	27.055	0	0
19349	29.828	0	0
19350	32.736	0	0
19351	35.780	0	0
19352	38.959	0	0
19353	42.273	0	0
19354	45.721	0	0
19355	49.300	0	0
19356	53.003	0	0
19357	56.824	0	0
19358	60.760	0	0
19359	64.804	0	0
19360	68.950	0	0
19361	73.194	0	0
19362	77.530	0	0
19363	81.953	0	0
19364	86.456	0	0
19365	91.036	0	0
19366	95.686	0	0
19367	100.400	0	0
19368	105.175	0	0
19369	110.003	0	0
19370	114.880	0	0
19371	119.800	0	0
19372	124.758	0	0
19373	129.749	0	0
19374	134.767	0	0
19375	139.806	0	0
19376	144.862	0	0
19377	149.928	0	0
19378	155.000	0	0
19379	160.072	0	0
19380	165.138	0	0
19381	170.194	0	0
19382	175.233	0	0
19383	180.251	0	0
19384	185.242	0	0
19385	190.200	0	0
19386	195.120	0	0
19387	199.997	0	0
19388	204.825	0	0
19389	209.600	0	0
19390	214.314	0	0
19391	218.964	0	0
19392	223.544	0	0
19393	228.047	0	0
19394	232.470	0	0
19395	236.806	0	0
19396	241.050	0	0
19397	245.196	0	0
19398	249.240	0	0
19399	253.176	0	0
19400	256.997	0	0
19401	260.700	0	0
19402	264.279	0	0
19403	267.727	0	0
19404	271.041	0	0
19405	274.220	0	0
19406	277.264	0	0
19407	280.172	0	0
19408	282.945	0	0
19409	285.583	0	0
19410	288.086	0	0
19411	290.453	0	0
19412	292.685	0	0
19413	294.782	0	0
19414	296.743	0	0
19415	298.569	0	0
19416	300.260	0	0
19417	301.816	0	0
19418	303.236	0	0
19419	304.521	0	0
19420	305.671	0	0
19421	306.686	0	0
19422	307.565	0	0
19423	308.309	0	0
19424	308.918	0	0
19425	309.391	0	0
19426	309.729	0	0
19427	309.932	0	0
19428	310.000	0	0
19429	310.000	0	0
19430	310.000	0	0
19431	310.000	0	0
19432	310.000	0	0
19433	310.000	0	0
19434	310.000	0	0
19435	310.000	0	0
19436	310.000	0	0
19437	310.000	0	0
19438	310.000	0	0
19439	310.000	0	0
19440	310.000	0	0
19441	310.000	0	0
19442	310.000	0	0
19443	310.000	0	0
19444	310.000	0	0
19445	310.000	0	0
19446	310.000	0	0
19447	310.000	0	0
19448	310.000	0	0
19449	310.000	0	0
19450	310.000	0	0
19451	310.000	0	0
19452	310.000	0	0
19453	310.000	0	0
19454	310.000	0	0
19455	310.000	0	0
19456	310.000	0	0
19457	310.000	0	0
19458	310.000	0	0
19459	310.000	0	0
19460	310.000	0	0
19461	310.000	0	0
19462	310.000	0	0
19463	310.000	0	0
19464	310.000	0	0
19465	310.000	0	0
19466	310.000	0	0
19467	310.000	0	0
19468	310.000	0	0
19469	310.000	0	0
19470	310.000	0	0
19471	310.000	0	0
19472	310.000	0	0
19473	310.000	0	0
19474	310.000	0	0
19475	310.000	0	0
19476	310.000	0	0
19477	310.000	0	0
19478	310.000	0	0
19479	310.000	0	0
19480	310.000	0	0
19481	310.000	0	0
19482	310.000	0	0
19483	310.000	0	0
19484	310.000	0	0
19485	310.000	0	0
19486	310.000	0	0
19487	310.000	0	0
19488	310.000	0	0
19489	310.000	0	0
19490	310.000	0	0
19491	310.000	0	0
19492	310.000	0	0
