CYCLE	CMDPOS1	CMDPOS2	CMDPOS3	CMDPOS4	out_0.0	in_0.0
2166	0.000	0.000	0.000	0.000	0	0
2167	0.000	0.000	0.000	0.000	0	0
2168	0.000	0.000	0.000	0.000	0	0
2169	0.000	0.000	0.000	0.000	0	0
2170	0.000	0.000	0.000	0.000	0	0
2171	0.000	0.000	0.000	0.000	0	0
2172	0.000	0.000	0.000	0.000	0	0
2173	0.000	0.000	0.000	0.000	0	0
2174	0.000	0.000	0.000	0.000	0	0
2175	0.000	0.000	0.000	0.000	0	0
2176	0.000	0.000	0.000	0.000	0	0
2177	0.000	0.000	0.000	0.000	0	0
2178	0.000	0.000	0.000	0.000	0	0
2179	0.000	0.000	0.000	0.000	0	0
2180	0.000	0.000	0.000	0.000	0	0
2181	0.000	0.000	0.000	0.000	0	0
2182	0.000	0.000	0.000	0.000	0	0
2183	0.000	0.000	0.000	0.000	0	0
2184	0.000	0.000	0.000	0.000	0	0
2185	0.000	0.000	0.000	0.000	0	0
2186	0.000	0.000	0.000	0.000	0	0
2187	0.000	0.000	0.000	0.000	0	0
2188	0.000	0.000	0.000	0.000	0	0
2189	0.000	0.000	0.000	0.000	0	0
2190	0.000	0.000	0.000	0.000	0	0
2191	0.000	0.000	0.000	0.000	0	0
2192	0.000	0.000	0.000	0.000	0	0
2193	0.000	0.000	0.000	0.000	0	0
2194	0.000	0.000	0.000	0.000	0	0
2195	0.000	0.000	0.000	0.000	0	0
2196	0.000	0.000	0.000	0.000	0	0
2197	0.000	0.000	0.000	0.000	0	0
2198	0.000	0.000	0.000	0.000	0	0
2199	0.000	0.000	0.000	0.000	0	0
2200	0.000	0.000	0.000	0.000	0	0
2201	0.000	0.000	0.000	0.000	0	0
2202	0.000	0.000	0.000	0.000	0	0
2203	0.000	0.000	0.000	0.000	0	0
2204	0.000	0.000	0.000	0.000	0	0
2205	0.000	0.000	0.000	0.000	0	0
2206	0.000	0.000	0.000	0.000	0	0
2207	0.000	0.000	0.000	0.000	0	0
2208	0.000	0.000	0.000	0.000	0	0
2209	0.000	0.000	0.000	0.000	0	0
2210	0.000	0.000	0.000	0.000	0	0
2211	0.000	0.000	0.000	0.000	0	0
2212	0.000	0.000	0.000	0.000	0	0
2213	0.000	0.000	0.000	0.000	0	0
2214	0.000	0.000	0.000	0.000	0	0
2215	0.000	0.000	0.000	0.000	0	0
2216	0.000	0.000	0.000	0.000	0	0
2217	0.000	0.000	0.000	0.000	0	0
2218	0.000	0.000	0.000	0.000	0	0
2219	0.000	0.000	0.000	0.000	0	0
2220	0.000	0.000	0.000	0.000	0	0
2221	0.000	0.000	0.000	0.000	0	0
2222	0.000	0.000	0.000	0.000	0	0
2223	0.000	0.000	0.000	0.000	0	0
2224	0.000	0.000	0.000	0.000	0	0
2225	0.000	0.000	0.000	0.000	0	0
2226	0.000	0.000	0.000	0.000	0	0
2227	0.000	0.000	0.000	0.000	0	0
2228	0.000	0.000	0.000	0.000	0	0
2229	0.000	0.000	0.000	0.000	0	0
2230	0.000	0.000	0.000	0.000	0	0
2231	0.000	0.000	0.000	0.000	0	0
2232	0.000	0.000	0.000	0.000	0	0
2233	0.000	0.000	0.000	0.000	0	0
2234	0.000	0.000	0.000	0.000	0	0
2235	0.000	0.000	0.000	0.000	0	0
2236	0.000	0.000	0.000	0.000	0	0
2237	0.000	0.000	0.000	0.000	0	0
2238	0.000	0.000	0.000	0.000	0	0
2239	0.000	0.000	0.000	0.000	0	0
2240	0.000	0.000	0.000	0.000	0	0
2241	0.000	0.000	0.000	0.000	0	0
2242	0.000	0.000	0.000	0.000	0	0
2243	0.000	0.000	0.000	0.000	0	0
2244	0.003	0.000	0.000	0.000	0	0
2245	0.009	0.000	0.000	0.000	0	0
2246	0.022	0.000	0.000	0.000	0	0
2247	0.043	0.000	0.000	0.000	0	0
2248	0.075	0.000	0.000	0.000	0	0
2249	0.119	0.000	0.000	0.000	0	0
2250	0.177	0.000	0.000	0.000	0	0
2251	0.253	0.000	0.000	0.000	0	0
2252	0.347	0.000	0.000	0.000	0	0
2253	0.461	0.000	0.000	0.000	0	0
2254	0.599	0.000	0.000	0.000	0	0
2255	0.761	0.000	0.000	0.000	0	0
2256	0.950	0.000	0.000	0.000	0	0
2257	1.167	0.000	0.000	0.000	0	0
2258	1.410	0.000	0.000	0.000	0	0
2259	1.680	0.000	0.000	0.000	0	0
2260	1.977	0.000	0.000	0.000	0	0
2261	2.302	0.000	0.000	0.000	0	0
2262	2.653	0.000	0.000	0.000	0	0
