CYCLE	CMDPOS3	CMDPOS5	CMDPOS6	out_0.0	in_0.0
125773	0.000	0.000	0.000	0	0
125774	0.000	0.000	0.000	0	0
125775	0.000	0.000	0.000	0	0
125776	0.000	0.000	0.000	0	0
125777	0.000	0.000	0.000	0	0
125778	0.000	0.000	0.000	0	0
125779	0.000	0.000	0.000	0	0
125780	0.000	0.000	0.000	0	0
125781	0.000	0.000	0.000	0	0
125782	0.000	0.000	0.000	0	0
125783	0.000	0.000	0.000	0	0
125784	0.000	0.000	0.000	0	0
125785	0.000	0.000	0.000	0	0
125786	0.000	0.000	0.000	0	0
125787	0.000	0.000	0.000	0	0
125788	0.000	0.000	0.000	0	0
125789	0.000	0.000	0.000	0	0
125790	0.000	0.000	0.000	0	0
125791	0.000	0.000	0.000	0	0
125792	0.000	0.000	0.000	0	0
125793	0.000	0.000	0.000	0	0
125794	0.000	0.000	0.000	0	0
125795	0.000	0.000	0.000	0	0
125796	0.000	0.000	0.000	0	0
125797	0.000	0.000	0.000	0	0
125798	0.000	0.000	0.000	0	0
125799	0.000	0.000	0.000	0	0
125800	0.000	0.000	0.000	0	0
125801	0.000	0.000	0.000	0	0
125802	0.000	0.000	0.000	0	0
125803	0.000	0.000	0.000	0	0
125804	0.000	0.000	0.000	0	0
125805	0.000	0.000	0.000	0	0
125806	0.000	0.000	0.000	0	0
125807	0.000	0.000	0.000	0	0
125808	0.000	0.000	0.000	0	0
125809	0.000	0.000	0.000	0	0
125810	0.000	0.000	0.000	0	0
125811	0.000	0.000	0.000	0	0
125812	0.000	0.000	0.000	0	0
125813	0.000	0.000	0.000	0	0
125814	0.000	0.000	0.000	0	0
125815	0.000	0.000	0.000	0	0
125816	0.000	0.000	0.000	0	0
125817	0.000	0.000	0.000	0	0
125818	0.000	0.000	0.000	0	0
125819	0.000	0.000	0.000	0	0
125820	0.000	0.000	0.000	0	0
125821	0.000	0.000	0.000	0	0
125822	0.000	0.000	0.000	0	0
125823	0.000	0.000	0.000	0	0
125824	0.000	0.000	0.000	0	0
125825	0.000	0.000	0.000	0	0
125826	0.000	0.000	0.000	0	0
125827	0.000	0.000	0.000	0	0
125828	0.000	0.000	0.000	0	0
125829	0.000	0.000	0.000	0	0
125830	0.000	0.001	0.000	0	0
125831	0.000	0.004	0.000	0	0
125832	0.000	0.009	0.000	0	0
125833	0.000	0.016	0.000	0	0
125834	0.000	0.025	0.000	0	0
125835	0.000	0.036	0.000	0	0
125836	0.000	0.049	0.000	0	0
125837	0.000	0.064	0.000	0	0
125838	0.000	0.081	0.000	0	0
125839	0.000	0.100	0.000	0	0
125840	0.000	0.121	0.000	0	0
125841	0.000	0.144	0.000	0	0
125842	0.000	0.169	0.000	0	0
125843	0.000	0.196	0.000	0	0
125844	0.000	0.225	0.000	0	0
