CYCLE	CMDPOS1	CMDPOS2	CMDPOS3	out_0.0	in_0.0
23572	0.000	0.000	0.000	0	0
23573	0.000	0.000	0.000	0	0
23574	0.000	0.000	0.000	0	0
23575	0.000	0.000	0.000	0	0
23576	0.000	0.000	0.000	0	0
23577	0.000	0.000	0.000	0	0
23578	0.000	0.000	0.000	0	0
23579	0.000	0.000	0.000	0	0
23580	0.000	0.000	0.000	0	0
23581	0.000	0.000	0.000	0	0
23582	0.000	0.000	0.000	0	0
23583	0.000	0.000	0.000	0	0
23584	0.000	0.000	0.000	0	0
23585	0.000	0.000	0.000	0	0
23586	0.000	0.000	0.000	0	0
23587	0.000	0.000	0.000	0	0
23588	0.000	0.000	0.000	0	0
23589	0.000	0.000	0.000	0	0
23590	0.000	0.000	0.000	0	0
23591	0.000	0.000	0.000	0	0
23592	0.000	0.000	0.000	0	0
23593	0.000	0.000	0.000	0	0
23594	0.000	0.000	0.000	0	0
23595	0.000	0.000	0.000	0	0
23596	0.000	0.000	0.000	0	0
23597	0.000	0.000	0.000	0	0
23598	0.000	0.000	0.000	0	0
23599	0.000	0.000	0.000	0	0
23600	0.000	0.000	0.000	0	0
23601	0.000	0.000	0.000	0	0
23602	0.000	0.000	0.000	0	0
23603	0.000	0.000	0.000	0	0
23604	0.000	0.000	0.000	0	0
23605	0.000	0.000	0.000	0	0
23606	0.000	0.000	0.000	0	0
23607	0.000	0.000	0.000	0	0
23608	0.000	0.000	0.000	0	0
23609	0.000	0.000	0.000	0	0
23610	0.000	0.000	0.000	0	0
23611	0.000	0.000	0.000	0	0
23612	0.000	0.000	0.000	0	0
23613	0.000	0.000	0.000	0	0
23614	0.000	0.000	0.000	0	0
23615	0.000	0.000	0.000	0	0
23616	0.000	0.000	0.000	0	0
23617	0.000	0.000	0.000	0	0
23618	0.000	0.000	0.000	0	0
23619	0.000	0.000	0.000	0	0
23620	0.000	0.000	0.000	0	0
23621	0.000	0.000	0.000	0	0
23622	0.000	0.000	0.000	0	0
23623	0.000	0.000	0.000	0	0
23624	0.000	0.000	0.000	0	0
23625	0.000	0.000	0.000	0	0
23626	0.000	0.000	0.000	0	0
23627	0.000	0.000	0.000	0	0
23628	0.000	0.000	0.000	0	0
23629	0.000	0.000	0.000	0	0
23630	0.000	0.000	0.005	0	0
23631	0.000	0.000	0.020	0	0
23632	0.000	0.000	0.045	0	0
23633	0.000	0.000	0.080	0	0
23634	0.000	0.000	0.125	0	0
23635	0.000	0.000	0.180	0	0
23636	0.000	0.000	0.245	0	0
23637	0.000	0.000	0.320	0	0
23638	0.000	0.000	0.405	0	0
