CYCLE	CMDPOS1	CMDPOS2	CMDPOS3	CMDPOS4	out_0.0	in_0.0
56791	0.000	0.000	0.000	0.000	0	0
56792	0.000	0.000	0.000	0.000	0	0
56793	0.000	0.000	0.000	0.000	0	0
56794	0.000	0.000	0.000	0.000	0	0
56795	0.000	0.000	0.000	0.000	0	0
56796	0.000	0.000	0.000	0.000	0	0
56797	0.000	0.000	0.000	0.000	0	0
56798	0.000	0.000	0.000	0.000	0	0
56799	0.000	0.000	0.000	0.000	0	0
56800	0.000	0.000	0.000	0.000	0	0
56801	0.000	0.000	0.000	0.000	0	0
56802	0.000	0.000	0.000	0.000	0	0
56803	0.000	0.000	0.000	0.000	0	0
56804	0.000	0.000	0.000	0.000	0	0
56805	0.000	0.000	0.000	0.000	0	0
56806	0.000	0.000	0.000	0.000	0	0
56807	0.000	0.000	0.000	0.000	0	0
56808	0.000	0.000	0.000	0.000	0	0
56809	0.000	0.000	0.000	0.000	0	0
56810	0.000	0.000	0.000	0.000	0	0
56811	0.000	0.000	0.000	0.000	0	0
56812	0.000	0.000	0.000	0.000	0	0
56813	0.000	0.000	0.000	0.000	0	0
56814	0.000	0.000	0.000	0.000	0	0
56815	0.000	0.000	0.000	0.000	0	0
56816	0.000	0.000	0.000	0.000	0	0
56817	0.000	0.000	0.000	0.000	0	0
56818	0.000	0.000	0.000	0.000	0	0
56819	0.000	0.000	0.000	0.000	0	0
56820	0.000	0.000	0.000	0.000	0	0
56821	0.000	0.000	0.000	0.000	0	0
56822	0.000	0.000	0.000	0.000	0	0
56823	0.000	0.000	0.000	0.000	0	0
56824	0.000	0.000	0.000	0.000	0	0
56825	0.000	0.000	0.000	0.000	0	0
56826	0.000	0.000	0.000	0.000	0	0
56827	0.000	0.000	0.000	0.000	0	0
56828	0.000	0.000	0.000	0.000	0	0
56829	0.000	0.000	0.000	0.000	0	0
56830	0.000	0.000	0.000	0.000	0	0
56831	0.000	0.000	0.000	0.000	0	0
56832	0.000	0.000	0.000	0.000	0	0
56833	0.000	0.000	0.000	0.000	0	0
56834	0.000	0.000	0.000	0.000	0	0
56835	0.000	0.000	0.000	0.000	0	0
56836	0.000	0.000	0.000	0.000	0	0
56837	0.000	0.000	0.000	0.000	0	0
56838	0.000	0.000	0.000	0.000	0	0
56839	0.000	0.000	0.000	0.000	0	0
56840	0.000	0.000	0.000	0.000	0	0
56841	0.000	0.000	0.000	0.000	0	0
56842	0.000	0.000	0.000	0.000	0	0
56843	0.000	0.000	0.000	0.000	0	0
56844	0.000	0.000	0.000	0.000	0	0
56845	0.001	0.000	0.000	0.000	0	0
56846	0.002	0.000	0.000	0.000	0	0
56847	0.004	0.000	0.000	0.000	0	0
56848	0.008	0.000	0.000	0.000	0	0
56849	0.014	0.000	0.000	0.000	0	0
56850	0.023	0.000	0.000	0.000	0	0
56851	0.034	0.000	0.000	0.000	0	0
56852	0.049	0.000	0.000	0.000	0	0
56853	0.067	0.000	0.000	0.000	0	0
56854	0.089	0.000	0.000	0.000	0	0
56855	0.115	0.000	0.000	0.000	0	0
56856	0.146	0.000	0.000	0.000	0	0
56857	0.183	0.000	0.000	0.000	0	0
56858	0.225	0.000	0.000	0.000	0	0
56859	0.273	0.000	0.000	0.000	0	0
56860	0.328	0.000	0.000	0.000	0	0
56861	0.389	0.000	0.000	0.000	0	0
56862	0.457	0.000	0.000	0.000	0	0
56863	0.533	0.000	0.000	0.000	0	0
56864	0.617	0.000	0.000	0.000	0	0
56865	0.710	0.000	0.000	0.000	0	0
56866	0.811	0.000	0.000	0.000	0	0
56867	0.922	0.000	0.000	0.000	0	0
56868	1.042	0.000	0.000	0.000	0	0
56869	1.172	0.000	0.000	0.000	0	0
56870	1.312	0.000	0.000	0.000	0	0
56871	1.463	0.000	0.000	0.000	0	0
56872	1.626	0.000	0.000	0.000	0	0
56873	1.800	0.000	0.000	0.000	0	0
56874	1.986	0.000	0.000	0.000	0	0
56875	2.185	0.000	0.000	0.000	0	0
56876	2.396	0.000	0.000	0.000	0	0
56877	2.620	0.000	0.000	0.000	0	0
56878	2.858	0.000	0.000	0.000	0	0
56879	3.110	0.000	0.000	0.000	0	0
56880	3.377	0.000	0.000	0.000	0	0
56881	3.658	0.000	0.000	0.000	0	0
56882	3.955	0.000	0.000	0.000	0	0
56883	4.267	0.000	0.000	0.000	0	0
56884	4.595	0.000	0.000	0.000	0	0
56885	4.939	0.000	0.000	0.000	0	0
56886	5.300	0.000	0.000	0.000	0	0
56887	5.679	0.000	0.000	0.000	0	0
56888	6.075	0.000	0.000	0.000	0	0
56889	6.489	0.000	0.000	0.000	0	0
56890	6.922	0.000	0.000	0.000	0	0
56891	7.373	0.000	0.000	0.000	0	0
56892	7.843	0.000	0.000	0.000	0	0
56893	8.333	0.000	0.000	0.000	0	0
56894	8.843	0.000	0.000	0.000	0	0
56895	9.373	0.000	0.000	0.000	0	0
56896	9.922	0.000	0.000	0.000	0	0
56897	10.489	0.000	0.000	0.000	0	0
56898	11.075	0.000	0.000	0.000	0	0
56899	11.679	0.000	0.000	0.000	0	0
56900	12.300	0.000	0.000	0.000	0	0
56901	12.939	0.000	0.000	0.000	0	0
56902	13.595	0.000	0.000	0.000	0	0
56903	14.267	0.000	0.000	0.000	0	0
56904	14.955	0.000	0.000	0.000	0	0
56905	15.658	0.000	0.000	0.000	0	0
56906	16.377	0.000	0.000	0.000	0	0
56907	17.110	0.000	0.000	0.000	0	0
56908	17.858	0.000	0.000	0.000	0	0
56909	18.620	0.000	0.000	0.000	0	0
56910	19.396	0.000	0.000	0.000	0	0
56911	20.185	0.000	0.000	0.000	0	0
56912	20.986	0.000	0.000	0.000	0	0
56913	21.800	0.000	0.000	0.000	0	0
56914	22.626	0.000	0.000	0.000	0	0
56915	23.463	0.000	0.000	0.000	0	0
56916	24.312	0.000	0.000	0.000	0	0
56917	25.172	0.000	0.000	0.000	0	0
56918	26.042	0.000	0.000	0.000	0	0
56919	26.922	0.000	0.000	0.000	0	0
56920	27.811	0.000	0.000	0.000	0	0
56921	28.710	0.000	0.000	0.000	0	0
56922	29.617	0.000	0.000	0.000	0	0
56923	30.533	0.000	0.000	0.000	0	0
56924	31.457	0.000	0.000	0.000	0	0
56925	32.389	0.000	0.000	0.000	0	0
56926	33.328	0.000	0.000	0.000	0	0
56927	34.273	0.000	0.000	0.000	0	0
56928	35.225	0.000	0.000	0.000	0	0
56929	36.183	0.000	0.000	0.000	0	0
56930	37.146	0.000	0.000	0.000	0	0
56931	38.115	0.000	0.000	0.000	0	0
56932	39.089	0.000	0.000	0.000	0	0
56933	40.067	0.000	0.000	0.000	0	0
56934	41.049	0.000	0.000	0.000	0	0
56935	42.034	0.000	0.000	0.000	0	0
56936	43.023	0.000	0.000	0.000	0	0
56937	44.014	0.000	0.000	0.000	0	0
56938	45.008	0.000	0.000	0.000	0	0
56939	46.004	0.000	0.000	0.000	0	0
56940	47.002	0.000	0.000	0.000	0	0
56941	48.001	0.000	0.000	0.000	0	0
56942	49.000	0.000	0.000	0.000	0	0
56943	50.000	0.000	0.000	0.000	0	0
56944	51.000	0.000	0.000	0.000	0	0
56945	52.000	0.000	0.000	0.000	0	0
56946	52.999	0.000	0.000	0.000	0	0
56947	53.998	0.000	0.000	0.000	0	0
56948	54.996	0.000	0.000	0.000	0	0
56949	55.992	0.000	0.000	0.000	0	0
56950	56.986	0.000	0.000	0.000	0	0
56951	57.977	0.000	0.000	0.000	0	0
56952	58.966	0.000	0.000	0.000	0	0
56953	59.951	0.000	0.000	0.000	0	0
56954	60.933	0.000	0.000	0.000	0	0
56955	61.911	0.000	0.000	0.000	0	0
56956	62.885	0.000	0.000	0.000	0	0
56957	63.854	0.000	0.000	0.000	0	0
56958	64.817	0.000	0.000	0.000	0	0
56959	65.775	0.000	0.000	0.000	0	0
56960	66.727	0.000	0.000	0.000	0	0
56961	67.672	0.000	0.000	0.000	0	0
56962	68.611	0.000	0.000	0.000	0	0
56963	69.543	0.000	0.000	0.000	0	0
