CYCLE	CMDPOS5	out_0.0	in_0.0
1187	0.000	0	0
1188	0.000	0	0
1189	0.000	0	0
1190	0.000	0	0
1191	0.000	0	0
1192	0.000	0	0
1193	0.000	0	0
1194	0.000	0	0
1195	0.000	0	0
1196	0.000	0	0
1197	0.000	0	0
1198	0.000	0	0
1199	0.000	0	0
1200	0.000	0	0
1201	0.000	0	0
1202	0.000	0	0
1203	0.000	0	0
1204	0.000	0	0
1205	0.000	0	0
1206	0.000	0	0
1207	0.000	0	0
1208	0.000	0	0
1209	0.000	0	0
1210	0.000	0	0
1211	0.000	0	0
1212	0.000	0	0
1213	0.000	0	0
1214	0.000	0	0
1215	0.000	0	0
1216	0.000	0	0
1217	0.000	0	0
1218	0.000	0	0
1219	0.000	0	0
1220	0.000	0	0
1221	0.000	0	0
1222	0.000	0	0
1223	0.000	0	0
1224	0.000	0	0
1225	0.000	0	0
1226	0.000	0	0
1227	0.000	0	0
1228	0.000	0	0
1229	0.000	0	0
1230	0.000	0	0
1231	0.000	0	0
1232	0.000	0	0
1233	0.000	0	0
1234	0.000	0	0
1235	0.000	0	0
1236	0.000	0	0
1237	0.000	0	0
1238	0.000	0	0
1239	0.000	0	0
1240	0.000	0	0
1241	0.000	0	0
1242	0.000	0	0
1243	0.000	0	0
1244	0.000	0	0
1245	0.000	0	0
1246	0.000	0	0
1247	0.000	0	0
1248	0.000	0	0
1249	0.000	0	0
1250	0.000	0	0
1251	0.000	0	0
1252	0.000	0	0
1253	0.000	0	0
1254	0.000	0	0
1255	-0.500	0	0
1256	-1.000	0	0
1257	-1.500	0	0
1258	-2.000	0	0
1259	-2.500	0	0
1260	-3.000	0	0
1261	-3.500	0	0
1262	-4.000	0	0
1263	-4.500	0	0
1264	-5.000	0	0
1265	-5.500	0	0
1266	-6.000	0	0
1267	-6.500	0	0
1268	-7.000	0	0
1269	-7.500	0	0
1270	-8.000	0	0
1271	-8.500	0	0
1272	-9.000	0	0
1273	-9.500	0	0
1274	-10.000	0	0
1275	-10.500	0	0
1276	-11.000	0	0
1277	-11.500	0	0
1278	-12.000	0	0
1279	-12.500	0	0
1280	-13.000	0	0
1281	-13.500	0	0
1282	-14.000	0	0
1283	-14.500	0	0
1284	-15.000	0	0
1285	-15.500	0	0
1286	-16.000	0	0
1287	-16.500	0	0
1288	-17.000	0	0
1289	-17.500	0	0
1290	-18.000	0	0
1291	-18.500	0	0
1292	-19.000	0	0
1293	-19.500	0	0
1294	-20.000	0	0
1295	-20.500	0	0
1296	-21.000	0	0
1297	-21.500	0	0
1298	-22.000	0	0
1299	-22.500	0	0
1300	-23.000	0	0
1301	-23.500	0	0
1302	-24.000	0	0
1303	-24.500	0	0
1304	-25.000	0	0
1305	-25.500	0	0
1306	-26.000	0	0
1307	-26.500	0	0
1308	-27.000	0	0
1309	-27.500	0	0
1310	-28.000	0	0
1311	-28.500	0	0
1312	-29.000	0	0
1313	-29.500	0	0
1314	-30.000	0	0
1315	-30.500	0	0
1316	-31.000	0	0
1317	-31.500	0	0
1318	-32.000	0	0
1319	-32.500	0	0
1320	-33.000	0	0
1321	-33.500	0	0
1322	-34.000	0	0
1323	-34.500	0	0
1324	-35.000	0	0
1325	-35.500	0	0
1326	-36.000	0	0
1327	-36.500	0	0
1328	-37.000	0	0
1329	-37.500	0	0
1330	-38.000	0	0
1331	-38.500	0	0
1332	-39.000	0	0
1333	-39.500	0	0
1334	-40.000	0	0
1335	-40.500	0	0
1336	-41.000	0	0
1337	-41.500	0	0
1338	-42.000	0	0
1339	-42.500	0	0
1340	-43.000	0	0
1341	-43.500	0	0
1342	-44.000	0	0
1343	-44.500	0	0
1344	-45.000	0	0
1345	-45.500	0	0
1346	-46.000	0	0
1347	-46.500	0	0
1348	-47.000	0	0
1349	-47.500	0	0
1350	-48.000	0	0
1351	-48.500	0	0
1352	-49.000	0	0
1353	-49.500	0	0
1354	-50.000	0	0
1355	-49.000	0	0
1356	-48.000	0	0
1357	-47.000	0	0
1358	-46.000	0	0
1359	-45.000	0	0
1360	-44.000	0	0
1361	-43.000	0	0
1362	-42.000	0	0
1363	-41.000	0	0
1364	-40.000	0	0
1365	-39.000	0	0
1366	-38.000	0	0
1367	-37.000	0	0
1368	-36.000	0	0
1369	-35.000	0	0
1370	-34.000	0	0
1371	-33.000	0	0
1372	-32.000	0	0
1373	-31.000	0	0
1374	-30.000	0	0
1375	-29.000	0	0
1376	-28.000	0	0
1377	-27.000	0	0
1378	-26.000	0	0
1379	-25.000	0	0
1380	-24.000	0	0
1381	-23.000	0	0
1382	-22.000	0	0
1383	-21.000	0	0
1384	-20.000	0	0
1385	-19.000	0	0
1386	-18.000	0	0
1387	-17.000	0	0
1388	-16.000	0	0
1389	-15.000	0	0
1390	-14.000	0	0
1391	-13.000	0	0
1392	-12.000	0	0
1393	-11.000	0	0
1394	-10.000	0	0
1395	-9.000	0	0
1396	-8.000	0	0
1397	-7.000	0	0
1398	-6.000	0	0
1399	-5.000	0	0
1400	-4.000	0	0
1401	-3.000	0	0
1402	-2.000	0	0
1403	-1.000	0	0
1404	0.000	0	0
1405	1.000	0	0
1406	2.000	0	0
1407	3.000	0	0
1408	4.000	0	0
1409	5.000	0	0
1410	6.000	0	0
1411	7.000	0	0
1412	8.000	0	0
1413	9.000	0	0
1414	10.000	0	0
1415	11.000	0	0
1416	12.000	0	0
1417	13.000	0	0
1418	14.000	0	0
1419	15.000	0	0
1420	16.000	0	0
1421	17.000	0	0
1422	18.000	0	0
1423	19.000	0	0
1424	20.000	0	0
1425	21.000	0	0
1426	22.000	0	0
1427	23.000	0	0
1428	24.000	0	0
1429	25.000	0	0
1430	26.000	0	0
1431	27.000	0	0
1432	28.000	0	0
1433	29.000	0	0
1434	30.000	0	0
1435	31.000	0	0
1436	32.000	0	0
1437	33.000	0	0
1438	34.000	0	0
1439	35.000	0	0
1440	36.000	0	0
1441	37.000	0	0
1442	38.000	0	0
1443	39.000	0	0
1444	40.000	0	0
1445	41.000	0	0
1446	42.000	0	0
1447	43.000	0	0
1448	44.000	0	0
1449	45.000	0	0
1450	46.000	0	0
1451	47.000	0	0
1452	48.000	0	0
1453	49.000	0	0
1454	50.000	0	0
1455	49.000	0	0
1456	48.000	0	0
1457	47.000	0	0
1458	46.000	0	0
1459	45.000	0	0
1460	44.000	0	0
1461	43.000	0	0
1462	42.000	0	0
1463	41.000	0	0
1464	40.000	0	0
1465	39.000	0	0
1466	38.000	0	0
