CYCLE	CMDPOS1	CMDPOS2	CMDPOS3	CMDPOS4	out_0.0	in_0.0
2222	0.000	0.000	0.000	0.000	0	0
2223	0.000	0.000	0.000	0.000	0	0
2224	0.000	0.000	0.000	0.000	0	0
2225	0.000	0.000	0.000	0.000	0	0
2226	0.000	0.000	0.000	0.000	0	0
2227	0.000	0.000	0.000	0.000	0	0
2228	0.000	0.000	0.000	0.000	0	0
2229	0.000	0.000	0.000	0.000	0	0
2230	0.000	0.000	0.000	0.000	0	0
2231	0.000	0.000	0.000	0.000	0	0
2232	0.000	0.000	0.000	0.000	0	0
2233	0.000	0.000	0.000	0.000	0	0
2234	0.000	0.000	0.000	0.000	0	0
2235	0.000	0.000	0.000	0.000	0	0
2236	0.000	0.000	0.000	0.000	0	0
2237	0.000	0.000	0.000	0.000	0	0
2238	0.000	0.000	0.000	0.000	0	0
2239	0.000	0.000	0.000	0.000	0	0
2240	0.000	0.000	0.000	0.000	0	0
2241	0.000	0.000	0.000	0.000	0	0
2242	0.000	0.000	0.000	0.000	0	0
2243	0.000	0.000	0.000	0.000	0	0
2244	0.000	0.000	0.000	0.000	0	0
2245	0.000	0.000	0.000	0.000	0	0
2246	0.000	0.000	0.000	0.000	0	0
2247	0.000	0.000	0.000	0.000	0	0
2248	0.000	0.000	0.000	0.000	0	0
2249	0.000	0.000	0.000	0.000	0	0
2250	0.000	0.000	0.000	0.000	0	0
2251	0.000	0.000	0.000	0.000	0	0
2252	0.000	0.000	0.000	0.000	0	0
2253	0.000	0.000	0.000	0.000	0	0
2254	0.000	0.000	0.000	0.000	0	0
2255	0.000	0.000	0.000	0.000	0	0
2256	0.000	0.000	0.000	0.000	0	0
2257	0.000	0.000	0.000	0.000	0	0
2258	0.000	0.000	0.000	0.000	0	0
2259	0.000	0.000	0.000	0.000	0	0
2260	0.000	0.000	0.000	0.000	0	0
2261	0.000	0.000	0.000	0.000	0	0
2262	0.000	0.000	0.000	0.000	0	0
2263	0.000	0.000	0.000	0.000	0	0
2264	0.000	0.000	0.000	0.000	0	0
2265	0.000	0.000	0.000	0.000	0	0
2266	0.000	0.000	0.000	0.000	0	0
2267	0.000	0.000	0.000	0.000	0	0
2268	0.000	0.000	0.000	0.000	0	0
2269	0.000	0.000	0.000	0.000	0	0
2270	0.000	0.000	0.000	0.000	0	0
2271	0.000	0.000	0.000	0.000	0	0
2272	0.000	0.000	0.000	0.000	0	0
