CYCLE	CMDPOS4	CMDPOS6	CMDPOS8	CMDPOS9	out_0.0	in_0.0
1773	0.000	0.000	0.000	0.000	0	0
1774	0.000	0.000	0.000	0.000	0	0
1775	0.000	0.000	0.000	0.000	0	0
1776	0.000	0.000	0.000	0.000	0	0
1777	0.000	0.000	0.000	0.000	0	0
1778	0.000	0.000	0.000	0.000	0	0
1779	0.000	0.000	0.000	0.000	0	0
1780	0.000	0.000	0.000	0.000	0	0
1781	0.000	0.000	0.000	0.000	0	0
1782	0.000	0.000	0.000	0.000	0	0
1783	0.000	0.000	0.000	0.000	0	0
1784	0.000	0.000	0.000	0.000	0	0
1785	0.000	0.000	0.000	0.000	0	0
1786	0.000	0.000	0.000	0.000	0	0
1787	0.000	0.000	0.000	0.000	0	0
1788	0.000	0.000	0.000	0.000	0	0
1789	0.000	0.000	0.000	0.000	0	0
1790	0.000	0.000	0.000	0.000	0	0
1791	0.000	0.000	0.000	0.000	0	0
1792	0.000	0.000	0.000	0.000	0	0
1793	0.000	0.000	0.000	0.000	0	0
1794	0.000	0.000	0.000	0.000	0	0
1795	0.000	0.000	0.000	0.000	0	0
1796	0.000	0.000	0.000	0.000	0	0
1797	0.000	0.000	0.000	0.000	0	0
1798	0.000	0.000	0.000	0.000	0	0
1799	0.000	0.000	0.000	0.000	0	0
1800	0.000	0.000	0.000	0.000	0	0
1801	0.000	0.000	0.000	0.000	0	0
1802	0.000	0.000	0.000	0.000	0	0
1803	0.000	0.000	0.000	0.000	0	0
1804	0.000	0.000	0.000	0.000	0	0
1805	0.000	0.000	0.000	0.000	0	0
1806	0.000	0.000	0.000	0.000	0	0
1807	0.000	0.000	0.000	0.000	0	0
1808	0.000	0.000	0.000	0.000	0	0
1809	0.000	0.000	0.000	0.000	0	0
1810	0.000	0.000	0.000	0.000	0	0
1811	0.000	0.000	0.000	0.000	0	0
1812	0.000	0.000	0.000	0.000	0	0
1813	0.000	0.000	0.000	0.000	0	0
1814	0.000	0.000	0.000	0.000	0	0
1815	0.000	0.000	0.000	0.000	0	0
1816	0.000	0.000	0.000	0.000	0	0
1817	0.000	0.000	0.000	0.000	0	0
1818	0.000	0.000	0.000	0.000	0	0
1819	0.000	0.000	0.000	0.000	0	0
1820	0.000	0.000	0.000	0.000	0	0
1821	0.000	0.000	0.000	0.000	0	0
1822	0.000	0.000	0.000	0.000	0	0
1823	0.000	0.000	0.000	0.000	0	0
1824	0.000	0.000	0.000	0.000	0	0
1825	0.000	0.000	0.000	0.000	0	0
1826	0.000	0.000	0.000	0.000	0	0
1827	0.000	0.000	0.000	0.000	0	0
1828	0.000	0.000	0.000	0.000	0	0
1829	0.000	0.000	0.000	0.000	0	0
1830	0.000	0.000	0.000	0.000	0	0
1831	0.000	0.000	0.000	0.000	0	0
1832	0.000	0.000	0.000	0.000	0	0
1833	0.000	0.000	0.000	0.000	0	0
1834	0.000	0.000	0.000	0.000	0	0
1835	0.000	0.000	0.000	0.000	0	0
1836	0.000	0.000	0.000	0.000	0	0
1837	0.002	-0.000	0.000	0.001	0	0
1838	0.008	-0.001	0.002	0.002	0	0
1839	0.017	-0.003	0.004	0.005	0	0
1840	0.031	-0.005	0.007	0.010	0	0
1841	0.048	-0.008	0.011	0.015	0	0
1842	0.069	-0.011	0.016	0.022	0	0
1843	0.094	-0.015	0.022	0.030	0	0
1844	0.123	-0.020	0.029	0.039	0	0
1845	0.156	-0.025	0.036	0.049	0	0
1846	0.192	-0.031	0.045	0.060	0	0
1847	0.233	-0.038	0.054	0.073	0	0
1848	0.277	-0.045	0.064	0.087	0	0
1849	0.325	-0.052	0.076	0.102	0	0
1850	0.377	-0.061	0.088	0.118	0	0
1851	0.433	-0.069	0.100	0.136	0	0
1852	0.493	-0.079	0.114	0.154	0	0
1853	0.556	-0.089	0.129	0.174	0	0
1854	0.624	-0.099	0.145	0.195	0	0
1855	0.695	-0.110	0.161	0.217	0	0
1856	0.770	-0.122	0.178	0.241	0	0
1857	0.849	-0.134	0.197	0.266	0	0
1858	0.932	-0.146	0.216	0.292	0	0
1859	1.019	-0.159	0.236	0.319	0	0
1860	1.110	-0.173	0.257	0.347	0	0
1861	1.204	-0.187	0.278	0.376	0	0
1862	1.303	-0.201	0.301	0.407	0	0
1863	1.405	-0.216	0.324	0.439	0	0
1864	1.511	-0.232	0.349	0.472	0	0
1865	1.621	-0.247	0.374	0.507	0	0
1866	1.735	-0.264	0.400	0.542	0	0
1867	1.853	-0.280	0.427	0.579	0	0
1868	1.975	-0.297	0.454	0.617	0	0
1869	2.100	-0.314	0.483	0.656	0	0
1870	2.230	-0.332	0.512	0.696	0	0
1871	2.363	-0.350	0.543	0.738	0	0
1872	2.501	-0.368	0.574	0.781	0	0
1873	2.642	-0.386	0.606	0.825	0	0
1874	2.787	-0.405	0.638	0.870	0	0
1875	2.936	-0.424	0.672	0.916	0	0
1876	3.089	-0.443	0.707	0.964	0	0
1877	3.246	-0.463	0.742	1.013	0	0
1878	3.407	-0.482	0.778	1.063	0	0
1879	3.572	-0.502	0.815	1.114	0	0
1880	3.740	-0.522	0.852	1.166	0	0
1881	3.913	-0.542	0.891	1.220	0	0
1882	4.090	-0.562	0.930	1.275	0	0
1883	4.270	-0.582	0.970	1.331	0	0
1884	4.455	-0.602	1.011	1.388	0	0
1885	4.643	-0.622	1.053	1.446	0	0
1886	4.835	-0.642	1.095	1.506	0	0
1887	5.032	-0.662	1.139	1.567	0	0
1888	5.232	-0.682	1.183	1.629	0	0
1889	5.436	-0.702	1.228	1.692	0	0
1890	5.644	-0.721	1.273	1.757	0	0
1891	5.856	-0.741	1.319	1.822	0	0
1892	6.073	-0.760	1.366	1.889	0	0
1893	6.293	-0.779	1.414	1.957	0	0
1894	6.517	-0.798	1.463	2.026	0	0
1895	6.745	-0.816	1.512	2.097	0	0
1896	6.977	-0.835	1.562	2.169	0	0
1897	7.213	-0.852	1.613	2.241	0	0
1898	7.452	-0.870	1.664	2.316	0	0
1899	7.696	-0.887	1.717	2.391	0	0
1900	7.944	-0.903	1.770	2.467	0	0
1901	8.196	-0.919	1.823	2.545	0	0
1902	8.452	-0.935	1.877	2.624	0	0
1903	8.712	-0.950	1.932	2.704	0	0
1904	8.976	-0.964	1.988	2.785	0	0
1905	9.243	-0.978	2.044	2.868	0	0
1906	9.515	-0.991	2.101	2.952	0	0
1907	9.791	-1.004	2.159	3.037	0	0
1908	10.071	-1.015	2.217	3.123	0	0
1909	10.354	-1.026	2.276	3.210	0	0
1910	10.642	-1.036	2.336	3.299	0	0
1911	10.934	-1.045	2.396	3.388	0	0
1912	11.230	-1.053	2.457	3.479	0	0
1913	11.529	-1.061	2.518	3.572	0	0
1914	11.833	-1.067	2.580	3.665	0	0
1915	12.141	-1.072	2.643	3.759	0	0
1916	12.452	-1.076	2.706	3.855	0	0
1917	12.768	-1.079	2.769	3.952	0	0
1918	13.087	-1.081	2.834	4.050	0	0
1919	13.411	-1.082	2.899	4.150	0	0
1920	13.739	-1.081	2.964	4.250	0	0
1921	14.070	-1.079	3.030	4.352	0	0
1922	14.406	-1.076	3.096	4.455	0	0
1923	14.745	-1.071	3.163	4.559	0	0
1924	15.088	-1.065	3.231	4.665	0	0
1925	15.436	-1.058	3.299	4.771	0	0
1926	15.787	-1.049	3.367	4.879	0	0
1927	16.142	-1.038	3.436	4.988	0	0
1928	16.501	-1.026	3.505	5.099	0	0
1929	16.864	-1.012	3.575	5.210	0	0
1930	17.231	-0.996	3.645	5.323	0	0
1931	17.602	-0.978	3.716	5.436	0	0
1932	17.977	-0.959	3.787	5.552	0	0
1933	18.356	-0.938	3.859	5.668	0	0
1934	18.739	-0.914	3.931	5.785	0	0
1935	19.125	-0.889	4.003	5.904	0	0
1936	19.515	-0.862	4.075	6.024	0	0
1937	19.910	-0.832	4.148	6.145	0	0
1938	20.308	-0.801	4.222	6.267	0	0
1939	20.710	-0.767	4.295	6.391	0	0
1940	21.115	-0.731	4.369	6.515	0	0
1941	21.525	-0.693	4.444	6.641	0	0
1942	21.938	-0.652	4.518	6.768	0	0
1943	22.355	-0.609	4.593	6.897	0	0
1944	22.776	-0.563	4.668	7.026	0	0
1945	23.201	-0.515	4.743	7.157	0	0
1946	23.629	-0.464	4.819	7.289	0	0
1947	24.062	-0.411	4.894	7.422	0	0
1948	24.498	-0.354	4.970	7.556	0	0
1949	24.937	-0.295	5.047	7.692	0	0
1950	25.380	-0.234	5.123	7.829	0	0
1951	25.827	-0.169	5.199	7.966	0	0
1952	26.278	-0.101	5.276	8.106	0	0
1953	26.732	-0.031	5.352	8.246	0	0
1954	27.190	0.043	5.429	8.388	0	0
1955	27.651	0.120	5.506	8.530	0	0
1956	28.116	0.200	5.583	8.674	0	0
1957	28.584	0.284	5.660	8.819	0	0
1958	29.056	0.371	5.737	8.966	0	0
1959	29.532	0.461	5.814	9.113	0	0
1960	30.011	0.554	5.891	9.262	0	0
1961	30.493	0.652	5.968	9.412	0	0
1962	30.979	0.752	6.045	9.563	0	0
1963	31.468	0.857	6.122	9.716	0	0
1964	31.960	0.965	6.199	9.869	0	0
1965	32.456	1.077	6.276	10.024	0	0
