CYCLE	CMDPOS3	CMDPOS4	CMDPOS6	out_0.0	in_0.0
1868	0.000	0.000	0.000	0	0
1869	0.000	0.000	0.000	0	0
1870	0.000	0.000	0.000	0	0
1871	0.000	0.000	0.000	0	0
1872	0.000	0.000	0.000	0	0
1873	0.000	0.000	0.000	0	0
1874	0.000	0.000	0.000	0	0
1875	0.000	0.000	0.000	0	0
1876	0.000	0.000	0.000	0	0
1877	0.000	0.000	0.000	0	0
1878	0.000	0.000	0.000	0	0
1879	0.000	0.000	0.000	0	0
1880	0.000	0.000	0.000	0	0
1881	0.000	0.000	0.000	0	0
1882	0.000	0.000	0.000	0	0
1883	0.000	0.000	0.000	0	0
1884	0.000	0.000	0.000	0	0
1885	0.000	0.000	0.000	0	0
1886	0.000	0.000	0.000	0	0
1887	0.000	0.000	0.000	0	0
1888	0.000	0.000	0.000	0	0
1889	0.000	0.000	0.000	0	0
1890	0.000	0.000	0.000	0	0
1891	0.000	0.000	0.000	0	0
1892	0.000	0.000	0.000	0	0
1893	0.000	0.000	0.000	0	0
1894	0.000	0.000	0.000	0	0
1895	0.000	0.000	0.000	0	0
1896	0.000	0.000	0.000	0	0
1897	0.000	0.000	0.000	0	0
1898	0.000	0.000	0.000	0	0
1899	0.000	0.000	0.000	0	0
1900	0.000	0.000	0.000	0	0
1901	0.000	0.000	0.000	0	0
1902	0.000	0.000	0.000	0	0
1903	0.000	0.000	0.000	0	0
1904	0.000	0.000	0.000	0	0
1905	0.000	0.000	0.000	0	0
1906	0.000	0.000	0.000	0	0
1907	0.000	0.000	0.000	0	0
1908	0.000	0.000	0.000	0	0
1909	0.000	0.000	0.000	0	0
1910	0.000	0.000	0.000	0	0
1911	0.000	0.000	0.000	0	0
1912	0.000	0.000	0.000	0	0
1913	0.000	0.000	0.000	0	0
1914	0.000	0.000	0.000	0	0
1915	0.000	0.000	0.000	0	0
1916	0.000	0.000	0.000	0	0
1917	0.000	0.000	0.000	0	0
1918	0.000	0.000	0.000	0	0
1919	0.000	0.000	0.000	0	0
1920	0.000	0.000	0.000	0	0
1921	0.000	0.000	0.000	0	0
1922	0.000	0.000	0.000	0	0
1923	0.000	0.000	0.000	0	0
1924	0.000	0.000	0.000	0	0
1925	0.000	0.000	0.000	0	0
1926	0.000	0.000	0.000	0	0
1927	0.000	0.000	0.000	0	0
1928	0.000	0.000	0.000	0	0
1929	0.000	0.000	0.000	0	0
1930	0.000	0.000	0.000	0	0
1931	0.000	0.000	0.000	0	0
1932	0.000	0.000	0.000	0	0
1933	0.000	0.000	0.000	0	0
1934	0.000	0.000	0.000	0	0
1935	0.000	0.000	0.000	0	0
1936	0.000	0.000	0.000	0	0
1937	0.003	0.001	-0.003	0	0
1938	0.014	0.003	-0.014	0	0
1939	0.031	0.007	-0.031	0	0
1940	0.056	0.012	-0.056	0	0
1941	0.087	0.019	-0.087	0	0
1942	0.126	0.027	-0.125	0	0
1943	0.171	0.036	-0.171	0	0
1944	0.224	0.047	-0.223	0	0
1945	0.283	0.060	-0.282	0	0
1946	0.350	0.074	-0.348	0	0
1947	0.424	0.090	-0.420	0	0
1948	0.505	0.107	-0.500	0	0
1949	0.593	0.125	-0.586	0	0
1950	0.688	0.145	-0.679	0	0
1951	0.791	0.167	-0.779	0	0
1952	0.901	0.189	-0.885	0	0
1953	1.018	0.214	-0.998	0	0
1954	1.143	0.240	-1.117	0	0
1955	1.275	0.267	-1.243	0	0
1956	1.415	0.296	-1.376	0	0
1957	1.562	0.326	-1.514	0	0
1958	1.716	0.358	-1.659	0	0
1959	1.879	0.392	-1.811	0	0
1960	2.049	0.426	-1.968	0	0
1961	2.227	0.463	-2.132	0	0
1962	2.413	0.500	-2.302	0	0
1963	2.606	0.540	-2.477	0	0
1964	2.808	0.580	-2.659	0	0
1965	3.018	0.623	-2.846	0	0
1966	3.236	0.666	-3.039	0	0
1967	3.462	0.711	-3.237	0	0
1968	3.696	0.758	-3.441	0	0
1969	3.939	0.806	-3.651	0	0
1970	4.191	0.856	-3.865	0	0
1971	4.450	0.907	-4.085	0	0
1972	4.719	0.959	-4.310	0	0
1973	4.996	1.013	-4.540	0	0
1974	5.282	1.069	-4.775	0	0
1975	5.577	1.126	-5.014	0	0
1976	5.881	1.184	-5.258	0	0
1977	6.194	1.244	-5.507	0	0
1978	6.516	1.306	-5.760	0	0
1979	6.847	1.369	-6.016	0	0
1980	7.188	1.433	-6.277	0	0
1981	7.538	1.499	-6.542	0	0
1982	7.898	1.566	-6.810	0	0
1983	8.268	1.635	-7.082	0	0
1984	8.647	1.705	-7.358	0	0
1985	9.036	1.777	-7.636	0	0
1986	9.435	1.851	-7.918	0	0
1987	9.844	1.925	-8.202	0	0
1988	10.263	2.002	-8.489	0	0
1989	10.693	2.079	-8.779	0	0
1990	11.133	2.158	-9.071	0	0
1991	11.583	2.239	-9.364	0	0
1992	12.044	2.321	-9.660	0	0
1993	12.515	2.405	-9.957	0	0
1994	12.998	2.490	-10.256	0	0
1995	13.491	2.577	-10.556	0	0
1996	13.995	2.665	-10.857	0	0
1997	14.510	2.754	-11.159	0	0
1998	15.036	2.845	-11.461	0	0
1999	15.573	2.938	-11.764	0	0
2000	16.122	3.032	-12.067	0	0
2001	16.681	3.127	-12.369	0	0
2002	17.253	3.224	-12.671	0	0
2003	17.836	3.323	-12.972	0	0
2004	18.430	3.423	-13.272	0	0
2005	19.036	3.524	-13.571	0	0
2006	19.654	3.627	-13.868	0	0
2007	20.284	3.731	-14.164	0	0
2008	20.926	3.837	-14.457	0	0
2009	21.579	3.945	-14.748	0	0
2010	22.245	4.053	-15.036	0	0
2011	22.922	4.164	-15.321	0	0
2012	23.612	4.276	-15.602	0	0
2013	24.313	4.389	-15.880	0	0
2014	25.027	4.503	-16.154	0	0
2015	25.753	4.620	-16.424	0	0
2016	26.492	4.737	-16.689	0	0
2017	27.242	4.857	-16.948	0	0
2018	28.005	4.977	-17.203	0	0
2019	28.780	5.099	-17.452	0	0
2020	29.567	5.223	-17.694	0	0
2021	30.367	5.348	-17.930	0	0
2022	31.179	5.475	-18.160	0	0
2023	32.003	5.603	-18.382	0	0
2024	32.839	5.732	-18.597	0	0
2025	33.687	5.863	-18.803	0	0
2026	34.548	5.996	-19.002	0	0
2027	35.420	6.130	-19.191	0	0
2028	36.305	6.265	-19.372	0	0
2029	37.201	6.402	-19.543	0	0
2030	38.109	6.541	-19.704	0	0
2031	39.029	6.680	-19.854	0	0
2032	39.961	6.822	-19.994	0	0
2033	40.904	6.965	-20.123	0	0
2034	41.859	7.109	-20.240	0	0
2035	42.825	7.255	-20.346	0	0
2036	43.803	7.402	-20.439	0	0
2037	44.791	7.551	-20.519	0	0
2038	45.790	7.701	-20.585	0	0
2039	46.800	7.853	-20.638	0	0
2040	47.820	8.006	-20.677	0	0
2041	48.851	8.161	-20.701	0	0
2042	49.892	8.317	-20.711	0	0
2043	50.943	8.475	-20.704	0	0
2044	52.003	8.634	-20.682	0	0
2045	53.073	8.795	-20.644	0	0
2046	54.152	8.957	-20.589	0	0
2047	55.239	9.120	-20.516	0	0
2048	56.336	9.285	-20.426	0	0
2049	57.440	9.452	-20.318	0	0
2050	58.553	9.620	-20.191	0	0
2051	59.673	9.789	-20.046	0	0
2052	60.801	9.960	-19.881	0	0
2053	61.935	10.133	-19.696	0	0
2054	63.076	10.307	-19.491	0	0
2055	64.223	10.482	-19.265	0	0
2056	65.376	10.659	-19.019	0	0
2057	66.534	10.838	-18.750	0	0
2058	67.698	11.017	-18.460	0	0
2059	68.865	11.199	-18.148	0	0
2060	70.036	11.382	-17.813	0	0
2061	71.211	11.566	-17.454	0	0
2062	72.389	11.752	-17.073	0	0
2063	73.570	11.939	-16.667	0	0
2064	74.752	12.128	-16.237	0	0
2065	75.935	12.318	-15.783	0	0
2066	77.120	12.510	-15.303	0	0
2067	78.304	12.703	-14.799	0	0
2068	79.488	12.898	-14.269	0	0
2069	80.671	13.094	-13.712	0	0
2070	81.853	13.291	-13.130	0	0
2071	83.032	13.491	-12.521	0	0
2072	84.208	13.691	-11.886	0	0
2073	85.380	13.893	-11.223	0	0
2074	86.548	14.097	-10.533	0	0
2075	87.711	14.302	-9.815	0	0
2076	88.868	14.508	-9.070	0	0
2077	90.018	14.716	-8.297	0	0
2078	91.162	14.926	-7.495	0	0
2079	92.297	15.137	-6.666	0	0
2080	93.423	15.349	-5.808	0	0
2081	94.539	15.563	-4.921	0	0
2082	95.645	15.779	-4.005	0	0
2083	96.739	15.995	-3.061	0	0
2084	97.821	16.214	-2.088	0	0
2085	98.890	16.434	-1.086	0	0
2086	99.945	16.655	-0.055	0	0
2087	100.985	16.878	1.005	0	0
2088	102.009	17.102	2.093	0	0
2089	103.016	17.328	3.211	0	0
2090	104.006	17.555	4.357	0	0
2091	104.978	17.784	5.531	0	0
2092	105.929	18.014	6.735	0	0
2093	106.861	18.246	7.966	0	0
2094	107.771	18.479	9.226	0	0
2095	108.658	18.713	10.513	0	0
2096	109.522	18.950	11.828	0	0
2097	110.362	19.187	13.171	0	0
2098	111.177	19.426	14.540	0	0
2099	111.965	19.667	15.936	0	0
2100	112.726	19.909	17.359	0	0
2101	113.459	20.152	18.807	0	0
2102	114.162	20.397	20.280	0	0
2103	114.835	20.644	21.779	0	0
2104	115.477	20.892	23.302	0	0
2105	116.086	21.141	24.848	0	0
2106	116.663	21.392	26.418	0	0
2107	117.205	21.645	28.010	0	0
2108	117.712	21.899	29.625	0	0
2109	118.182	22.154	31.260	0	0
2110	118.616	22.411	32.916	0	0
2111	119.011	22.669	34.592	0	0
2112	119.368	22.929	36.286	0	0
2113	119.685	23.190	37.998	0	0
2114	119.961	23.453	39.728	0	0
2115	120.195	23.717	41.473	0	0
2116	120.386	23.983	43.234	0	0
2117	120.534	24.250	45.008	0	0
2118	120.638	24.519	46.796	0	0
2119	120.697	24.789	48.595	0	0
2120	120.710	25.061	50.406	0	0
2121	120.676	25.334	52.226	0	0
2122	120.594	25.609	54.054	0	0
2123	120.465	25.885	55.889	0	0
2124	120.287	26.162	57.731	0	0
2125	120.059	26.441	59.576	0	0
2126	119.782	26.722	61.425	0	0
2127	119.453	27.004	63.276	0	0
2128	119.074	27.287	65.127	0	0
2129	118.643	27.572	66.976	0	0
2130	118.159	27.859	68.823	0	0
2131	117.623	28.147	70.666	0	0
2132	117.035	28.436	72.502	0	0
2133	116.393	28.727	74.332	0	0
2134	115.697	29.020	76.152	0	0
2135	114.948	29.313	77.961	0	0
2136	114.144	29.609	79.758	0	0
2137	113.287	29.906	81.540	0	0
2138	112.375	30.204	83.307	0	0
2139	111.409	30.504	85.056	0	0
2140	110.389	30.805	86.785	0	0
2141	109.315	31.108	88.493	0	0
