CYCLE	CMDPOS1	CMDPOS2	CMDPOS3	CMDPOS4	CMDPOS5	CMDPOS6	out_0.0	in_0.0
35490	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35491	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35492	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35493	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35494	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35495	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35496	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35497	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35498	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35499	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35500	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35501	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35502	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35503	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35504	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35505	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35506	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35507	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35508	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35509	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35510	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35511	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35512	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35513	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35514	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35515	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35516	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35517	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35518	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35519	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35520	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35521	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35522	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35523	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35524	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35525	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35526	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35527	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35528	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35529	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35530	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35531	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35532	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35533	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35534	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35535	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35536	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35537	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35538	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35539	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35540	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35541	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35542	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35543	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35544	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35545	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35546	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35547	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35548	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35549	0.000	0.000	0.000	0.000	0.000	0.000	0	0
35550	0.001	0.000	0.000	0.000	0.000	0.000	0	0
35551	0.002	0.000	0.000	0.000	0.000	0.000	0	0
35552	0.004	0.000	0.000	0.000	0.000	0.000	0	0
35553	0.008	0.000	0.000	0.000	0.000	0.000	0	0
35554	0.014	0.000	0.000	0.000	0.000	0.000	0	0
35555	0.023	0.000	0.000	0.000	0.000	0.000	0	0
35556	0.034	0.000	0.000	0.000	0.000	0.000	0	0
35557	0.049	0.000	0.000	0.000	0.000	0.000	0	0
35558	0.067	0.000	0.000	0.000	0.000	0.000	0	0
35559	0.089	0.000	0.000	0.000	0.000	0.000	0	0
35560	0.115	0.000	0.000	0.000	0.000	0.000	0	0
35561	0.146	0.000	0.000	0.000	0.000	0.000	0	0
35562	0.183	0.000	0.000	0.000	0.000	0.000	0	0
35563	0.225	0.000	0.000	0.000	0.000	0.000	0	0
35564	0.273	0.000	0.000	0.000	0.000	0.000	0	0
35565	0.328	0.000	0.000	0.000	0.000	0.000	0	0
35566	0.389	0.000	0.000	0.000	0.000	0.000	0	0
35567	0.457	0.000	0.000	0.000	0.000	0.000	0	0
35568	0.533	0.000	0.000	0.000	0.000	0.000	0	0
35569	0.617	0.000	0.000	0.000	0.000	0.000	0	0
35570	0.710	0.000	0.000	0.000	0.000	0.000	0	0
35571	0.811	0.000	0.000	0.000	0.000	0.000	0	0
35572	0.922	0.000	0.000	0.000	0.000	0.000	0	0
35573	1.042	0.000	0.000	0.000	0.000	0.000	0	0
35574	1.172	0.000	0.000	0.000	0.000	0.000	0	0
35575	1.312	0.000	0.000	0.000	0.000	0.000	0	0
35576	1.463	0.000	0.000	0.000	0.000	0.000	0	0
35577	1.626	0.000	0.000	0.000	0.000	0.000	0	0
35578	1.800	0.000	0.000	0.000	0.000	0.000	0	0
35579	1.986	0.000	0.000	0.000	0.000	0.000	0	0
35580	2.185	0.000	0.000	0.000	0.000	0.000	0	0
35581	2.396	0.000	0.000	0.000	0.000	0.000	0	0
35582	2.620	0.000	0.000	0.000	0.000	0.000	0	0
35583	2.858	0.000	0.000	0.000	0.000	0.000	0	0
35584	3.110	0.000	0.000	0.000	0.000	0.000	0	0
35585	3.377	0.000	0.000	0.000	0.000	0.000	0	0
35586	3.658	0.000	0.000	0.000	0.000	0.000	0	0
35587	3.955	0.000	0.000	0.000	0.000	0.000	0	0
35588	4.267	0.000	0.000	0.000	0.000	0.000	0	0
35589	4.595	0.000	0.000	0.000	0.000	0.000	0	0
35590	4.939	0.000	0.000	0.000	0.000	0.000	0	0
35591	5.300	0.000	0.000	0.000	0.000	0.000	0	0
35592	5.679	0.000	0.000	0.000	0.000	0.000	0	0
35593	6.075	0.000	0.000	0.000	0.000	0.000	0	0
35594	6.489	0.000	0.000	0.000	0.000	0.000	0	0
35595	6.922	0.000	0.000	0.000	0.000	0.000	0	0
35596	7.373	0.000	0.000	0.000	0.000	0.000	0	0
35597	7.843	0.000	0.000	0.000	0.000	0.000	0	0
35598	8.333	0.000	0.000	0.000	0.000	0.000	0	0
35599	8.843	0.000	0.000	0.000	0.000	0.000	0	0
35600	9.373	0.000	0.000	0.000	0.000	0.000	0	0
35601	9.922	0.000	0.000	0.000	0.000	0.000	0	0
35602	10.489	0.000	0.000	0.000	0.000	0.000	0	0
35603	11.075	0.000	0.000	0.000	0.000	0.000	0	0
35604	11.679	0.000	0.000	0.000	0.000	0.000	0	0
35605	12.300	0.000	0.000	0.000	0.000	0.000	0	0
