CYCLE	CMDPOS10	CMDPOS12	out_0.0	in_0.0
31673	0.000	0.000	0	0
31674	0.000	0.000	0	0
31675	0.000	0.000	0	0
31676	0.000	0.000	0	0
31677	0.000	0.000	0	0
31678	0.000	0.000	0	0
31679	0.000	0.000	0	0
31680	0.000	0.000	0	0
31681	0.000	0.000	0	0
31682	0.000	0.000	0	0
31683	0.000	0.000	0	0
31684	0.000	0.000	0	0
31685	0.000	0.000	0	0
31686	0.000	0.000	0	0
31687	0.000	0.000	0	0
31688	0.000	0.000	0	0
31689	0.000	0.000	0	0
31690	0.000	0.000	0	0
31691	0.000	0.000	0	0
31692	0.000	0.000	0	0
31693	0.000	0.000	0	0
31694	0.000	0.000	0	0
31695	0.000	0.000	0	0
31696	0.000	0.000	0	0
31697	0.000	0.000	0	0
31698	0.000	0.000	0	0
31699	0.000	0.000	0	0
31700	0.000	0.000	0	0
31701	0.000	0.000	0	0
31702	0.000	0.000	0	0
31703	0.000	0.000	0	0
31704	0.000	0.000	0	0
31705	0.000	0.000	0	0
31706	0.000	0.000	0	0
31707	0.000	0.000	0	0
31708	0.000	0.000	0	0
31709	0.000	0.000	0	0
31710	0.000	0.000	0	0
31711	0.000	0.000	0	0
31712	0.000	0.000	0	0
31713	0.000	0.000	0	0
31714	0.000	0.000	0	0
31715	0.000	0.000	0	0
31716	0.000	0.000	0	0
31717	0.000	0.000	0	0
31718	0.000	0.000	0	0
31719	0.000	0.000	0	0
31720	0.000	0.000	0	0
31721	0.000	0.000	0	0
31722	0.000	0.000	0	0
31723	0.000	0.000	0	0
31724	0.000	0.000	0	0
31725	0.000	0.000	0	0
31726	0.000	0.000	0	0
31727	0.000	0.000	0	0
31728	0.000	0.000	0	0
31729	0.000	0.000	0	0
31730	0.000	0.000	0	0
31731	0.000	0.000	0	0
31732	0.000	0.000	0	0
31733	0.000	0.000	0	0
31734	0.000	0.000	0	0
31735	0.000	0.000	0	0
31736	0.000	0.000	0	0
31737	0.000	0.000	0	0
31738	0.000	0.000	0	0
31739	0.000	0.000	0	0
31740	0.000	0.000	0	0
31741	0.000	0.000	0	0
31742	0.000	0.000	0	0
31743	0.000	0.000	0	0
31744	0.000	0.000	0	0
31745	0.000	0.000	0	0
31746	0.000	0.000	0	0
31747	0.000	0.000	0	0
31748	0.000	0.000	0	0
31749	0.005	0.000	0	0
31750	0.020	0.000	0	0
31751	0.045	0.000	0	0
31752	0.080	0.000	0	0
31753	0.125	0.000	0	0
31754	0.180	0.000	0	0
31755	0.245	0.000	0	0
31756	0.320	0.000	0	0
31757	0.405	0.000	0	0
31758	0.500	0.000	0	0
31759	0.605	0.000	0	0
31760	0.720	0.000	0	0
31761	0.845	0.000	0	0
31762	0.980	0.000	0	0
31763	1.124	0.000	0	0
31764	1.279	0.000	0	0
31765	1.444	0.000	0	0
31766	1.619	0.000	0	0
31767	1.804	0.000	0	0
31768	1.999	0.000	0	0
31769	2.204	0.000	0	0
31770	2.419	0.000	0	0
31771	2.644	0.000	0	0
31772	2.879	0.000	0	0
31773	3.123	0.000	0	0
31774	3.378	0.000	0	0
31775	3.643	0.000	0	0
31776	3.918	0.000	0	0
31777	4.203	0.000	0	0
31778	4.498	0.000	0	0
31779	4.803	0.000	0	0
31780	5.117	0.000	0	0
31781	5.442	0.000	0	0
31782	5.777	0.000	0	0
31783	6.122	0.000	0	0
31784	6.477	0.000	0	0
31785	6.842	0.000	0	0
31786	7.216	0.000	0	0
31787	7.601	0.000	0	0
31788	7.996	0.000	0	0
31789	8.401	0.000	0	0
31790	8.816	0.000	0	0
31791	9.240	0.000	0	0
31792	9.675	0.000	0	0
31793	10.120	0.000	0	0
31794	10.575	0.000	0	0
31795	11.039	0.000	0	0
31796	11.514	0.000	0	0
31797	11.999	0.000	0	0
31798	12.494	0.000	0	0
31799	12.999	0.000	0	0
31800	13.513	0.000	0	0
31801	14.038	0.000	0	0
31802	14.573	0.000	0	0
31803	15.117	0.000	0	0
31804	15.672	0.000	0	0
31805	16.237	0.000	0	0
31806	16.812	0.000	0	0
31807	17.396	0.000	0	0
31808	17.991	0.000	0	0
31809	18.591	0.000	0	0
31810	19.190	0.000	0	0
31811	19.790	0.000	0	0
31812	20.390	0.000	0	0
31813	20.990	0.000	0	0
31814	21.589	0.000	0	0
31815	22.189	0.000	0	0
31816	22.789	0.000	0	0
31817	23.388	0.000	0	0
31818	23.988	0.000	0	0
31819	24.588	0.000	0	0
31820	25.187	0.000	0	0
31821	25.787	0.000	0	0
31822	26.387	0.000	0	0
31823	26.987	0.000	0	0
31824	27.586	0.000	0	0
31825	28.186	0.000	0	0
31826	28.786	0.000	0	0
31827	29.385	0.000	0	0
31828	29.985	0.000	0	0
31829	30.585	0.000	0	0
31830	31.184	0.000	0	0
31831	31.784	0.000	0	0
31832	32.384	0.000	0	0
31833	32.984	0.000	0	0
31834	33.583	0.000	0	0
31835	34.183	0.000	0	0
31836	34.783	0.000	0	0
31837	35.382	0.000	0	0
31838	35.982	0.000	0	0
31839	36.582	0.000	0	0
31840	37.181	0.000	0	0
31841	37.781	0.000	0	0
31842	38.381	0.000	0	0
31843	38.981	0.000	0	0
31844	39.580	0.000	0	0
31845	40.180	0.000	0	0
31846	40.780	0.000	0	0
31847	41.379	0.000	0	0
31848	41.979	0.000	0	0
31849	42.579	0.000	0	0
31850	43.178	0.000	0	0
31851	43.778	0.000	0	0
31852	44.378	0.000	0	0
31853	44.978	0.000	0	0
31854	45.577	0.000	0	0
31855	46.177	0.000	0	0
31856	46.777	0.000	0	0
31857	47.376	0.000	0	0
31858	47.976	0.000	0	0
31859	48.576	0.000	0	0
31860	49.175	0.000	0	0
31861	49.775	0.000	0	0
31862	50.375	0.000	0	0
31863	50.975	0.000	0	0
31864	51.574	0.000	0	0
31865	52.174	0.000	0	0
31866	52.774	0.000	0	0
31867	53.373	0.000	0	0
31868	53.973	0.000	0	0
31869	54.573	0.000	0	0
31870	55.172	0.000	0	0
31871	55.772	0.000	0	0
31872	56.372	0.000	0	0
31873	56.972	0.000	0	0
31874	57.571	0.000	0	0
31875	58.171	0.000	0	0
31876	58.771	0.000	0	0
31877	59.370	0.000	0	0
31878	59.970	0.000	0	0
31879	60.570	0.000	0	0
31880	61.169	0.000	0	0
31881	61.769	0.000	0	0
31882	62.369	0.000	0	0
