CYCLE	CMDPOS1	CMDPOS2	CMDPOS3	CMDPOS4	out_0.0	in_0.0
55309	0.000	0.000	0.000	0.000	0	0
55310	0.000	0.000	0.000	0.000	0	0
55311	0.000	0.000	0.000	0.000	0	0
55312	0.000	0.000	0.000	0.000	0	0
55313	0.000	0.000	0.000	0.000	0	0
55314	0.000	0.000	0.000	0.000	0	0
55315	0.000	0.000	0.000	0.000	0	0
55316	0.000	0.000	0.000	0.000	0	0
55317	0.000	0.000	0.000	0.000	0	0
55318	0.000	0.000	0.000	0.000	0	0
55319	0.000	0.000	0.000	0.000	0	0
55320	0.000	0.000	0.000	0.000	0	0
55321	0.000	0.000	0.000	0.000	0	0
55322	0.000	0.000	0.000	0.000	0	0
55323	0.000	0.000	0.000	0.000	0	0
55324	0.000	0.000	0.000	0.000	0	0
55325	0.000	0.000	0.000	0.000	0	0
55326	0.000	0.000	0.000	0.000	0	0
55327	0.000	0.000	0.000	0.000	0	0
55328	0.000	0.000	0.000	0.000	0	0
55329	0.000	0.000	0.000	0.000	0	0
55330	0.000	0.000	0.000	0.000	0	0
55331	0.000	0.000	0.000	0.000	0	0
55332	0.000	0.000	0.000	0.000	0	0
55333	0.000	0.000	0.000	0.000	0	0
55334	0.000	0.000	0.000	0.000	0	0
55335	0.000	0.000	0.000	0.000	0	0
55336	0.000	0.000	0.000	0.000	0	0
55337	0.000	0.000	0.000	0.000	0	0
55338	0.000	0.000	0.000	0.000	0	0
55339	0.000	0.000	0.000	0.000	0	0
55340	0.000	0.000	0.000	0.000	0	0
55341	0.000	0.000	0.000	0.000	0	0
55342	0.000	0.000	0.000	0.000	0	0
55343	0.000	0.000	0.000	0.000	0	0
55344	0.000	0.000	0.000	0.000	0	0
55345	0.000	0.000	0.000	0.000	0	0
55346	0.000	0.000	0.000	0.000	0	0
55347	0.000	0.000	0.000	0.000	0	0
55348	0.000	0.000	0.000	0.000	0	0
55349	0.000	0.000	0.000	0.000	0	0
55350	0.000	0.000	0.000	0.000	0	0
55351	0.000	0.000	0.000	0.000	0	0
55352	0.000	0.000	0.000	0.000	0	0
55353	0.000	0.000	0.000	0.000	0	0
55354	0.000	0.000	0.000	0.000	0	0
55355	0.000	0.000	0.000	0.000	0	0
55356	0.000	0.000	0.000	0.000	0	0
55357	0.000	0.000	0.000	0.000	0	0
55358	0.000	0.000	0.000	0.000	0	0
55359	0.000	0.000	0.000	0.000	0	0
55360	0.000	0.000	0.000	0.000	0	0
55361	0.000	0.000	0.000	0.000	0	0
55362	0.000	0.000	0.000	0.000	0	0
55363	0.000	0.000	0.000	0.000	0	0
55364	0.000	0.000	0.000	0.000	0	0
55365	0.000	0.000	0.000	0.000	0	0
55366	0.000	0.000	0.000	0.000	0	0
55367	0.000	0.000	0.000	0.000	0	0
55368	0.000	0.000	0.000	0.000	0	0
55369	0.000	0.000	0.000	0.000	0	0
55370	0.000	0.000	0.000	0.000	0	0
55371	0.000	0.000	0.000	0.000	0	0
55372	0.000	0.000	0.000	0.000	0	0
55373	0.000	0.000	0.000	0.000	0	0
55374	0.000	0.000	0.000	0.000	0	0
55375	0.000	0.000	0.000	0.000	0	0
55376	0.000	0.000	0.000	0.000	0	0
55377	0.000	0.000	0.000	0.000	0	0
55378	0.000	0.000	0.000	0.000	0	0
55379	0.000	0.000	0.000	0.000	0	0
55380	0.000	0.000	0.000	0.000	0	0
55381	0.000	0.000	0.000	0.000	0	0
55382	0.000	0.000	0.000	0.000	0	0
55383	0.001	0.000	0.000	0.000	0	0
55384	0.002	0.000	0.000	0.000	0	0
55385	0.004	0.000	0.000	0.000	0	0
55386	0.008	0.000	0.000	0.000	0	0
55387	0.014	0.000	0.000	0.000	0	0
55388	0.023	0.000	0.000	0.000	0	0
55389	0.034	0.000	0.000	0.000	0	0
55390	0.049	0.000	0.000	0.000	0	0
55391	0.067	0.000	0.000	0.000	0	0
55392	0.089	0.000	0.000	0.000	0	0
55393	0.115	0.000	0.000	0.000	0	0
55394	0.146	0.000	0.000	0.000	0	0
55395	0.183	0.000	0.000	0.000	0	0
55396	0.225	0.000	0.000	0.000	0	0
55397	0.273	0.000	0.000	0.000	0	0
55398	0.328	0.000	0.000	0.000	0	0
55399	0.389	0.000	0.000	0.000	0	0
55400	0.457	0.000	0.000	0.000	0	0
55401	0.533	0.000	0.000	0.000	0	0
55402	0.617	0.000	0.000	0.000	0	0
