CYCLE	CMDPOS1	CMDPOS2	CMDPOS3	CMDPOS4	CMDPOS5	CMDPOS6	out_0.0	in_0.0
2862	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2863	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2864	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2865	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2866	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2867	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2868	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2869	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2870	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2871	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2872	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2873	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2874	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2875	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2876	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2877	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2878	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2879	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2880	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2881	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2882	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2883	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2884	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2885	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2886	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2887	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2888	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2889	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2890	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2891	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2892	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2893	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2894	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2895	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2896	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2897	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2898	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2899	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2900	0.000	0.000	0.000	0.000	0.000	0.000	0	0
2901	0.000	0.000	0.000	0.000	0.000	0.000	0	0
