CYCLE	CMDPOS4	CMDPOS5	CMDPOS2	out_0.0	in_0.0
1819	0.000	0.000	0.000	0	0
1820	0.000	0.000	0.000	0	0
1821	0.000	0.000	0.000	0	0
1822	0.000	0.000	0.000	0	0
1823	0.000	0.000	0.000	0	0
1824	0.000	0.000	0.000	0	0
1825	0.000	0.000	0.000	0	0
1826	0.000	0.000	0.000	0	0
1827	0.000	0.000	0.000	0	0
1828	0.000	0.000	0.000	0	0
1829	0.000	0.000	0.000	0	0
1830	0.000	0.000	0.000	0	0
1831	0.000	0.000	0.000	0	0
1832	0.000	0.000	0.000	0	0
1833	0.000	0.000	0.000	0	0
1834	0.000	0.000	0.000	0	0
1835	0.000	0.000	0.000	0	0
1836	0.000	0.000	0.000	0	0
1837	0.000	0.000	0.000	0	0
1838	0.000	0.000	0.000	0	0
1839	0.000	0.000	0.000	0	0
1840	0.000	0.000	0.000	0	0
1841	0.000	0.000	0.000	0	0
1842	0.000	0.000	0.000	0	0
1843	0.000	0.000	0.000	0	0
1844	0.000	0.000	0.000	0	0
1845	0.000	0.000	0.000	0	0
1846	0.000	0.000	0.000	0	0
1847	0.000	0.000	0.000	0	0
1848	0.000	0.000	0.000	0	0
1849	0.000	0.000	0.000	0	0
1850	0.000	0.000	0.000	0	0
1851	0.000	0.000	0.000	0	0
1852	0.000	0.000	0.000	0	0
1853	0.000	0.000	0.000	0	0
1854	0.000	0.000	0.000	0	0
1855	0.000	0.000	0.000	0	0
1856	0.000	0.000	0.000	0	0
1857	0.000	0.000	0.000	0	0
1858	0.000	0.000	0.000	0	0
1859	0.000	0.000	0.000	0	0
1860	0.000	0.000	0.000	0	0
1861	0.000	0.000	0.000	0	0
1862	0.000	0.000	0.000	0	0
1863	0.000	0.000	0.000	0	0
1864	0.000	0.000	0.000	0	0
1865	0.000	0.000	0.000	0	0
1866	0.000	0.000	0.000	0	0
1867	0.000	0.000	0.000	0	0
1868	0.000	0.000	0.000	0	0
1869	0.000	0.000	0.000	0	0
1870	0.000	0.000	0.000	0	0
1871	0.000	0.000	0.000	0	0
1872	0.000	0.000	0.000	0	0
1873	0.000	0.000	0.000	0	0
1874	0.000	0.000	0.000	0	0
1875	0.000	0.000	0.000	0	0
1876	0.000	0.000	0.000	0	0
1877	0.000	0.000	0.000	0	0
1878	0.000	0.000	0.000	0	0
1879	0.000	0.000	0.000	0	0
1880	0.000	0.000	0.000	0	0
1881	0.000	0.000	0.000	0	0
1882	0.000	0.000	0.000	0	0
1883	0.000	0.000	0.000	0	0
1884	0.000	0.000	0.000	0	0
1885	0.000	0.000	0.000	0	0
1886	0.000	0.000	0.000	0	0
1887	0.000	0.000	0.000	0	0
1888	0.000	0.000	0.000	0	0
1889	0.000	0.000	0.000	0	0
1890	0.000	0.000	0.000	0	0
1891	0.000	0.000	0.000	0	0
1892	0.000	0.000	0.000	0	0
1893	0.000	0.000	0.000	0	0
1894	0.000	0.000	0.000	0	0
1895	0.000	0.000	0.000	0	0
1896	0.000	0.000	0.000	0	0
1897	0.000	0.000	0.000	0	0
1898	0.000	0.000	0.000	0	0
1899	0.000	0.000	0.000	0	0
1900	0.000	0.000	0.000	0	0
1901	0.000	0.000	0.000	0	0
1902	0.000	0.000	0.000	0	0
1903	0.000	0.000	0.000	0	0
1904	0.000	0.000	0.000	0	0
1905	0.000	0.000	0.000	0	0
1906	0.000	0.000	0.000	0	0
1907	0.000	0.000	0.000	0	0
1908	0.000	0.000	0.000	0	0
1909	0.000	0.000	0.000	0	0
1910	0.000	0.000	0.000	0	0
1911	0.000	0.000	0.000	0	0
1912	0.000	0.000	0.000	0	0
1913	0.000	0.000	0.000	0	0
1914	0.000	0.000	0.000	0	0
1915	0.000	0.000	0.000	0	0
1916	0.000	0.000	0.000	0	0
1917	0.000	0.000	0.000	0	0
1918	0.000	0.000	0.000	0	0
1919	0.000	0.000	0.000	0	0
1920	0.000	0.000	0.000	0	0
1921	0.000	0.000	0.000	0	0
1922	0.000	0.000	0.000	0	0
1923	0.000	0.000	0.000	0	0
1924	0.000	0.000	0.000	0	0
1925	0.000	0.000	0.000	0	0
1926	0.000	0.000	0.000	0	0
1927	0.000	0.000	0.000	0	0
1928	0.000	0.000	0.000	0	0
1929	0.000	0.000	0.000	0	0
1930	0.000	0.000	0.000	0	0
1931	0.000	0.000	0.000	0	0
1932	0.000	0.000	0.000	0	0
1933	0.000	0.000	0.000	0	0
1934	0.000	0.000	0.000	0	0
1935	0.000	0.000	0.000	0	0
1936	0.000	0.000	0.000	0	0
1937	0.000	0.000	0.000	0	0
1938	0.000	0.000	0.000	0	0
1939	0.000	0.000	0.000	0	0
1940	0.000	0.000	0.000	0	0
1941	0.000	0.000	0.000	0	0
1942	0.000	0.000	0.000	0	0
1943	0.000	0.000	0.000	0	0
1944	0.000	0.000	0.000	0	0
1945	0.000	0.000	0.000	0	0
1946	0.000	0.000	0.000	0	0
1947	0.000	0.000	0.000	0	0
1948	0.000	0.000	0.000	0	0
1949	0.000	0.000	0.000	0	0
1950	0.000	0.000	0.000	0	0
1951	0.000	0.000	0.000	0	0
1952	0.000	0.000	0.000	0	0
1953	0.000	0.000	0.000	0	0
1954	0.000	0.000	0.000	0	0
1955	0.000	0.000	0.000	0	0
1956	0.000	0.000	0.000	0	0
1957	0.000	0.000	0.000	0	0
1958	0.000	0.000	0.000	0	0
1959	0.000	0.000	0.000	0	0
1960	0.000	0.000	0.000	0	0
