CYCLE	CMDPOS3	CMDPOS1	CMDPOS2	out_0.0	in_0.0
1784	0.000	0.000	0.000	0	0
1785	0.000	0.000	0.000	0	0
1786	0.000	0.000	0.000	0	0
1787	0.000	0.000	0.000	0	0
1788	0.000	0.000	0.000	0	0
1789	0.000	0.000	0.000	0	0
1790	0.000	0.000	0.000	0	0
1791	0.000	0.000	0.000	0	0
1792	0.000	0.000	0.000	0	0
1793	0.000	0.000	0.000	0	0
1794	0.000	0.000	0.000	0	0
1795	0.000	0.000	0.000	0	0
1796	0.000	0.000	0.000	0	0
1797	0.000	0.000	0.000	0	0
1798	0.000	0.000	0.000	0	0
1799	0.000	0.000	0.000	0	0
1800	0.000	0.000	0.000	0	0
1801	0.000	0.000	0.000	0	0
1802	0.000	0.000	0.000	0	0
1803	0.000	0.000	0.000	0	0
1804	0.000	0.000	0.000	0	0
1805	0.000	0.000	0.000	0	0
1806	0.000	0.000	0.000	0	0
1807	0.000	0.000	0.000	0	0
1808	0.000	0.000	0.000	0	0
1809	0.000	0.000	0.000	0	0
1810	0.000	0.000	0.000	0	0
1811	0.000	0.000	0.000	0	0
1812	0.000	0.000	0.000	0	0
1813	0.000	0.000	0.000	0	0
1814	0.000	0.000	0.000	0	0
1815	0.000	0.000	0.000	0	0
1816	0.000	0.000	0.000	0	0
1817	0.000	0.000	0.000	0	0
1818	0.000	0.000	0.000	0	0
1819	0.000	0.000	0.000	0	0
1820	0.000	0.000	0.000	0	0
1821	0.000	0.000	0.000	0	0
1822	0.000	0.000	0.000	0	0
1823	0.000	0.000	0.000	0	0
1824	0.000	0.000	0.000	0	0
1825	0.000	0.000	0.000	0	0
1826	0.000	0.000	0.000	0	0
1827	0.000	0.000	0.000	0	0
1828	0.000	0.000	0.000	0	0
1829	0.000	0.000	0.000	0	0
1830	0.000	0.000	0.000	0	0
1831	0.000	0.000	0.000	0	0
1832	0.000	0.000	0.000	0	0
1833	0.000	0.000	0.000	0	0
1834	0.000	0.000	0.000	0	0
1835	0.000	0.000	0.000	0	0
1836	0.000	0.000	0.000	0	0
1837	0.000	0.000	0.000	0	0
1838	0.000	0.000	0.000	0	0
1839	0.000	0.000	0.000	0	0
1840	0.000	0.000	0.000	0	0
1841	0.000	0.000	0.000	0	0
1842	0.000	0.000	0.000	0	0
1843	0.000	0.000	0.000	0	0
1844	0.000	0.000	0.000	0	0
1845	0.000	0.000	0.000	0	0
1846	0.000	0.000	0.000	0	0
1847	0.000	0.000	0.000	0	0
1848	0.000	0.000	0.000	0	0
1849	0.000	0.000	0.000	0	0
1850	0.000	0.000	0.000	0	0
1851	0.005	0.000	0.000	0	0
1852	0.020	0.000	0.000	0	0
1853	0.045	0.000	0.000	0	0
1854	0.080	0.000	0.000	0	0
1855	0.125	0.000	0.000	0	0
1856	0.180	0.000	0.000	0	0
1857	0.245	0.000	0.000	0	0
1858	0.320	0.000	0.000	0	0
1859	0.405	0.000	0.000	0	0
1860	0.500	0.000	0.000	0	0
1861	0.605	0.000	0.000	0	0
1862	0.720	0.000	0.000	0	0
1863	0.845	0.000	0.000	0	0
1864	0.980	0.000	0.000	0	0
1865	1.125	0.000	0.000	0	0
1866	1.280	0.000	0.000	0	0
1867	1.445	0.000	0.000	0	0
1868	1.620	0.000	0.000	0	0
1869	1.805	0.000	0.000	0	0
1870	2.000	0.000	0.000	0	0
1871	2.205	0.000	0.000	0	0
1872	2.420	0.000	0.000	0	0
1873	2.645	0.000	0.000	0	0
1874	2.880	0.000	0.000	0	0
1875	3.125	0.000	0.000	0	0
1876	3.380	0.000	0.000	0	0
1877	3.645	0.000	0.000	0	0
1878	3.920	0.000	0.000	0	0
1879	4.205	0.000	0.000	0	0
1880	4.500	0.000	0.000	0	0
1881	4.805	0.000	0.000	0	0
1882	5.120	0.000	0.000	0	0
1883	5.445	0.000	0.000	0	0
1884	5.780	0.000	0.000	0	0
1885	6.125	0.000	0.000	0	0
1886	6.480	0.000	0.000	0	0
1887	6.845	0.000	0.000	0	0
1888	7.220	0.000	0.000	0	0
1889	7.605	0.000	0.000	0	0
1890	8.000	0.000	0.000	0	0
1891	8.405	0.000	0.000	0	0
1892	8.820	0.000	0.000	0	0
1893	9.245	0.000	0.000	0	0
1894	9.680	0.000	0.000	0	0
1895	10.125	0.000	0.000	0	0
1896	10.580	0.000	0.000	0	0
1897	11.045	0.000	0.000	0	0
1898	11.520	0.000	0.000	0	0
1899	12.005	0.000	0.000	0	0
1900	12.500	0.000	0.000	0	0
1901	13.005	0.000	0.000	0	0
1902	13.520	0.000	0.000	0	0
1903	14.045	0.000	0.000	0	0
1904	14.580	0.000	0.000	0	0
1905	15.125	0.000	0.000	0	0
1906	15.680	0.000	0.000	0	0
1907	16.245	0.000	0.000	0	0
1908	16.820	0.000	0.000	0	0
1909	17.405	0.000	0.000	0	0
1910	18.000	0.000	0.000	0	0
1911	18.605	0.000	0.000	0	0
1912	19.220	0.000	0.000	0	0
1913	19.845	0.000	0.000	0	0
1914	20.480	0.000	0.000	0	0
1915	21.125	0.000	0.000	0	0
1916	21.780	0.000	0.000	0	0
1917	22.445	0.000	0.000	0	0
1918	23.120	0.000	0.000	0	0
1919	23.805	0.000	0.000	0	0
1920	24.500	0.000	0.000	0	0
1921	25.205	0.000	0.000	0	0
1922	25.920	0.000	0.000	0	0
1923	26.645	0.000	0.000	0	0
1924	27.380	0.000	0.000	0	0
1925	28.125	0.000	0.000	0	0
1926	28.880	0.000	0.000	0	0
1927	29.645	0.000	0.000	0	0
1928	30.420	0.000	0.000	0	0
1929	31.205	0.000	0.000	0	0
1930	32.000	0.000	0.000	0	0
1931	32.805	0.000	0.000	0	0
1932	33.620	0.000	0.000	0	0
1933	34.445	0.000	0.000	0	0
1934	35.280	0.000	0.000	0	0
