CYCLE	CMDPOS1	CMDPOS2	CMDPOS3	CMDPOS4	CMDPOS5	CMDPOS6	out_0.0	in_0.0
2884	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2885	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2886	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2887	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2888	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2889	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2890	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2891	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2892	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2893	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2894	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2895	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2896	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2897	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2898	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2899	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2900	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2901	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2902	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2903	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2904	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2905	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2906	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2907	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2908	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2909	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2910	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2911	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2912	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2913	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2914	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2915	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2916	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2917	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2918	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2919	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2920	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2921	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2922	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2923	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2924	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2925	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2926	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2927	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2928	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2929	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2930	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2931	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2932	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2933	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2934	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2935	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2936	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2937	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2938	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2939	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2940	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2941	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2942	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2943	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2944	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2945	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2946	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2947	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2948	500.000	0.000	0.000	0.000	0.000	0.000	0	0
2949	499.999	0.000	0.000	0.000	0.000	0.000	0	0
2950	499.998	0.000	0.000	0.000	0.000	0.000	0	0
2951	499.996	0.000	0.000	0.000	0.000	0.000	0	0
2952	499.992	0.000	0.000	0.000	0.000	0.000	0	0
2953	499.986	0.000	0.000	0.000	0.000	0.000	0	0
