CYCLE	out_0.3	in_0.3
39263	0	0
39264	0	0
39265	0	0
39266	0	0
39267	0	0
39268	0	0
39269	0	0
39270	0	0
39271	0	0
39272	0	0
39273	0	0
39274	0	0
39275	0	0
39276	0	0
39277	0	0
39278	0	0
39279	0	0
39280	0	0
39281	0	0
39282	0	0
39283	0	0
39284	0	0
39285	0	0
39286	0	0
39287	0	0
39288	0	0
39289	0	0
39290	0	0
39291	0	0
39292	0	0
39293	0	0
39294	0	0
39295	0	0
39296	0	0
39297	0	0
39298	0	0
39299	0	0
39300	0	0
39301	0	0
39302	0	0
39303	0	0
39304	0	0
39305	0	0
39306	0	0
39307	0	0
39308	0	0
39309	0	0
39310	0	0
39311	0	0
39312	0	0
39313	0	0
39314	0	0
39315	0	0
39316	0	0
39317	0	0
39318	0	0
39319	0	0
39320	0	0
39321	0	0
39322	0	0
39323	0	0
39324	0	0
39325	0	0
39326	0	0
39327	0	0
39328	0	0
39329	0	0
39330	0	0
39331	0	0
39332	1	0
39333	1	0
39334	1	0
39335	1	0
39336	1	0
39337	1	0
39338	1	0
39339	1	0
39340	1	0
39341	1	0
39342	1	0
39343	1	0
39344	1	0
39345	1	0
39346	1	0
39347	1	0
39348	1	0
39349	1	0
39350	1	0
39351	1	0
39352	1	0
39353	1	0
39354	1	0
39355	1	0
39356	1	0
39357	1	0
39358	1	0
39359	1	0
39360	1	0
39361	1	0
39362	1	0
39363	1	0
39364	1	0
39365	1	0
39366	1	0
39367	1	0
39368	1	0
39369	1	0
39370	1	0
39371	1	0
39372	1	0
39373	1	0
39374	1	0
39375	1	0
39376	1	0
39377	1	0
39378	1	0
39379	1	0
39380	1	0
39381	1	0
39382	1	0
39383	1	0
39384	1	0
39385	1	0
39386	1	0
39387	1	0
39388	1	0
39389	1	0
39390	1	0
39391	1	0
39392	1	0
39393	1	0
39394	1	0
39395	1	0
39396	1	0
39397	1	0
39398	1	0
39399	1	0
39400	1	0
