CYCLE	CMDPOS1	CMDPOS2	CMDPOS3	out_1.2	in_0.0
1580784	0.000	0.000	0.000	0	0
1580785	0.000	0.000	0.000	0	0
1580786	0.000	0.000	0.000	0	0
1580787	0.000	0.000	0.000	0	0
1580788	0.000	0.000	0.000	0	0
1580789	0.000	0.000	0.000	0	0
1580790	0.000	0.000	0.000	0	0
1580791	0.000	0.000	0.000	0	0
1580792	0.000	0.000	0.000	0	0
1580793	0.000	0.000	0.000	0	0
1580794	0.000	0.000	0.000	0	0
1580795	0.000	0.000	0.000	0	0
1580796	0.000	0.000	0.000	0	0
1580797	0.000	0.000	0.000	0	0
1580798	0.000	0.000	0.000	0	0
1580799	0.000	0.000	0.000	0	0
1580800	0.000	0.000	0.000	0	0
1580801	0.000	0.000	0.000	0	0
1580802	0.000	0.000	0.000	0	0
1580803	0.000	0.000	0.000	0	0
1580804	0.000	0.000	0.000	0	0
1580805	0.000	0.000	0.000	0	0
1580806	0.000	0.000	0.000	0	0
1580807	0.000	0.000	0.000	0	0
1580808	0.000	0.000	0.000	0	0
1580809	0.000	0.000	0.000	0	0
1580810	0.000	0.000	0.000	0	0
1580811	0.000	0.000	0.000	0	0
1580812	0.000	0.000	0.000	0	0
1580813	0.000	0.000	0.000	0	0
1580814	0.000	0.000	0.000	0	0
1580815	0.000	0.000	0.000	0	0
1580816	0.000	0.000	0.000	0	0
1580817	0.000	0.000	0.000	0	0
1580818	0.000	0.000	0.000	0	0
1580819	0.000	0.000	0.000	0	0
1580820	0.000	0.000	0.000	0	0
1580821	0.000	0.000	0.000	0	0
1580822	0.000	0.000	0.000	0	0
1580823	0.000	0.000	0.000	0	0
1580824	0.000	0.000	0.000	0	0
1580825	0.000	0.000	0.000	0	0
1580826	0.000	0.000	0.000	0	0
1580827	0.000	0.000	0.000	0	0
1580828	0.000	0.000	0.000	0	0
1580829	0.000	0.000	0.000	0	0
1580830	0.000	0.000	0.000	0	0
1580831	0.000	0.000	0.000	0	0
1580832	0.000	0.000	0.000	0	0
1580833	0.000	0.000	0.000	0	0
1580834	0.000	0.000	0.000	0	0
1580835	0.000	0.000	0.000	0	0
1580836	0.000	0.000	0.000	0	0
1580837	0.000	0.000	0.000	0	0
1580838	0.000	0.000	0.000	0	0
1580839	0.000	0.000	0.000	0	0
1580840	0.000	0.000	0.000	0	0
1580841	0.000	0.000	0.000	0	0
1580842	0.000	0.000	0.000	0	0
1580843	0.000	0.000	0.000	0	0
1580844	0.000	0.000	0.000	0	0
1580845	0.000	0.000	0.000	0	0
1580846	0.000	0.000	0.000	0	0
1580847	0.000	0.000	0.000	0	0
1580848	0.000	0.000	0.000	0	0
1580849	0.000	0.000	0.000	0	0
1580850	0.000	0.000	0.000	0	0
1580851	0.000	0.000	0.000	0	0
1580852	0.000	0.000	0.000	0	0
1580853	0.000	0.000	0.000	0	0
1580854	0.000	0.000	0.000	0	0
1580855	0.000	0.000	0.000	0	0
1580856	0.000	0.000	0.000	0	0
1580857	0.000	0.000	0.000	0	0
1580858	0.000	0.000	0.000	0	0
1580859	0.000	0.000	0.000	0	0
1580860	0.000	0.000	0.000	0	0
1580861	0.000	0.000	0.000	0	0
1580862	0.000	0.000	0.000	0	0
1580863	0.000	0.000	0.000	0	0
1580864	0.000	0.000	0.000	0	0
