CYCLE	CMDPOS1	CMDPOS2	CMDPOS3	CMDPOS4	out_0.0	in_0.0
1717	0.000	0.000	0.000	0.000	0	0
1718	0.000	0.000	0.000	0.000	0	0
1719	0.000	0.000	0.000	0.000	0	0
1720	0.000	0.000	0.000	0.000	0	0
1721	0.000	0.000	0.000	0.000	0	0
1722	0.000	0.000	0.000	0.000	0	0
1723	0.000	0.000	0.000	0.000	0	0
1724	0.000	0.000	0.000	0.000	0	0
1725	0.000	0.000	0.000	0.000	0	0
1726	0.000	0.000	0.000	0.000	0	0
1727	0.000	0.000	0.000	0.000	0	0
1728	0.000	0.000	0.000	0.000	0	0
1729	0.000	0.000	0.000	0.000	0	0
1730	0.000	0.000	0.000	0.000	0	0
1731	0.000	0.000	0.000	0.000	0	0
1732	0.000	0.000	0.000	0.000	0	0
1733	0.000	0.000	0.000	0.000	0	0
1734	0.000	0.000	0.000	0.000	0	0
1735	0.000	0.000	0.000	0.000	0	0
1736	0.000	0.000	0.000	0.000	0	0
1737	0.000	0.000	0.000	0.000	0	0
1738	0.000	0.000	0.000	0.000	0	0
1739	0.000	0.000	0.000	0.000	0	0
1740	0.000	0.000	0.000	0.000	0	0
1741	0.000	0.000	0.000	0.000	0	0
1742	0.000	0.000	0.000	0.000	0	0
1743	0.000	0.000	0.000	0.000	0	0
1744	0.000	0.000	0.000	0.000	0	0
1745	0.000	0.000	0.000	0.000	0	0
1746	0.000	0.000	0.000	0.000	0	0
1747	0.000	0.000	0.000	0.000	0	0
1748	0.000	0.000	0.000	0.000	0	0
1749	0.000	0.000	0.000	0.000	0	0
1750	0.000	0.000	0.000	0.000	0	0
1751	0.000	0.000	0.000	0.000	0	0
1752	0.000	0.000	0.000	0.000	0	0
1753	0.000	0.000	0.000	0.000	0	0
1754	0.000	0.000	0.000	0.000	0	0
1755	0.000	0.000	0.000	0.000	0	0
1756	0.000	0.000	0.000	0.000	0	0
1757	0.000	0.000	0.000	0.000	0	0
1758	0.000	0.000	0.000	0.000	0	0
1759	0.000	0.000	0.000	0.000	0	0
1760	0.000	0.000	0.000	0.000	0	0
1761	0.000	0.000	0.000	0.000	0	0
1762	0.000	0.000	0.000	0.000	0	0
1763	0.000	0.000	0.000	0.000	0	0
1764	0.000	0.000	0.000	0.000	0	0
1765	0.000	0.000	0.000	0.000	0	0
1766	0.000	0.000	0.000	0.000	0	0
1767	0.000	0.000	0.000	0.000	0	0
1768	0.000	0.000	0.000	0.000	0	0
1769	0.000	0.000	0.000	0.000	0	0
1770	0.000	0.000	0.000	0.000	0	0
1771	0.000	0.000	0.000	0.000	0	0
1772	0.000	0.000	0.000	0.000	0	0
1773	0.000	0.000	0.000	0.000	0	0
1774	0.003	0.000	0.000	0.000	0	0
1775	0.009	0.000	0.000	0.000	0	0
1776	0.022	0.000	0.000	0.000	0	0
1777	0.043	0.000	0.000	0.000	0	0
1778	0.075	0.000	0.000	0.000	0	0
1779	0.119	0.000	0.000	0.000	0	0
1780	0.177	0.000	0.000	0.000	0	0
1781	0.253	0.000	0.000	0.000	0	0
1782	0.347	0.000	0.000	0.000	0	0
1783	0.461	0.000	0.000	0.000	0	0
1784	0.599	0.000	0.000	0.000	0	0
1785	0.761	0.000	0.000	0.000	0	0
1786	0.950	0.000	0.000	0.000	0	0
1787	1.167	0.000	0.000	0.000	0	0
1788	1.410	0.000	0.000	0.000	0	0
1789	1.680	0.000	0.000	0.000	0	0
1790	1.977	0.000	0.000	0.000	0	0
1791	2.302	0.000	0.000	0.000	0	0
1792	2.653	0.000	0.000	0.000	0	0
1793	3.032	0.000	0.000	0.000	0	0
1794	3.437	0.000	0.000	0.000	0	0
1795	3.869	0.000	0.000	0.000	0	0
1796	4.329	0.000	0.000	0.000	0	0
1797	4.815	0.000	0.000	0.000	0	0
1798	5.329	0.000	0.000	0.000	0	0
1799	5.869	0.000	0.000	0.000	0	0
1800	6.437	0.000	0.000	0.000	0	0
1801	7.032	0.000	0.000	0.000	0	0
1802	7.653	0.000	0.000	0.000	0	0
1803	8.302	0.000	0.000	0.000	0	0
1804	8.977	0.000	0.000	0.000	0	0
1805	9.680	0.000	0.000	0.000	0	0
1806	10.410	0.000	0.000	0.000	0	0
1807	11.167	0.000	0.000	0.000	0	0
1808	11.950	0.000	0.000	0.000	0	0
1809	12.761	0.000	0.000	0.000	0	0
1810	13.599	0.000	0.000	0.000	0	0
1811	14.461	0.000	0.000	0.000	0	0
1812	15.347	0.000	0.000	0.000	0	0
1813	16.253	0.000	0.000	0.000	0	0
1814	17.177	0.000	0.000	0.000	0	0
1815	18.119	0.000	0.000	0.000	0	0
1816	19.075	0.000	0.000	0.000	0	0
1817	20.043	0.000	0.000	0.000	0	0
1818	21.022	0.000	0.000	0.000	0	0
1819	22.009	0.000	0.000	0.000	0	0
1820	23.003	0.000	0.000	0.000	0	0
1821	24.000	0.000	0.000	0.000	0	0
1822	25.000	0.000	0.000	0.000	0	0
1823	26.000	0.000	0.000	0.000	0	0
1824	27.000	0.000	0.000	0.000	0	0
1825	28.000	0.000	0.000	0.000	0	0
1826	29.000	0.000	0.000	0.000	0	0
1827	30.000	0.000	0.000	0.000	0	0
1828	31.000	0.000	0.000	0.000	0	0
1829	32.000	0.000	0.000	0.000	0	0
1830	33.000	0.000	0.000	0.000	0	0
1831	34.000	0.000	0.000	0.000	0	0
1832	35.000	0.000	0.000	0.000	0	0
1833	36.000	0.000	0.000	0.000	0	0
1834	37.000	0.000	0.000	0.000	0	0
1835	38.000	0.000	0.000	0.000	0	0
1836	39.000	0.000	0.000	0.000	0	0
1837	40.000	0.000	0.000	0.000	0	0
1838	41.000	0.000	0.000	0.000	0	0
1839	42.000	0.000	0.000	0.000	0	0
1840	43.000	0.000	0.000	0.000	0	0
1841	44.000	0.000	0.000	0.000	0	0
1842	45.000	0.000	0.000	0.000	0	0
1843	46.000	0.000	0.000	0.000	0	0
1844	47.000	0.000	0.000	0.000	0	0
1845	48.000	0.000	0.000	0.000	0	0
1846	49.000	0.000	0.000	0.000	0	0
1847	50.000	0.000	0.000	0.000	0	0
1848	51.000	0.000	0.000	0.000	0	0
1849	52.000	0.000	0.000	0.000	0	0
1850	53.000	0.000	0.000	0.000	0	0
1851	54.000	0.000	0.000	0.000	0	0
1852	55.000	0.000	0.000	0.000	0	0
1853	56.000	0.000	0.000	0.000	0	0
1854	57.000	0.000	0.000	0.000	0	0
1855	58.000	0.000	0.000	0.000	0	0
1856	59.000	0.000	0.000	0.000	0	0
1857	60.000	0.000	0.000	0.000	0	0
1858	61.000	0.000	0.000	0.000	0	0
1859	62.000	0.000	0.000	0.000	0	0
1860	63.000	0.000	0.000	0.000	0	0
1861	64.000	0.000	0.000	0.000	0	0
