CYCLE	CMDPOS3	CMDPOS4	out_0.0	in_0.0
41674	0.000	0.000	0	0
41675	0.000	0.000	0	0
41676	0.000	0.000	0	0
41677	0.000	0.000	0	0
41678	0.000	0.000	0	0
41679	0.000	0.000	0	0
41680	0.000	0.000	0	0
41681	0.000	0.000	0	0
41682	0.000	0.000	0	0
41683	0.000	0.000	0	0
41684	0.000	0.000	0	0
41685	0.000	0.000	0	0
41686	0.000	0.000	0	0
41687	0.000	0.000	0	0
41688	0.000	0.000	0	0
41689	0.000	0.000	0	0
41690	0.000	0.000	0	0
41691	0.000	0.000	0	0
41692	0.000	0.000	0	0
41693	0.000	0.000	0	0
41694	0.000	0.000	0	0
41695	0.000	0.000	0	0
41696	0.000	0.000	0	0
41697	0.000	0.000	0	0
41698	0.000	0.000	0	0
41699	0.000	0.000	0	0
41700	0.000	0.000	0	0
41701	0.000	0.000	0	0
41702	0.000	0.000	0	0
41703	0.000	0.000	0	0
41704	0.000	0.000	0	0
41705	0.000	0.000	0	0
41706	0.000	0.000	0	0
41707	0.000	0.000	0	0
41708	0.000	0.000	0	0
41709	0.000	0.000	0	0
41710	0.000	0.000	0	0
41711	0.000	0.000	0	0
41712	0.000	0.000	0	0
41713	0.000	0.000	0	0
41714	0.000	0.000	0	0
41715	0.000	0.000	0	0
41716	0.000	0.000	0	0
41717	0.000	0.000	0	0
41718	0.000	0.000	0	0
41719	0.000	0.000	0	0
41720	0.000	0.000	0	0
41721	0.000	0.000	0	0
41722	0.000	0.000	0	0
41723	0.000	0.000	0	0
41724	0.000	0.000	0	0
41725	0.000	0.000	0	0
41726	0.000	0.000	0	0
41727	0.000	0.000	0	0
41728	0.000	0.000	0	0
41729	0.000	0.000	0	0
41730	0.000	0.000	0	0
41731	0.000	0.000	0	0
41732	0.000	0.000	0	0
41733	0.000	0.000	0	0
41734	0.000	0.000	0	0
41735	0.000	0.000	0	0
41736	-0.004	0.004	0	0
41737	-0.014	0.014	0	0
41738	-0.032	0.032	0	0
41739	-0.056	0.056	0	0
41740	-0.088	0.088	0	0
41741	-0.127	0.127	0	0
41742	-0.172	0.172	0	0
41743	-0.225	0.225	0	0
41744	-0.285	0.285	0	0
41745	-0.352	0.352	0	0
41746	-0.425	0.425	0	0
41747	-0.506	0.506	0	0
41748	-0.594	0.594	0	0
41749	-0.689	0.689	0	0
41750	-0.791	0.791	0	0
41751	-0.900	0.900	0	0
41752	-1.016	1.016	0	0
41753	-1.139	1.139	0	0
41754	-1.269	1.269	0	0
41755	-1.406	1.406	0	0
41756	-1.551	1.551	0	0
41757	-1.702	1.702	0	0
41758	-1.860	1.860	0	0
41759	-2.025	2.025	0	0
41760	-2.198	2.198	0	0
41761	-2.377	2.377	0	0
41762	-2.563	2.563	0	0
41763	-2.757	2.757	0	0
41764	-2.957	2.957	0	0
41765	-3.165	3.165	0	0
41766	-3.379	3.379	0	0
41767	-3.601	3.601	0	0
41768	-3.829	3.829	0	0
41769	-4.065	4.065	0	0
41770	-4.307	4.307	0	0
41771	-4.557	4.557	0	0
41772	-4.814	4.814	0	0
41773	-5.077	5.077	0	0
41774	-5.348	5.348	0	0
41775	-5.626	5.626	0	0
41776	-5.911	5.911	0	0
41777	-6.203	6.203	0	0
41778	-6.501	6.501	0	0
41779	-6.807	6.807	0	0
41780	-7.120	7.120	0	0
41781	-7.440	7.440	0	0
41782	-7.767	7.767	0	0
41783	-8.101	8.101	0	0
41784	-8.442	8.442	0	0
41785	-8.790	8.790	0	0
41786	-9.146	9.146	0	0
41787	-9.508	9.508	0	0
41788	-9.877	9.877	0	0
41789	-10.253	10.253	0	0
41790	-10.636	10.636	0	0
41791	-11.027	11.027	0	0
41792	-11.424	11.424	0	0
