CYCLE	CMDPOS10
1427	0.000
1428	0.000
1429	0.000
1430	0.000
1431	0.000
1432	0.000
1433	0.000
1434	0.000
1435	0.000
1436	0.000
1437	0.005
1438	0.020
1439	0.045
1440	0.080
1441	0.124
1442	0.179
1443	0.244
1444	0.318
1445	0.403
1446	0.498
1447	0.602
1448	0.716
1449	0.841
1450	0.975
1451	1.119
1452	1.274
1453	1.438
1454	1.612
1455	1.796
1456	1.990
1457	2.194
1458	2.408
1459	2.632
1460	2.866
1461	3.109
1462	3.363
1463	3.627
1464	3.901
1465	4.184
1466	4.478
1467	4.781
1468	5.095
1469	5.418
1470	5.751
1471	6.095
1472	6.448
1473	6.811
1474	7.184
1475	7.567
1476	7.960
1477	8.363
1478	8.776
1479	9.199
1480	9.632
1481	10.075
1482	10.527
1483	10.990
1484	11.463
1485	11.945
1486	12.438
1487	12.940
1488	13.453
1489	13.975
1490	14.508
1491	15.050
1492	15.602
1493	16.164
1494	16.737
1495	17.319
1496	17.911
1497	18.513
1498	19.125
1499	19.747
1500	20.378
1501	21.020
1502	21.672
1503	22.334
1504	23.005
1505	23.687
1506	24.378
1507	25.080
1508	25.791
1509	26.513
1510	27.244
1511	27.985
1512	28.737
1513	29.498
1514	30.269
1515	31.050
1516	31.841
1517	32.642
1518	33.453
1519	34.274
1520	35.105
1521	35.946
1522	36.796
1523	37.657
1524	38.528
1525	39.408
1526	40.299
1527	41.200
1528	42.110
1529	43.030
1530	43.961
1531	44.901
1532	45.851
1533	46.812
1534	47.782
1535	48.762
1536	49.752
1537	50.752
1538	51.762
1539	52.782
1540	53.812
1541	54.851
1542	55.901
1543	56.961
1544	58.031
1545	59.110
1546	60.200
1547	61.299
1548	62.409
1549	63.528
1550	64.658
1551	65.797
1552	66.946
1553	68.105
1554	69.274
1555	70.454
1556	71.643
1557	72.842
1558	74.051
1559	75.270
1560	76.498
1561	77.737
1562	78.986
1563	80.245
1564	81.513
1565	82.792
1566	84.081
1567	85.374
1568	86.668
1569	87.961
1570	89.255
1571	90.548
1572	91.842
1573	93.135
1574	94.429
1575	95.723
1576	97.016
1577	98.310
1578	99.603
1579	100.897
1580	102.190
1581	103.484
1582	104.777
1583	106.071
1584	107.365
1585	108.658
1586	109.952
1587	111.245
1588	112.539
1589	113.832
1590	115.126
1591	116.419
1592	117.708
1593	118.987
1594	120.255
1595	121.514
1596	122.763
1597	124.002
1598	125.230
1599	126.449
1600	127.658
1601	128.857
1602	130.046
1603	131.226
1604	132.395
1605	133.554
1606	134.703
1607	135.842
1608	136.972
1609	138.091
1610	139.201
1611	140.300
1612	141.390
1613	142.469
1614	143.539
1615	144.599
1616	145.649
1617	146.688
1618	147.718
1619	148.738
1620	149.748
1621	150.748
1622	151.738
1623	152.718
1624	153.688
1625	154.649
1626	155.599
1627	156.539
1628	157.470
1629	158.390
1630	159.300
1631	160.201
1632	161.092
1633	161.972
1634	162.843
1635	163.704
1636	164.554
1637	165.395
1638	166.226
1639	167.047
1640	167.858
1641	168.659
1642	169.450
1643	170.231
1644	171.002
1645	171.763
1646	172.515
1647	173.256
1648	173.987
1649	174.709
1650	175.420
1651	176.122
1652	176.813
1653	177.495
1654	178.166
1655	178.828
1656	179.480
1657	180.122
1658	180.753
1659	181.375
1660	181.987
1661	182.589
1662	183.181
1663	183.763
1664	184.336
1665	184.898
1666	185.450
1667	185.992
1668	186.525
1669	187.047
1670	187.560
1671	188.062
1672	188.555
1673	189.037
1674	189.510
1675	189.973
1676	190.425
1677	190.868
1678	191.301
1679	191.724
1680	192.137
1681	192.540
1682	192.933
1683	193.316
1684	193.689
1685	194.052
1686	194.405
1687	194.749
1688	195.082
1689	195.405
1690	195.719
1691	196.022
1692	196.316
1693	196.599
1694	196.873
1695	197.137
1696	197.391
1697	197.634
1698	197.868
1699	198.092
1700	198.306
1701	198.510
1702	198.704
1703	198.888
1704	199.062
1705	199.226
1706	199.381
1707	199.525
1708	199.659
1709	199.784
1710	199.898
1711	200.002
1712	200.097
1713	200.182
1714	200.256
1715	200.321
1716	200.376
1717	200.420
1718	200.455
1719	200.480
1720	200.495
1721	200.500
1722	200.500
1723	200.500
1724	200.500
1725	200.500
1726	200.500
1727	200.500
1728	200.500
1729	200.500
1730	200.500
1731	200.500
1732	200.500
1733	200.500
1734	200.500
1735	200.500
1736	200.500
1737	200.500
1738	200.500
1739	200.500
1740	200.500
1741	200.500
1742	200.500
1743	200.500
1744	200.500
1745	200.500
1746	200.500
1747	200.500
1748	200.500
1749	200.500
1750	200.500
1751	200.500
1752	200.500
1753	200.500
1754	200.500
1755	200.500
1756	200.500
1757	200.500
1758	200.500
1759	200.500
1760	200.500
1761	200.500
1762	200.500
1763	200.500
1764	200.500
1765	200.500
1766	200.500
1767	200.500
1768	200.500
1769	200.500
1770	200.500
1771	200.500
1772	200.500
1773	200.500
1774	200.500
1775	200.500
1776	200.500
1777	200.500
1778	200.500
1779	200.500
1780	200.500
1781	200.500
1782	200.500
1783	200.500
1784	200.500
1785	200.500
1786	200.500
1787	200.500
1788	200.500
1789	200.500
1790	200.500
1791	200.500
1792	200.500
1793	200.500
1794	200.500
1795	200.500
1796	200.500
1797	200.500
1798	200.500
1799	200.500
1800	200.500
1801	200.500
1802	200.500
1803	200.500
1804	200.500
1805	200.500
1806	200.500
1807	200.500
1808	200.500
1809	200.500
1810	200.500
1811	200.500
1812	200.500
1813	200.500
1814	200.500
1815	200.500
1816	200.500
1817	200.500
1818	200.500
1819	200.500
1820	200.500
1821	200.500
1822	200.500
