CYCLE	CMDPOS1	out_0.0	in_0.0
905	0.000	0	0
906	0.000	0	0
907	0.000	0	0
908	0.000	0	0
909	0.000	0	0
910	0.000	0	0
911	0.000	0	0
912	0.000	0	0
913	0.000	0	0
914	0.000	0	0
915	0.000	0	0
916	0.000	0	0
917	0.000	0	0
918	0.000	0	0
919	0.000	0	0
920	0.000	0	0
921	0.000	0	0
922	0.000	0	0
923	0.000	0	0
924	0.000	0	0
925	0.000	0	0
926	0.000	0	0
927	0.000	0	0
928	0.000	0	0
929	0.000	0	0
930	0.000	0	0
931	0.000	0	0
932	0.000	0	0
933	0.000	0	0
934	0.000	0	0
935	0.000	0	0
936	0.000	0	0
937	0.000	0	0
938	0.000	0	0
939	0.000	0	0
940	0.000	0	0
941	0.000	0	0
942	0.000	0	0
943	0.000	0	0
944	0.000	0	0
945	0.000	0	0
946	0.000	0	0
947	0.000	0	0
948	0.000	0	0
949	0.000	0	0
950	0.000	0	0
951	0.000	0	0
952	0.000	0	0
953	0.000	0	0
954	0.000	0	0
955	0.000	0	0
956	0.000	0	0
957	0.000	0	0
958	0.000	0	0
959	0.000	0	0
960	0.000	0	0
961	0.000	0	0
962	0.000	0	0
963	0.000	0	0
964	0.000	0	0
965	0.000	0	0
966	0.000	0	0
967	0.005	0	0
968	0.020	0	0
969	0.045	0	0
970	0.080	0	0
971	0.125	0	0
972	0.180	0	0
973	0.245	0	0
974	0.320	0	0
975	0.405	0	0
976	0.500	0	0
977	0.605	0	0
978	0.720	0	0
979	0.845	0	0
980	0.980	0	0
981	1.125	0	0
982	1.280	0	0
983	1.445	0	0
984	1.620	0	0
985	1.805	0	0
986	2.000	0	0
987	2.205	0	0
988	2.420	0	0
989	2.645	0	0
990	2.880	0	0
991	3.125	0	0
992	3.380	0	0
993	3.645	0	0
994	3.920	0	0
995	4.205	0	0
996	4.500	0	0
997	4.805	0	0
998	5.120	0	0
999	5.445	0	0
1000	5.780	0	0
1001	6.125	0	0
1002	6.480	0	0
1003	6.845	0	0
1004	7.220	0	0
1005	7.605	0	0
1006	8.000	0	0
1007	8.405	0	0
1008	8.820	0	0
1009	9.245	0	0
1010	9.680	0	0
1011	10.125	0	0
1012	10.580	0	0
1013	11.045	0	0
1014	11.520	0	0
1015	12.005	0	0
1016	12.500	0	0
1017	13.005	0	0
1018	13.520	0	0
1019	14.045	0	0
1020	14.580	0	0
1021	15.125	0	0
1022	15.680	0	0
1023	16.245	0	0
1024	16.820	0	0
1025	17.405	0	0
1026	18.000	0	0
1027	18.600	0	0
1028	19.200	0	0
1029	19.800	0	0
1030	20.400	0	0
1031	21.000	0	0
1032	21.600	0	0
1033	22.200	0	0
1034	22.800	0	0
1035	23.400	0	0
