CYCLE	CMDPOS1	CMDPOS2	CMDPOS3	CMDPOS4	CMDPOS5	CMDPOS6	out_0.0	in_0.0
108985	0.000	0.000	0.000	0.000	0.000	0.000	0	0
108986	0.000	0.000	0.000	0.000	0.000	0.000	0	0
108987	0.000	0.000	0.000	0.000	0.000	0.000	0	0
108988	0.000	0.000	0.000	0.000	0.000	0.000	0	0
108989	0.000	0.000	0.000	0.000	0.000	0.000	0	0
108990	0.000	0.000	0.000	0.000	0.000	0.000	0	0
108991	0.000	0.000	0.000	0.000	0.000	0.000	0	0
108992	0.000	0.000	0.000	0.000	0.000	0.000	0	0
108993	0.000	0.000	0.000	0.000	0.000	0.000	0	0
108994	0.000	0.000	0.000	0.000	0.000	0.000	0	0
108995	0.000	0.000	0.000	0.000	0.000	0.000	0	0
108996	0.000	0.000	0.000	0.000	0.000	0.000	0	0
108997	0.000	0.000	0.000	0.000	0.000	0.000	0	0
108998	0.000	0.000	0.000	0.000	0.000	0.000	0	0
108999	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109000	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109001	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109002	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109003	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109004	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109005	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109006	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109007	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109008	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109009	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109010	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109011	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109012	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109013	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109014	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109015	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109016	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109017	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109018	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109019	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109020	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109021	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109022	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109023	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109024	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109025	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109026	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109027	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109028	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109029	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109030	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109031	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109032	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109033	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109034	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109035	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109036	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109037	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109038	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109039	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109040	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109041	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109042	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109043	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109044	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109045	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109046	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109047	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109048	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109049	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109050	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109051	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109052	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109053	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109054	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109055	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109056	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109057	0.000	0.000	0.000	0.000	0.000	0.000	0	0
109058	0.600	0.000	0.000	0.000	0.000	0.000	0	0
109059	1.200	0.000	0.000	0.000	0.000	0.000	0	0
109060	1.800	0.000	0.000	0.000	0.000	0.000	0	0
109061	2.400	0.000	0.000	0.000	0.000	0.000	0	0
109062	3.000	0.000	0.000	0.000	0.000	0.000	0	0
109063	3.600	0.000	0.000	0.000	0.000	0.000	0	0
109064	4.200	0.000	0.000	0.000	0.000	0.000	0	0
109065	4.800	0.000	0.000	0.000	0.000	0.000	0	0
109066	5.400	0.000	0.000	0.000	0.000	0.000	0	0
109067	6.000	0.000	0.000	0.000	0.000	0.000	0	0
109068	6.600	0.000	0.000	0.000	0.000	0.000	0	0
109069	7.200	0.000	0.000	0.000	0.000	0.000	0	0
109070	7.800	0.000	0.000	0.000	0.000	0.000	0	0
109071	8.400	0.000	0.000	0.000	0.000	0.000	0	0
109072	9.000	0.000	0.000	0.000	0.000	0.000	0	0
109073	9.600	0.000	0.000	0.000	0.000	0.000	0	0
109074	10.200	0.000	0.000	0.000	0.000	0.000	0	0
109075	10.800	0.000	0.000	0.000	0.000	0.000	0	0
109076	11.400	0.000	0.000	0.000	0.000	0.000	0	0
109077	12.000	0.000	0.000	0.000	0.000	0.000	0	0
109078	12.600	0.000	0.000	0.000	0.000	0.000	0	0
109079	13.200	0.000	0.000	0.000	0.000	0.000	0	0
109080	13.800	0.000	0.000	0.000	0.000	0.000	0	0
109081	14.400	0.000	0.000	0.000	0.000	0.000	0	0
109082	15.000	0.000	0.000	0.000	0.000	0.000	0	0
109083	15.600	0.000	0.000	0.000	0.000	0.000	0	0
109084	16.200	0.000	0.000	0.000	0.000	0.000	0	0
109085	16.800	0.000	0.000	0.000	0.000	0.000	0	0
109086	17.400	0.000	0.000	0.000	0.000	0.000	0	0
109087	18.000	0.000	0.000	0.000	0.000	0.000	0	0
109088	18.600	0.000	0.000	0.000	0.000	0.000	0	0
109089	19.200	0.000	0.000	0.000	0.000	0.000	0	0
109090	19.800	0.000	0.000	0.000	0.000	0.000	0	0
109091	20.400	0.000	0.000	0.000	0.000	0.000	0	0
109092	21.000	0.000	0.000	0.000	0.000	0.000	0	0
109093	21.600	0.000	0.000	0.000	0.000	0.000	0	0
109094	22.200	0.000	0.000	0.000	0.000	0.000	0	0
109095	22.800	0.000	0.000	0.000	0.000	0.000	0	0
109096	23.400	0.000	0.000	0.000	0.000	0.000	0	0
109097	24.000	0.000	0.000	0.000	0.000	0.000	0	0
109098	24.600	0.000	0.000	0.000	0.000	0.000	0	0
109099	25.200	0.000	0.000	0.000	0.000	0.000	0	0
109100	25.800	0.000	0.000	0.000	0.000	0.000	0	0
109101	26.400	0.000	0.000	0.000	0.000	0.000	0	0
109102	27.000	0.000	0.000	0.000	0.000	0.000	0	0
109103	27.600	0.000	0.000	0.000	0.000	0.000	0	0
109104	28.200	0.000	0.000	0.000	0.000	0.000	0	0
109105	28.800	0.000	0.000	0.000	0.000	0.000	0	0
109106	29.400	0.000	0.000	0.000	0.000	0.000	0	0
109107	30.000	0.000	0.000	0.000	0.000	0.000	0	0
109108	30.600	0.000	0.000	0.000	0.000	0.000	0	0
109109	31.200	0.000	0.000	0.000	0.000	0.000	0	0
109110	31.800	0.000	0.000	0.000	0.000	0.000	0	0
109111	32.400	0.000	0.000	0.000	0.000	0.000	0	0
109112	33.000	0.000	0.000	0.000	0.000	0.000	0	0
109113	33.600	0.000	0.000	0.000	0.000	0.000	0	0
109114	34.200	0.000	0.000	0.000	0.000	0.000	0	0
109115	34.800	0.000	0.000	0.000	0.000	0.000	0	0
109116	35.400	0.000	0.000	0.000	0.000	0.000	0	0
109117	36.000	0.000	0.000	0.000	0.000	0.000	0	0
109118	36.600	0.000	0.000	0.000	0.000	0.000	0	0
109119	37.200	0.000	0.000	0.000	0.000	0.000	0	0
109120	37.800	0.000	0.000	0.000	0.000	0.000	0	0
109121	38.400	0.000	0.000	0.000	0.000	0.000	0	0
109122	39.000	0.000	0.000	0.000	0.000	0.000	0	0
109123	39.600	0.000	0.000	0.000	0.000	0.000	0	0
109124	40.200	0.000	0.000	0.000	0.000	0.000	0	0
109125	40.800	0.000	0.000	0.000	0.000	0.000	0	0
109126	41.400	0.000	0.000	0.000	0.000	0.000	0	0
109127	42.000	0.000	0.000	0.000	0.000	0.000	0	0
109128	42.600	0.000	0.000	0.000	0.000	0.000	0	0
109129	43.200	0.000	0.000	0.000	0.000	0.000	0	0
109130	43.800	0.000	0.000	0.000	0.000	0.000	0	0
109131	44.400	0.000	0.000	0.000	0.000	0.000	0	0
109132	45.000	0.000	0.000	0.000	0.000	0.000	0	0
109133	45.600	0.000	0.000	0.000	0.000	0.000	0	0
109134	46.200	0.000	0.000	0.000	0.000	0.000	0	0
109135	46.800	0.000	0.000	0.000	0.000	0.000	0	0
109136	47.400	0.000	0.000	0.000	0.000	0.000	0	0
109137	48.000	0.000	0.000	0.000	0.000	0.000	0	0
109138	48.600	0.000	0.000	0.000	0.000	0.000	0	0
109139	49.200	0.000	0.000	0.000	0.000	0.000	0	0
109140	49.800	0.000	0.000	0.000	0.000	0.000	0	0
109141	50.400	0.000	0.000	0.000	0.000	0.000	0	0
109142	51.000	0.000	0.000	0.000	0.000	0.000	0	0
109143	51.600	0.000	0.000	0.000	0.000	0.000	0	0
109144	52.200	0.000	0.000	0.000	0.000	0.000	0	0
109145	52.800	0.000	0.000	0.000	0.000	0.000	0	0
109146	53.400	0.000	0.000	0.000	0.000	0.000	0	0
109147	54.000	0.000	0.000	0.000	0.000	0.000	0	0
109148	54.600	0.000	0.000	0.000	0.000	0.000	0	0
109149	55.200	0.000	0.000	0.000	0.000	0.000	0	0
109150	55.800	0.000	0.000	0.000	0.000	0.000	0	0
109151	56.400	0.000	0.000	0.000	0.000	0.000	0	0
