CYCLE	CMDPOS3	CMDPOS4	CMDPOS6	out_0.0	in_0.0
13398	0.000	0.000	0.000	0	0
13399	0.000	0.000	0.000	0	0
13400	0.000	0.000	0.000	0	0
13401	0.000	0.000	0.000	0	0
13402	0.000	0.000	0.000	0	0
13403	0.000	0.000	0.000	0	0
13404	0.000	0.000	0.000	0	0
13405	0.000	0.000	0.000	0	0
13406	0.000	0.000	0.000	0	0
13407	0.000	0.000	0.000	0	0
13408	0.000	0.000	0.000	0	0
13409	0.000	0.000	0.000	0	0
13410	0.000	0.000	0.000	0	0
13411	0.000	0.000	0.000	0	0
13412	0.000	0.000	0.000	0	0
13413	0.000	0.000	0.000	0	0
13414	0.000	0.000	0.000	0	0
13415	0.000	0.000	0.000	0	0
13416	0.000	0.000	0.000	0	0
13417	0.000	0.000	0.000	0	0
13418	0.000	0.000	0.000	0	0
13419	0.000	0.000	0.000	0	0
13420	0.000	0.000	0.000	0	0
13421	0.000	0.000	0.000	0	0
13422	0.000	0.000	0.000	0	0
13423	0.000	0.000	0.000	0	0
13424	0.000	0.000	0.000	0	0
13425	0.000	0.000	0.000	0	0
13426	0.000	0.000	0.000	0	0
13427	0.000	0.000	0.000	0	0
13428	0.000	0.000	0.000	0	0
13429	0.000	0.000	0.000	0	0
13430	0.000	0.000	0.000	0	0
13431	0.000	0.000	0.000	0	0
13432	0.000	0.000	0.000	0	0
13433	0.000	0.000	0.000	0	0
13434	0.000	0.000	0.000	0	0
13435	0.000	0.000	0.000	0	0
13436	0.000	0.000	0.000	0	0
13437	0.000	0.000	0.000	0	0
13438	0.000	0.000	0.000	0	0
13439	0.000	0.000	0.000	0	0
13440	0.000	0.000	0.000	0	0
13441	0.000	0.000	0.000	0	0
13442	0.000	0.000	0.000	0	0
13443	0.000	0.000	0.000	0	0
13444	0.000	0.000	0.000	0	0
13445	0.000	0.000	0.000	0	0
13446	0.000	0.000	0.000	0	0
13447	0.000	0.000	0.000	0	0
13448	0.000	0.000	0.000	0	0
13449	0.000	0.000	0.000	0	0
13450	0.000	0.000	0.000	0	0
13451	0.000	0.000	0.000	0	0
13452	0.000	0.000	0.000	0	0
13453	0.000	0.000	0.000	0	0
13454	0.000	0.000	0.000	0	0
13455	0.000	0.000	0.000	0	0
13456	0.000	0.000	0.000	0	0
13457	0.000	0.000	0.000	0	0
13458	0.000	0.000	0.000	0	0
13459	0.000	0.000	0.000	0	0
13460	0.000	0.000	0.000	0	0
13461	0.000	0.000	0.000	0	0
13462	0.000	0.000	0.000	0	0
13463	0.000	0.000	0.000	0	0
13464	0.000	0.000	0.000	0	0
13465	0.000	0.000	0.000	0	0
13466	0.000	0.000	0.000	0	0
13467	0.000	0.000	0.000	0	0
13468	0.000	0.000	0.000	0	0
13469	0.000	0.000	0.000	0	0
13470	0.000	0.000	0.000	0	0
13471	0.000	0.000	0.000	0	0
13472	0.000	0.000	0.000	0	0
13473	0.000	0.000	0.000	0	0
13474	0.000	0.000	0.000	0	0
13475	0.005	0.000	0.000	0	0
13476	0.020	0.005	0.000	0	0
13477	0.045	0.019	0.000	0	0
13478	0.080	0.044	0.000	0	0
13479	0.125	0.078	0.000	0	0
13480	0.180	0.122	0.000	0	0
13481	0.245	0.175	0.000	0	0
13482	0.320	0.238	0.000	0	0
13483	0.405	0.311	0.000	0	0
13484	0.500	0.394	0.000	0	0
13485	0.605	0.487	0.000	0	0
13486	0.720	0.589	0.000	0	0
13487	0.845	0.701	0.000	0	0
13488	0.980	0.822	0.000	0	0
13489	1.125	0.954	0.000	0	0
