CYCLE	CMDPOS3	CMDPOS4	CMDPOS6	out_0.0	in_0.0
1424	0.000	0.000	0.000	0	0
1425	0.000	0.000	0.000	0	0
1426	0.000	0.000	0.000	0	0
1427	0.000	0.000	0.000	0	0
1428	0.000	0.000	0.000	0	0
1429	0.000	0.000	0.000	0	0
1430	0.000	0.000	0.000	0	0
1431	0.000	0.000	0.000	0	0
1432	0.000	0.000	0.000	0	0
1433	0.000	0.000	0.000	0	0
1434	0.000	0.000	0.000	0	0
1435	0.000	0.000	0.000	0	0
1436	0.000	0.000	0.000	0	0
1437	0.000	0.000	0.000	0	0
1438	0.000	0.000	0.000	0	0
1439	0.000	0.000	0.000	0	0
1440	0.000	0.000	0.000	0	0
1441	0.000	0.000	0.000	0	0
1442	0.000	0.000	0.000	0	0
1443	0.000	0.000	0.000	0	0
1444	0.000	0.000	0.000	0	0
1445	0.000	0.000	0.000	0	0
1446	0.000	0.000	0.000	0	0
1447	0.000	0.000	0.000	0	0
1448	0.000	0.000	0.000	0	0
1449	0.000	0.000	0.000	0	0
1450	0.000	0.000	0.000	0	0
1451	0.000	0.000	0.000	0	0
1452	0.000	0.000	0.000	0	0
1453	0.000	0.000	0.000	0	0
1454	0.000	0.000	0.000	0	0
1455	0.000	0.000	0.000	0	0
1456	0.000	0.000	0.000	0	0
1457	0.000	0.000	0.000	0	0
1458	0.000	0.000	0.000	0	0
1459	0.000	0.000	0.000	0	0
1460	0.000	0.000	0.000	0	0
1461	0.000	0.000	0.000	0	0
1462	0.000	0.000	0.000	0	0
1463	0.000	0.000	0.000	0	0
1464	0.000	0.000	0.000	0	0
1465	0.000	0.000	0.000	0	0
1466	0.000	0.000	0.000	0	0
1467	0.000	0.000	0.000	0	0
1468	0.000	0.000	0.000	0	0
1469	0.000	0.000	0.000	0	0
1470	0.000	0.000	0.000	0	0
1471	0.000	0.000	0.000	0	0
1472	0.000	0.000	0.000	0	0
1473	0.000	0.000	0.000	0	0
1474	0.000	0.000	0.000	0	0
1475	0.000	0.000	0.000	0	0
1476	0.000	0.000	0.000	0	0
1477	0.000	0.000	0.000	0	0
1478	0.000	0.000	0.000	0	0
1479	0.000	0.000	0.000	0	0
1480	0.000	0.000	0.000	0	0
1481	0.000	0.000	0.000	0	0
1482	0.000	0.000	0.000	0	0
1483	0.000	0.000	0.000	0	0
1484	0.000	0.000	0.000	0	0
1485	0.000	0.000	0.000	0	0
1486	0.000	0.000	0.000	0	0
1487	0.000	0.000	0.000	0	0
1488	0.003	0.001	-0.003	0	0
1489	0.014	0.003	-0.014	0	0
1490	0.031	0.007	-0.031	0	0
1491	0.056	0.012	-0.056	0	0
1492	0.087	0.019	-0.087	0	0
1493	0.126	0.027	-0.125	0	0
1494	0.171	0.036	-0.171	0	0
1495	0.224	0.047	-0.223	0	0
1496	0.283	0.060	-0.282	0	0
1497	0.350	0.074	-0.348	0	0
1498	0.424	0.090	-0.420	0	0
1499	0.505	0.107	-0.500	0	0
1500	0.593	0.125	-0.586	0	0
1501	0.688	0.145	-0.679	0	0
1502	0.791	0.167	-0.779	0	0
1503	0.901	0.189	-0.885	0	0
1504	1.018	0.214	-0.998	0	0
1505	1.143	0.240	-1.117	0	0
1506	1.275	0.267	-1.243	0	0
1507	1.415	0.296	-1.376	0	0
1508	1.562	0.326	-1.514	0	0
1509	1.716	0.358	-1.659	0	0
1510	1.879	0.392	-1.811	0	0
1511	2.049	0.426	-1.968	0	0
1512	2.227	0.463	-2.132	0	0
1513	2.413	0.500	-2.302	0	0
1514	2.606	0.540	-2.477	0	0
1515	2.808	0.580	-2.659	0	0
1516	3.018	0.623	-2.846	0	0
1517	3.236	0.666	-3.039	0	0
1518	3.462	0.711	-3.237	0	0
1519	3.696	0.758	-3.441	0	0
1520	3.939	0.806	-3.651	0	0
1521	4.191	0.856	-3.865	0	0
1522	4.450	0.907	-4.085	0	0
1523	4.719	0.959	-4.310	0	0
1524	4.996	1.013	-4.540	0	0
1525	5.282	1.069	-4.775	0	0
1526	5.577	1.126	-5.014	0	0
1527	5.881	1.184	-5.258	0	0
1528	6.194	1.244	-5.507	0	0
1529	6.516	1.306	-5.760	0	0
1530	6.847	1.369	-6.016	0	0
1531	7.188	1.433	-6.277	0	0
1532	7.538	1.499	-6.542	0	0
1533	7.898	1.566	-6.810	0	0
1534	8.268	1.635	-7.082	0	0
1535	8.647	1.705	-7.358	0	0
1536	9.036	1.777	-7.636	0	0
1537	9.435	1.851	-7.918	0	0
1538	9.844	1.925	-8.202	0	0
1539	10.263	2.002	-8.489	0	0
1540	10.693	2.079	-8.779	0	0
1541	11.133	2.158	-9.071	0	0
1542	11.583	2.239	-9.364	0	0
1543	12.044	2.321	-9.660	0	0
1544	12.515	2.405	-9.957	0	0
1545	12.998	2.490	-10.256	0	0
1546	13.491	2.577	-10.556	0	0
1547	13.995	2.665	-10.857	0	0
1548	14.510	2.754	-11.159	0	0
1549	15.036	2.845	-11.461	0	0
1550	15.573	2.938	-11.764	0	0
1551	16.122	3.032	-12.067	0	0
1552	16.681	3.127	-12.369	0	0
1553	17.253	3.224	-12.671	0	0
1554	17.836	3.323	-12.972	0	0
1555	18.430	3.423	-13.272	0	0
1556	19.036	3.524	-13.571	0	0
1557	19.654	3.627	-13.868	0	0
1558	20.284	3.731	-14.164	0	0
1559	20.926	3.837	-14.457	0	0
1560	21.579	3.945	-14.748	0	0
1561	22.245	4.053	-15.036	0	0
1562	22.922	4.164	-15.321	0	0
1563	23.612	4.276	-15.602	0	0
1564	24.313	4.389	-15.880	0	0
1565	25.027	4.503	-16.154	0	0
