CYCLE	CMDPOS1	CMDPOS2	CMDPOS3	CMDPOS4	out_0.0	in_0.0
1576	0.000	0.000	0.000	0.000	0	0
1577	0.000	0.000	0.000	0.000	0	0
1578	0.000	0.000	0.000	0.000	0	0
1579	0.000	0.000	0.000	0.000	0	0
1580	0.000	0.000	0.000	0.000	0	0
1581	0.000	0.000	0.000	0.000	0	0
1582	0.000	0.000	0.000	0.000	0	0
1583	0.000	0.000	0.000	0.000	0	0
1584	0.000	0.000	0.000	0.000	0	0
1585	0.000	0.000	0.000	0.000	0	0
1586	0.000	0.000	0.000	0.000	0	0
1587	0.000	0.000	0.000	0.000	0	0
1588	0.000	0.000	0.000	0.000	0	0
1589	0.000	0.000	0.000	0.000	0	0
1590	0.000	0.000	0.000	0.000	0	0
1591	0.000	0.000	0.000	0.000	0	0
1592	0.000	0.000	0.000	0.000	0	0
1593	0.000	0.000	0.000	0.000	0	0
1594	0.000	0.000	0.000	0.000	0	0
1595	0.000	0.000	0.000	0.000	0	0
1596	0.000	0.000	0.000	0.000	0	0
1597	0.000	0.000	0.000	0.000	0	0
1598	0.000	0.000	0.000	0.000	0	0
1599	0.000	0.000	0.000	0.000	0	0
1600	0.000	0.000	0.000	0.000	0	0
1601	0.000	0.000	0.000	0.000	0	0
1602	0.000	0.000	0.000	0.000	0	0
1603	0.000	0.000	0.000	0.000	0	0
1604	0.000	0.000	0.000	0.000	0	0
1605	0.000	0.000	0.000	0.000	0	0
1606	0.000	0.000	0.000	0.000	0	0
1607	0.000	0.000	0.000	0.000	0	0
1608	0.000	0.000	0.000	0.000	0	0
1609	0.000	0.000	0.000	0.000	0	0
1610	0.000	0.000	0.000	0.000	0	0
1611	0.000	0.000	0.000	0.000	0	0
1612	0.000	0.000	0.000	0.000	0	0
1613	0.000	0.000	0.000	0.000	0	0
1614	0.000	0.000	0.000	0.000	0	0
1615	0.000	0.000	0.000	0.000	0	0
1616	0.000	0.000	0.000	0.000	0	0
1617	0.000	0.000	0.000	0.000	0	0
1618	0.000	0.000	0.000	0.000	0	0
1619	0.000	0.000	0.000	0.000	0	0
1620	0.000	0.000	0.000	0.000	0	0
1621	0.000	0.000	0.000	0.000	0	0
1622	0.000	0.000	0.000	0.000	0	0
1623	0.000	0.000	0.000	0.000	0	0
1624	0.000	0.000	0.000	0.000	0	0
1625	0.000	0.000	0.000	0.000	0	0
1626	0.000	0.000	0.000	0.000	0	0
1627	0.000	0.000	0.000	0.000	0	0
1628	0.000	0.000	0.000	0.000	0	0
1629	0.000	0.000	0.000	0.000	0	0
1630	0.003	0.000	0.000	0.000	0	0
1631	0.009	0.000	0.000	0.000	0	0
1632	0.022	0.000	0.000	0.000	0	0
1633	0.043	0.000	0.000	0.000	0	0
1634	0.075	0.000	0.000	0.000	0	0
