CYCLE	CMDPOS6	out_0.0	in_0.0
1087	0.000	0	0
1088	0.000	0	0
1089	0.000	0	0
1090	0.000	0	0
1091	0.000	0	0
1092	0.000	0	0
1093	0.000	0	0
1094	0.000	0	0
1095	0.000	0	0
1096	0.000	0	0
1097	0.000	0	0
1098	0.000	0	0
1099	0.000	0	0
1100	0.000	0	0
1101	0.000	0	0
1102	0.000	0	0
1103	0.000	0	0
1104	0.000	0	0
1105	0.000	0	0
1106	0.000	0	0
1107	0.000	0	0
1108	0.000	0	0
1109	0.000	0	0
1110	0.000	0	0
1111	0.000	0	0
1112	0.000	0	0
1113	0.000	0	0
1114	0.000	0	0
1115	0.000	0	0
1116	0.000	0	0
1117	0.000	0	0
1118	0.000	0	0
1119	0.000	0	0
1120	0.000	0	0
1121	0.000	0	0
1122	0.000	0	0
1123	0.000	0	0
1124	0.000	0	0
1125	0.000	0	0
1126	0.000	0	0
1127	0.000	0	0
1128	0.000	0	0
1129	0.000	0	0
1130	0.000	0	0
1131	0.000	0	0
1132	0.000	0	0
1133	0.000	0	0
1134	0.000	0	0
1135	0.000	0	0
1136	0.000	0	0
1137	0.000	0	0
1138	0.000	0	0
1139	0.000	0	0
1140	0.000	0	0
1141	0.000	0	0
1142	0.000	0	0
1143	0.000	0	0
1144	0.000	0	0
1145	0.000	0	0
1146	0.000	0	0
1147	0.000	0	0
1148	0.000	0	0
1149	0.000	0	0
1150	0.000	0	0
1151	0.000	0	0
1152	0.000	0	0
1153	0.000	0	0
1154	0.000	0	0
1155	0.000	0	0
1156	0.000	0	0
1157	0.000	0	0
1158	0.000	0	0
1159	0.000	0	0
1160	0.000	0	0
1161	0.000	0	0
1162	0.000	0	0
1163	0.000	0	0
1164	0.000	0	0
1165	0.000	0	0
1166	0.000	0	0
1167	0.001	0	0
1168	0.002	0	0
1169	0.006	0	0
1170	0.011	0	0
1171	0.019	0	0
1172	0.030	0	0
1173	0.046	0	0
1174	0.065	0	0
1175	0.089	0	0
1176	0.118	0	0
1177	0.154	0	0
1178	0.195	0	0
1179	0.244	0	0
1180	0.300	0	0
1181	0.364	0	0
1182	0.437	0	0
1183	0.518	0	0
1184	0.610	0	0
1185	0.711	0	0
1186	0.823	0	0
1187	0.946	0	0
1188	1.081	0	0
1189	1.228	0	0
1190	1.386	0	0
1191	1.556	0	0
1192	1.738	0	0
1193	1.932	0	0
1194	2.137	0	0
1195	2.354	0	0
1196	2.583	0	0
1197	2.823	0	0
1198	3.076	0	0
1199	3.339	0	0
1200	3.615	0	0
1201	3.903	0	0
1202	4.202	0	0
1203	4.513	0	0
1204	4.835	0	0
1205	5.170	0	0
1206	5.516	0	0
1207	5.873	0	0
1208	6.243	0	0
1209	6.624	0	0
1210	7.017	0	0
1211	7.422	0	0
1212	7.838	0	0
1213	8.267	0	0
1214	8.707	0	0
1215	9.158	0	0
1216	9.622	0	0
1217	10.097	0	0
1218	10.584	0	0
1219	11.082	0	0
1220	11.592	0	0
1221	12.114	0	0
1222	12.648	0	0
1223	13.194	0	0
1224	13.751	0	0
1225	14.320	0	0
1226	14.901	0	0
1227	15.493	0	0
1228	16.097	0	0
1229	16.713	0	0
1230	17.341	0	0
1231	17.980	0	0
1232	18.631	0	0
1233	19.294	0	0
1234	19.968	0	0
1235	20.655	0	0
1236	21.353	0	0
1237	22.063	0	0
