CYCLE	out_0.0	in_0.0
384947	0	0
384948	0	0
384949	0	0
384950	0	0
384951	0	0
384952	0	0
384953	0	0
384954	0	0
384955	0	0
384956	0	0
384957	0	0
384958	0	0
384959	0	0
384960	0	0
384961	0	0
384962	0	0
384963	0	0
384964	0	0
384965	0	0
384966	0	0
384967	0	0
384968	0	0
384969	0	0
384970	0	0
384971	0	0
384972	0	0
384973	0	0
384974	0	0
384975	0	0
384976	0	0
384977	0	0
384978	0	0
384979	0	0
384980	0	0
384981	0	0
384982	0	0
384983	0	0
384984	0	0
384985	0	0
384986	0	0
384987	0	0
384988	0	0
384989	0	0
384990	0	0
384991	0	0
384992	0	0
384993	0	0
384994	0	0
384995	0	0
384996	0	0
384997	0	0
384998	0	0
384999	0	0
385000	0	0
385001	0	0
385002	0	0
385003	0	0
385004	0	0
385005	0	0
385006	0	0
385007	0	0
385008	0	0
385009	0	0
385010	0	0
385011	0	0
385012	0	0
385013	0	0
385014	0	0
385015	0	0
385016	0	0
385017	0	0
385018	0	0
385019	0	0
385020	0	0
385021	0	0
385022	0	0
385023	0	0
385024	0	0
385025	0	0
385026	0	0
385027	0	0
385028	0	0
385029	0	0
385030	0	0
385031	0	0
385032	0	0
385033	0	0
385034	0	0
385035	0	0
385036	0	0
385037	0	0
385038	0	0
385039	0	0
385040	0	0
385041	0	0
385042	0	0
385043	0	0
385044	0	0
385045	0	0
385046	0	0
385047	0	0
385048	0	0
385049	0	0
385050	0	0
385051	0	0
385052	0	0
385053	0	0
385054	0	0
385055	0	0
385056	0	0
385057	0	0
385058	0	0
385059	0	0
385060	0	0
385061	0	0
385062	0	0
385063	0	0
385064	0	0
385065	0	0
385066	0	0
385067	0	0
385068	0	0
385069	0	0
385070	0	0
385071	0	0
385072	0	0
385073	0	0
385074	0	0
385075	0	0
385076	0	0
385077	0	0
385078	0	0
385079	0	0
385080	0	0
385081	0	0
385082	0	0
385083	0	0
385084	0	0
385085	0	0
385086	0	0
385087	0	0
385088	0	0
385089	0	0
385090	0	0
385091	0	0
385092	0	0
385093	0	0
385094	0	0
385095	0	0
385096	0	0
385097	0	0
385098	0	0
385099	0	0
385100	0	0
385101	0	0
385102	0	0
385103	0	0
385104	0	0
385105	0	0
385106	0	0
385107	0	0
385108	0	0
385109	0	0
385110	0	0
385111	0	0
385112	0	0
385113	0	0
385114	0	0
385115	0	0
385116	0	0
385117	0	0
385118	0	0
385119	0	0
385120	0	0
385121	0	0
385122	0	0
385123	0	0
385124	0	0
385125	0	0
385126	0	0
385127	0	0
385128	0	0
385129	0	0
385130	0	0
385131	0	0
385132	0	0
385133	0	0
385134	0	0
385135	0	0
385136	0	0
385137	0	0
385138	0	0
385139	0	0
385140	0	0
385141	0	0
385142	0	0
385143	0	0
385144	0	0
385145	0	0
385146	0	0
385147	0	0
385148	0	0
385149	0	0
385150	0	0
385151	0	0
385152	0	0
385153	0	0
385154	0	0
385155	0	0
385156	0	0
385157	0	0
385158	0	0
385159	0	0
385160	0	0
385161	0	0
385162	0	0
385163	0	0
385164	0	0
385165	0	0
385166	0	0
385167	0	0
385168	0	0
385169	0	0
385170	0	0
385171	0	0
385172	0	0
385173	0	0
385174	0	0
385175	0	0
385176	0	0
385177	0	0
385178	0	0
385179	0	0
385180	0	0
385181	0	0
385182	0	0
385183	0	0
385184	0	0
385185	0	0
385186	0	0
385187	0	0
385188	0	0
385189	0	0
385190	0	0
385191	0	0
385192	0	0
385193	0	0
385194	0	0
385195	0	0
385196	0	0
385197	0	0
385198	0	0
385199	0	0
385200	0	0
385201	0	0
385202	0	0
385203	0	0
385204	0	0
385205	0	0
385206	0	0
385207	0	0
385208	0	0
385209	0	0
385210	0	0
385211	0	0
385212	0	0
385213	0	0
385214	0	0
385215	0	0
385216	0	0
385217	0	0
385218	0	0
385219	0	0
385220	0	0
385221	0	0
385222	0	0
385223	0	0
385224	0	0
385225	0	0
385226	0	0
385227	0	0
385228	0	0
385229	0	0
385230	0	0
385231	0	0
385232	0	0
385233	0	0
385234	0	0
385235	0	0
385236	0	0
385237	0	0
385238	0	0
385239	0	0
385240	0	0
385241	0	0
385242	0	0
385243	0	0
385244	0	0
385245	0	0
385246	0	0
385247	0	0
385248	0	0
385249	0	0
385250	0	0
385251	0	0
385252	0	0
385253	0	0
385254	0	0
385255	0	0
385256	0	0
385257	0	0
385258	0	0
385259	0	0
385260	0	0
385261	0	0
385262	0	0
385263	0	0
385264	0	0
385265	0	0
385266	0	0
385267	0	0
385268	0	0
385269	0	0
385270	0	0
385271	0	0
385272	0	0
385273	0	0
385274	0	0
385275	0	0
385276	0	0
385277	0	0
385278	0	0
385279	0	0
385280	0	0
385281	0	0
385282	0	0
385283	0	0
385284	0	0
385285	0	0
385286	0	0
385287	0	0
385288	0	0
385289	0	0
385290	0	0
385291	0	0
385292	0	0
385293	0	0
385294	0	0
385295	0	0
385296	0	0
385297	0	0
385298	0	0
385299	0	0
385300	0	0
385301	0	0
385302	0	0
385303	0	0
385304	0	0
385305	0	0
385306	0	0
385307	0	0
385308	0	0
385309	0	0
385310	0	0
385311	0	0
385312	0	0
385313	0	0
385314	0	0
385315	0	0
385316	0	0
385317	0	0
385318	0	0
385319	0	0
385320	0	0
385321	0	0
385322	0	0
385323	0	0
385324	0	0
385325	0	0
385326	0	0
385327	0	0
385328	0	0
385329	0	0
385330	0	0
385331	0	0
385332	0	0
385333	0	0
385334	0	0
385335	0	0
385336	0	0
385337	0	0
385338	0	0
385339	0	0
385340	0	0
385341	0	0
385342	0	0
385343	0	0
385344	0	0
385345	0	0
385346	0	0
385347	0	0
385348	0	0
385349	0	0
385350	0	0
385351	0	0
385352	0	0
385353	0	0
385354	0	0
385355	0	0
385356	0	0
385357	0	0
385358	0	0
385359	0	0
385360	0	0
385361	0	0
385362	0	0
385363	0	0
385364	0	0
385365	0	0
385366	0	0
385367	0	0
385368	0	0
385369	0	0
385370	0	0
385371	0	0
385372	0	0
385373	0	0
385374	0	0
385375	0	0
385376	0	0
385377	0	0
385378	0	0
385379	0	0
385380	0	0
385381	0	0
385382	0	0
385383	0	0
385384	0	0
385385	0	0
385386	0	0
385387	0	0
385388	0	0
385389	0	0
385390	0	0
385391	0	0
385392	0	0
385393	0	0
385394	0	0
385395	0	0
385396	0	0
385397	0	0
385398	0	0
385399	0	0
385400	0	0
385401	0	0
385402	0	0
385403	0	0
385404	0	0
385405	0	0
385406	0	0
385407	0	0
385408	0	0
385409	0	0
385410	0	0
385411	0	0
385412	0	0
385413	0	0
385414	0	0
385415	0	0
385416	0	0
385417	0	0
385418	0	0
385419	0	0
385420	0	0
385421	0	0
385422	0	0
385423	0	0
385424	0	0
385425	0	0
385426	0	0
385427	0	0
385428	0	0
385429	0	0
385430	0	0
385431	0	0
385432	0	0
385433	0	0
385434	0	0
385435	0	0
385436	0	0
385437	0	0
385438	0	0
385439	0	0
385440	0	0
385441	0	0
385442	0	0
385443	0	0
385444	0	0
385445	0	0
385446	0	0
385447	0	0
385448	0	0
385449	0	0
385450	0	0
385451	0	0
385452	0	0
385453	0	0
385454	0	0
385455	0	0
385456	0	0
385457	0	0
385458	0	0
385459	0	0
385460	0	0
385461	0	0
385462	0	0
385463	0	0
385464	0	0
385465	0	0
385466	0	0
385467	0	0
385468	0	0
385469	0	0
385470	0	0
385471	0	0
385472	0	0
385473	0	0
385474	0	0
385475	0	0
385476	0	0
385477	0	0
385478	0	0
385479	0	0
385480	0	0
385481	0	0
385482	0	0
385483	0	0
385484	0	0
385485	0	0
385486	0	0
385487	0	0
385488	0	0
385489	0	0
385490	0	0
385491	0	0
385492	0	0
385493	0	0
385494	0	0
385495	0	0
385496	0	0
385497	0	0
385498	0	0
385499	0	0
385500	0	0
385501	0	0
385502	0	0
385503	0	0
385504	0	0
385505	0	0
385506	0	0
385507	0	0
385508	0	0
385509	0	0
385510	0	0
385511	0	0
385512	0	0
385513	0	0
385514	0	0
385515	0	0
385516	0	0
385517	0	0
385518	0	0
385519	0	0
385520	0	0
385521	0	0
385522	0	0
385523	0	0
385524	0	0
385525	0	0
385526	0	0
385527	0	0
385528	0	0
385529	0	0
385530	0	0
385531	0	0
385532	0	0
385533	0	0
385534	0	0
385535	0	0
385536	0	0
385537	0	0
385538	0	0
385539	0	0
385540	0	0
385541	0	0
385542	0	0
385543	0	0
385544	0	0
385545	0	0
385546	0	0
385547	0	0
385548	0	0
385549	0	0
385550	0	0
385551	0	0
385552	0	0
385553	0	0
385554	0	0
385555	0	0
385556	0	0
385557	0	0
385558	0	0
385559	0	0
385560	0	0
385561	0	0
385562	0	0
385563	0	0
385564	0	0
385565	0	0
385566	0	0
385567	0	0
385568	0	0
385569	0	0
385570	0	0
385571	0	0
385572	0	0
385573	0	0
385574	0	0
385575	0	0
385576	0	0
385577	0	0
385578	0	0
385579	0	0
385580	0	0
385581	0	0
385582	0	0
385583	0	0
385584	0	0
385585	0	0
385586	0	0
385587	0	0
385588	0	0
385589	0	0
385590	0	0
385591	0	0
385592	0	0
385593	0	0
385594	0	0
385595	0	0
385596	0	0
385597	0	0
385598	0	0
385599	0	0
385600	0	0
385601	0	0
385602	0	0
385603	0	0
385604	0	0
385605	0	0
385606	0	0
385607	0	0
385608	0	0
385609	0	0
385610	0	0
385611	0	0
385612	0	0
385613	0	0
385614	0	0
385615	0	0
385616	0	0
385617	0	0
385618	0	0
385619	0	0
385620	0	0
385621	0	0
385622	0	0
385623	0	0
385624	0	0
385625	0	0
385626	0	0
385627	0	0
385628	0	0
385629	0	0
385630	0	0
385631	0	0
385632	0	0
385633	0	0
385634	0	0
385635	0	0
385636	0	0
385637	0	0
385638	0	0
385639	0	0
385640	0	0
385641	0	0
385642	0	0
385643	0	0
385644	0	0
385645	0	0
385646	0	0
385647	0	0
385648	0	0
385649	0	0
385650	0	0
385651	0	0
385652	0	0
385653	0	0
385654	0	0
385655	0	0
385656	0	0
385657	0	0
385658	0	0
385659	0	0
385660	0	0
385661	0	0
385662	0	0
385663	0	0
385664	0	0
385665	0	0
385666	0	0
385667	0	0
385668	0	0
385669	0	0
385670	0	0
385671	0	0
385672	0	0
385673	0	0
385674	0	0
385675	0	0
385676	0	0
385677	0	0
385678	0	0
385679	0	0
385680	0	0
385681	0	0
385682	0	0
385683	0	0
385684	0	0
385685	0	0
385686	0	0
385687	0	0
385688	0	0
385689	0	0
385690	0	0
385691	0	0
385692	0	0
385693	0	0
385694	0	0
385695	0	0
385696	0	0
385697	0	0
385698	0	0
385699	0	0
385700	0	0
385701	0	0
385702	0	0
385703	0	0
385704	0	0
385705	0	0
385706	0	0
385707	0	0
385708	0	0
385709	0	0
385710	0	0
385711	0	0
385712	0	0
385713	0	0
385714	0	0
385715	0	0
385716	0	0
385717	0	0
385718	0	0
385719	0	0
385720	0	0
385721	0	0
385722	0	0
385723	0	0
385724	0	0
385725	0	0
385726	0	0
385727	0	0
385728	0	0
385729	0	0
385730	0	0
385731	0	0
385732	0	0
385733	0	0
385734	0	0
385735	0	0
385736	0	0
385737	0	0
385738	0	0
385739	0	0
385740	0	0
385741	0	0
385742	0	0
385743	0	0
385744	0	0
385745	0	0
385746	0	0
385747	0	0
385748	0	0
385749	0	0
385750	0	0
385751	0	0
385752	0	0
385753	0	0
385754	0	0
385755	0	0
385756	0	0
385757	0	0
385758	0	0
385759	0	0
385760	0	0
385761	0	0
385762	0	0
385763	0	0
385764	0	0
385765	0	0
385766	0	0
385767	0	0
385768	0	0
385769	0	0
385770	0	0
385771	0	0
385772	0	0
385773	0	0
385774	0	0
385775	0	0
385776	0	0
385777	0	0
385778	0	0
385779	0	0
385780	0	0
385781	0	0
385782	0	0
385783	0	0
385784	0	0
385785	0	0
385786	0	0
385787	0	0
385788	0	0
385789	0	0
385790	0	0
385791	0	0
385792	0	0
385793	0	0
385794	0	0
385795	0	0
385796	0	0
385797	0	0
385798	0	0
385799	0	0
385800	0	0
385801	0	0
385802	0	0
385803	0	0
385804	0	0
385805	0	0
385806	0	0
385807	0	0
385808	0	0
385809	0	0
385810	0	0
385811	0	0
385812	0	0
385813	0	0
385814	0	0
385815	0	0
385816	0	0
385817	0	0
385818	0	0
385819	0	0
385820	0	0
385821	0	0
385822	0	0
385823	0	0
385824	0	0
385825	0	0
385826	0	0
385827	0	0
385828	0	0
385829	0	0
385830	0	0
385831	0	0
385832	0	0
385833	0	0
385834	0	0
385835	0	0
385836	0	0
385837	0	0
385838	0	0
385839	0	0
385840	0	0
385841	0	0
385842	0	0
385843	0	0
385844	0	0
385845	0	0
385846	0	0
385847	0	0
385848	0	0
385849	0	0
385850	0	0
385851	0	0
385852	0	0
385853	0	0
385854	0	0
385855	0	0
385856	0	0
385857	0	0
385858	0	0
385859	0	0
385860	0	0
385861	0	0
385862	0	0
385863	0	0
385864	0	0
385865	0	0
385866	0	0
385867	0	0
385868	0	0
385869	0	0
385870	0	0
385871	0	0
385872	0	0
385873	0	0
385874	0	0
385875	0	0
385876	0	0
385877	0	0
385878	0	0
385879	0	0
385880	0	0
385881	0	0
385882	0	0
385883	0	0
385884	0	0
385885	0	0
385886	0	0
385887	0	0
385888	0	0
385889	0	0
385890	0	0
385891	0	0
385892	0	0
385893	0	0
385894	0	0
385895	0	0
385896	0	0
385897	0	0
385898	0	0
385899	0	0
385900	0	0
385901	0	0
385902	0	0
385903	0	0
385904	0	0
385905	0	0
385906	0	0
385907	0	0
385908	0	0
385909	0	0
385910	0	0
385911	0	0
385912	0	0
385913	0	0
385914	0	0
385915	0	0
385916	0	0
385917	0	0
385918	0	0
385919	0	0
385920	0	0
385921	0	0
385922	0	0
385923	0	0
385924	0	0
385925	0	0
385926	0	0
385927	0	0
385928	0	0
385929	0	0
385930	0	0
385931	0	0
385932	0	0
385933	0	0
385934	0	0
385935	0	0
385936	0	0
385937	0	0
385938	0	0
385939	0	0
385940	0	0
385941	0	0
385942	0	0
385943	0	0
385944	0	0
385945	0	0
385946	0	0
385947	0	0
385948	0	0
385949	0	0
385950	0	0
385951	0	0
385952	0	0
385953	0	0
385954	0	0
385955	0	0
385956	0	0
385957	0	0
385958	0	0
385959	0	0
385960	0	0
385961	0	0
385962	0	0
385963	0	0
385964	0	0
385965	0	0
385966	0	0
385967	0	0
385968	0	0
385969	0	0
385970	0	0
385971	0	0
385972	0	0
385973	0	0
385974	0	0
385975	0	0
385976	0	0
385977	0	0
385978	0	0
385979	0	0
385980	0	0
385981	0	0
385982	0	0
385983	0	0
385984	0	0
385985	0	0
385986	0	0
385987	0	0
385988	0	0
385989	0	0
385990	0	0
385991	0	0
385992	0	0
385993	0	0
385994	0	0
385995	0	0
385996	0	0
385997	0	0
385998	0	0
385999	0	0
386000	0	0
386001	0	0
386002	0	0
386003	0	0
386004	0	0
386005	0	0
386006	0	0
386007	0	0
386008	0	0
386009	0	0
386010	0	0
386011	0	0
386012	0	0
386013	0	0
386014	0	0
386015	0	0
386016	0	0
386017	0	0
386018	0	0
386019	0	0
386020	0	0
386021	0	0
386022	0	0
386023	0	0
386024	0	0
386025	0	0
386026	0	0
386027	0	0
386028	0	0
386029	0	0
386030	0	0
386031	0	0
386032	0	0
386033	0	0
386034	0	0
386035	0	0
386036	0	0
386037	0	0
386038	0	0
386039	0	0
386040	0	0
386041	0	0
386042	0	0
386043	0	0
386044	0	0
386045	0	0
386046	0	0
386047	0	0
386048	0	0
386049	0	0
386050	0	0
386051	0	0
386052	0	0
386053	0	0
386054	0	0
386055	0	0
386056	0	0
386057	0	0
386058	0	0
386059	0	0
386060	0	0
386061	0	0
386062	0	0
386063	0	0
386064	0	0
386065	0	0
386066	0	0
386067	0	0
386068	0	0
386069	0	0
386070	0	0
386071	0	0
386072	0	0
386073	0	0
386074	0	0
386075	0	0
386076	0	0
386077	0	0
386078	0	0
386079	0	0
386080	0	0
386081	0	0
386082	0	0
386083	0	0
386084	0	0
386085	0	0
386086	0	0
386087	0	0
386088	0	0
386089	0	0
386090	0	0
386091	0	0
386092	0	0
386093	0	0
386094	0	0
386095	0	0
386096	0	0
386097	0	0
386098	0	0
386099	0	0
386100	0	0
386101	0	0
386102	0	0
386103	0	0
386104	0	0
386105	0	0
386106	0	0
386107	0	0
386108	0	0
386109	0	0
386110	0	0
386111	0	0
386112	0	0
386113	0	0
386114	0	0
386115	0	0
386116	0	0
386117	0	0
386118	0	0
386119	0	0
386120	0	0
386121	0	0
386122	0	0
386123	0	0
386124	0	0
386125	0	0
386126	0	0
386127	0	0
386128	0	0
386129	0	0
386130	0	0
386131	0	0
386132	0	0
386133	0	0
386134	0	0
386135	0	0
386136	0	0
386137	0	0
386138	0	0
386139	0	0
386140	0	0
386141	0	0
386142	0	0
386143	0	0
386144	0	0
386145	0	0
386146	0	0
386147	0	0
386148	0	0
386149	0	0
386150	0	0
386151	0	0
386152	0	0
386153	0	0
386154	0	0
386155	0	0
386156	0	0
386157	0	0
386158	0	0
386159	0	0
386160	0	0
386161	0	0
386162	0	0
386163	0	0
386164	0	0
386165	0	0
386166	0	0
386167	0	0
386168	0	0
386169	0	0
386170	0	0
386171	0	0
386172	0	0
386173	0	0
386174	0	0
386175	0	0
386176	0	0
386177	0	0
386178	0	0
386179	0	0
386180	0	0
386181	0	0
386182	0	0
386183	0	0
386184	0	0
386185	0	0
386186	0	0
386187	0	0
386188	0	0
386189	0	0
386190	0	0
386191	0	0
386192	0	0
386193	0	0
386194	0	0
386195	0	0
386196	0	0
386197	0	0
386198	0	0
386199	0	0
386200	0	0
386201	0	0
386202	0	0
386203	0	0
386204	0	0
386205	0	0
386206	0	0
386207	0	0
386208	0	0
386209	0	0
386210	0	0
386211	0	0
386212	0	0
386213	0	0
386214	0	0
386215	0	0
386216	0	0
386217	0	0
386218	0	0
386219	0	0
386220	0	0
386221	0	0
386222	0	0
386223	0	0
386224	0	0
386225	0	0
386226	0	0
386227	0	0
386228	0	0
386229	0	0
386230	0	0
386231	0	0
386232	0	0
386233	0	0
386234	0	0
386235	0	0
386236	0	0
386237	0	0
386238	0	0
386239	0	0
386240	0	0
386241	0	0
386242	0	0
386243	0	0
386244	0	0
386245	0	0
386246	0	0
386247	0	0
386248	0	0
386249	0	0
386250	0	0
386251	0	0
386252	0	0
386253	0	0
