CYCLE	out_0.0	in_0.0
19428	0	0
19429	0	0
19430	0	0
19431	0	0
19432	0	0
19433	0	0
19434	0	0
19435	0	0
19436	0	0
19437	0	0
19438	0	0
19439	0	0
19440	0	0
19441	0	0
19442	0	0
19443	0	0
19444	0	0
19445	0	0
19446	0	0
19447	0	0
19448	0	0
19449	0	0
19450	0	0
19451	0	0
19452	0	0
19453	0	0
19454	0	0
19455	0	0
19456	0	0
19457	0	0
19458	0	0
19459	0	0
19460	0	0
19461	0	0
19462	0	0
19463	0	0
19464	0	0
19465	0	0
19466	0	0
19467	0	0
19468	0	0
19469	0	0
19470	0	0
19471	0	0
19472	0	0
19473	0	0
19474	0	0
19475	0	0
19476	0	0
19477	0	0
19478	0	0
19479	0	0
19480	0	0
19481	0	0
19482	0	0
19483	0	0
19484	0	0
19485	0	0
19486	0	0
19487	0	0
19488	0	0
19489	0	0
19490	0	0
19491	0	0
19492	0	0
19493	0	0
19494	0	0
19495	0	0
19496	0	0
19497	0	0
19498	0	0
19499	0	0
19500	0	0
19501	0	0
19502	0	0
19503	0	0
19504	0	0
19505	0	0
19506	0	0
19507	0	0
19508	0	0
19509	0	0
19510	0	0
19511	0	0
19512	0	0
19513	0	0
19514	0	0
19515	0	0
19516	0	0
19517	0	0
19518	0	0
19519	0	0
19520	0	0
19521	0	0
19522	0	0
19523	0	0
19524	0	0
19525	0	0
19526	0	0
