CYCLE	CMDPOS1	CMDPOS5	out_0.0	in_0.0	
60498	0.000	0.000	0	0	
60499	0.000	0.000	0	0	
60500	0.000	0.000	0	0	
60501	0.000	0.000	0	0	
60502	0.000	0.000	0	0	
60503	0.000	0.000	0	0	
60504	0.000	0.000	0	0	
60505	0.000	0.000	0	0	
60506	0.000	0.000	0	0	
60507	0.000	0.000	0	0	
60508	0.000	0.000	0	0	
60509	0.000	0.000	0	0	
60510	0.000	0.000	0	0	
60511	0.000	0.000	0	0	
60512	0.000	0.000	0	0	
60513	0.000	0.000	0	0	
60514	0.000	0.000	0	0	
60515	0.000	0.000	0	0	
60516	0.000	0.000	0	0	
60517	0.000	0.000	0	0	
60518	0.000	0.000	0	0	
60519	0.000	0.000	0	0	
60520	0.000	0.000	0	0	
60521	0.000	0.000	0	0	
60522	0.000	0.000	0	0	
60523	0.000	0.000	0	0	
60524	0.000	0.000	0	0	
60525	0.000	0.000	0	0	
60526	0.000	0.000	0	0	
60527	0.000	0.000	0	0	
60528	0.000	0.000	0	0	
60529	0.000	0.000	0	0	
60530	0.000	0.000	0	0	
60531	0.000	0.000	0	0	
60532	0.000	0.000	0	0	
60533	0.000	0.000	0	0	
60534	0.000	0.000	0	0	
60535	0.000	0.000	0	0	
60536	0.000	0.000	0	0	
60537	0.000	0.000	0	0	
60538	0.000	0.000	0	0	
60539	0.000	0.000	0	0	
60540	0.000	0.000	0	0	
60541	0.000	0.000	0	0	
60542	0.000	0.000	0	0	
60543	0.000	0.000	0	0	
60544	0.000	0.000	0	0	
60545	0.000	0.000	0	0	
60546	0.000	0.000	0	0	
60547	0.000	0.000	0	0	
60548	0.000	0.000	0	0	
60549	0.000	0.000	0	0	
60550	0.000	0.000	0	0	
60551	0.000	0.000	0	0	
60552	0.000	0.000	0	0	
60553	0.000	0.000	0	0	
60554	0.000	0.000	0	0	
60555	0.000	0.000	0	0	
60556	0.000	0.000	0	0	
60557	0.000	0.000	0	0	
60558	0.000	0.000	0	0	
60559	0.000	0.000	0	0	
60560	0.000	0.000	0	0	
60561	0.000	0.000	0	0	
60562	0.000	0.000	0	0	
60563	0.000	0.000	0	0	
60564	0.000	0.000	0	0	
60565	0.000	0.000	0	0	
60566	0.000	0.000	0	0	
60567	0.000	0.000	0	0	
60568	0.000	0.000	0	0	
60569	0.000	0.000	0	0	
60570	0.000	0.000	0	0	
60571	0.000	0.000	0	0	
60572	0.000	0.000	0	0	
60573	0.000	0.000	0	0	
60574	0.000	0.000	0	0	
60575	0.002	0.001	0	0	
60576	0.008	0.003	0	0	
60577	0.017	0.006	0	0	
60578	0.030	0.011	0	0	
60579	0.047	0.017	0	0	
60580	0.068	0.025	0	0	
60581	0.092	0.034	0	0	
60582	0.120	0.044	0	0	
60583	0.152	0.055	0	0	
60584	0.188	0.068	0	0	
60585	0.227	0.083	0	0	
60586	0.271	0.099	0	0	
60587	0.318	0.116	0	0	
60588	0.368	0.134	0	0	
60589	0.423	0.154	0	0	
60590	0.481	0.175	0	0	
60591	0.543	0.198	0	0	
60592	0.609	0.222	0	0	
60593	0.678	0.247	0	0	
60594	0.752	0.274	0	0	
60595	0.829	0.302	0	0	
60596	0.910	0.331	0	0	
60597	0.994	0.362	0	0	
60598	1.083	0.394	0	0	
60599	1.175	0.428	0	0	
60600	1.270	0.462	0	0	
60601	1.370	0.499	0	0	
60602	1.473	0.536	0	0	
60603	1.581	0.575	0	0	
60604	1.691	0.616	0	0	
60605	1.806	0.657	0	0	
60606	1.924	0.700	0	0	
60607	2.047	0.745	0	0	
60608	2.173	0.791	0	0	
60609	2.302	0.838	0	0	
60610	2.436	0.887	0	0	
60611	2.573	0.936	0	0	
60612	2.714	0.988	0	0	
60613	2.859	1.040	0	0	
60614	3.007	1.094	0	0	
60615	3.159	1.150	0	0	
60616	3.315	1.207	0	0	
60617	3.475	1.265	0	0	
60618	3.638	1.324	0	0	
60619	3.806	1.385	0	0	
60620	3.977	1.447	0	0	
60621	4.152	1.511	0	0	
60622	4.330	1.576	0	0	
60623	4.512	1.642	0	0	
60624	4.698	1.710	0	0	
60625	4.888	1.779	0	0	
60626	5.082	1.850	0	0	
60627	5.279	1.921	0	0	
60628	5.480	1.995	0	0	
60629	5.685	2.069	0	0	
60630	5.894	2.145	0	0	
60631	6.106	2.222	0	0	
60632	6.322	2.301	0	0	
60633	6.542	2.381	0	0	
60634	6.766	2.463	0	0	
60635	6.993	2.545	0	0	
60636	7.224	2.629	0	0	
60637	7.459	2.715	0	0	
60638	7.698	2.802	0	0	
60639	7.940	2.890	0	0	
60640	8.187	2.980	0	0	
60641	8.437	3.071	0	0	
60642	8.690	3.163	0	0	
60643	8.948	3.257	0	0	
60644	9.209	3.352	0	0	
60645	9.474	3.448	0	0	
60646	9.743	3.546	0	0	
60647	10.015	3.645	0	0	
60648	10.292	3.746	0	0	
60649	10.572	3.848	0	0	
60650	10.855	3.951	0	0	
60651	11.143	4.056	0	0	
60652	11.434	4.162	0	0	
60653	11.729	4.269	0	0	
60654	12.028	4.378	0	0	
60655	12.331	4.488	0	0	
60656	12.637	4.599	0	0	
60657	12.947	4.712	0	0	
60658	13.261	4.827	0	0	
60659	13.579	4.942	0	0	
60660	13.900	5.059	0	0	
60661	14.225	5.178	0	0	
60662	14.554	5.297	0	0	
60663	14.887	5.418	0	0	
60664	15.223	5.541	0	0	
60665	15.563	5.665	0	0	
60666	15.907	5.790	0	0	
60667	16.255	5.916	0	0	
60668	16.606	6.044	0	0	
60669	16.961	6.173	0	0	
60670	17.320	6.304	0	0	
60671	17.683	6.436	0	0	
60672	18.050	6.570	0	0	
60673	18.420	6.704	0	0	
60674	18.794	6.840	0	0	
60675	19.172	6.978	0	0	
60676	19.553	7.117	0	0	
60677	19.938	7.257	0	0	
60678	20.327	7.399	0	0	
60679	20.720	7.542	0	0	
60680	21.117	7.686	0	0	
60681	21.517	7.832	0	0	
60682	21.921	7.979	0	0	
60683	22.329	8.127	0	0	
60684	22.741	8.277	0	0	
60685	23.156	8.428	0	0	
60686	23.575	8.581	0	0	
60687	23.998	8.735	0	0	
60688	24.424	8.890	0	0	
60689	24.855	9.046	0	0	
60690	25.289	9.204	0	0	
60691	25.727	9.364	0	0	
