CYCLE	CMDPOS6	CMDPOS9	out_0.0	in_0.0	
1496	0.000	0.000	0	0	
1497	0.000	0.000	0	0	
1498	0.000	0.000	0	0	
1499	0.000	0.000	0	0	
1500	0.000	0.000	0	0	
1501	0.000	0.000	0	0	
1502	0.000	0.000	0	0	
1503	0.000	0.000	0	0	
1504	0.000	0.000	0	0	
1505	0.000	0.000	0	0	
1506	0.000	0.000	0	0	
1507	0.000	0.000	0	0	
1508	0.000	0.000	0	0	
1509	0.000	0.000	0	0	
1510	0.000	0.000	0	0	
1511	0.000	0.000	0	0	
1512	0.000	0.000	0	0	
1513	0.000	0.000	0	0	
1514	0.000	0.000	0	0	
1515	0.000	0.000	0	0	
1516	0.000	0.000	0	0	
1517	0.000	0.000	0	0	
1518	0.000	0.000	0	0	
1519	0.000	0.000	0	0	
1520	0.000	0.000	0	0	
1521	0.000	0.000	0	0	
1522	0.000	0.000	0	0	
1523	0.000	0.000	0	0	
1524	0.000	0.000	0	0	
1525	0.000	0.000	0	0	
1526	0.000	0.000	0	0	
1527	0.000	0.000	0	0	
1528	0.000	0.000	0	0	
1529	0.000	0.000	0	0	
1530	0.000	0.000	0	0	
1531	0.000	0.000	0	0	
1532	0.000	0.000	0	0	
1533	0.000	0.000	0	0	
1534	0.000	0.000	0	0	
1535	0.000	0.000	0	0	
1536	0.000	0.000	0	0	
1537	0.000	0.000	0	0	
1538	0.000	0.000	0	0	
1539	0.000	0.000	0	0	
1540	0.000	0.000	0	0	
1541	0.000	0.000	0	0	
1542	0.000	0.000	0	0	
1543	0.000	0.000	0	0	
1544	0.000	0.000	0	0	
1545	0.000	0.000	0	0	
1546	0.000	0.000	0	0	
1547	0.000	0.000	0	0	
1548	0.000	0.000	0	0	
1549	0.000	0.000	0	0	
1550	0.000	0.000	0	0	
1551	0.000	0.000	0	0	
1552	0.000	0.000	0	0	
1553	0.000	0.000	0	0	
1554	0.000	0.000	0	0	
1555	0.000	0.000	0	0	
1556	0.000	0.000	0	0	
1557	0.000	0.000	0	0	
1558	0.000	0.000	0	0	
1559	0.000	0.000	0	0	
1560	0.000	0.000	0	0	
1561	0.000	0.000	0	0	
1562	0.000	0.000	0	0	
1563	0.000	0.000	0	0	
1564	0.000	0.000	0	0	
1565	0.000	0.000	0	0	
1566	0.000	0.000	0	0	
1567	0.000	0.000	0	0	
1568	0.000	0.000	0	0	
1569	0.000	0.000	0	0	
1570	0.000	0.000	0	0	
1571	0.000	0.000	0	0	
1572	0.000	0.000	0	0	
1573	0.000	0.000	0	0	
1574	0.000	250.000	0	0	
1575	360.000	119.999	0	0	
1576	359.998	119.996	0	0	
1577	359.996	119.991	0	0	
1578	359.992	119.984	0	0	
1579	359.988	119.975	0	0	
1580	359.982	119.964	0	0	
1581	359.976	119.951	0	0	
1582	359.968	119.936	0	0	
1583	359.960	119.919	0	0	
1584	359.950	119.900	0	0	
1585	359.940	119.879	0	0	
1586	359.928	119.856	0	0	
1587	359.916	119.831	0	0	
1588	359.902	119.804	0	0	
1589	359.888	119.775	0	0	
1590	359.872	119.744	0	0	
1591	359.856	119.711	0	0	
1592	359.838	119.676	0	0	
1593	359.820	119.639	0	0	
1594	359.800	119.600	0	0	
1595	359.780	119.559	0	0	
1596	359.758	119.516	0	0	
1597	359.736	119.471	0	0	
1598	359.712	119.424	0	0	
1599	359.688	119.375	0	0	
1600	359.662	119.324	0	0	
1601	359.636	119.271	0	0	
1602	359.608	119.216	0	0	
1603	359.580	119.159	0	0	
1604	359.550	119.100	0	0	
1605	359.520	119.039	0	0	
1606	359.488	118.976	0	0	
1607	359.456	118.911	0	0	
1608	359.422	118.844	0	0	
1609	359.388	118.776	0	0	
1610	359.352	118.705	0	0	
1611	359.316	118.632	0	0	
1612	359.278	118.557	0	0	
1613	359.240	118.480	0	0	
1614	359.200	118.401	0	0	
1615	359.160	118.320	0	0	
1616	359.118	118.237	0	0	
1617	359.076	118.152	0	0	
1618	359.032	118.065	0	0	
1619	358.988	117.976	0	0	
1620	358.942	117.885	0	0	
1621	358.896	117.792	0	0	
1622	358.848	117.697	0	0	
1623	358.800	117.600	0	0	
1624	358.751	117.501	0	0	
1625	358.700	117.400	0	0	
1626	358.649	117.297	0	0	
1627	358.596	117.192	0	0	
1628	358.543	117.085	0	0	
1629	358.488	116.976	0	0	
1630	358.433	116.865	0	0	
1631	358.376	116.752	0	0	
1632	358.319	116.637	0	0	
1633	358.260	116.520	0	0	
1634	358.201	116.401	0	0	
1635	358.140	116.281	0	0	
1636	358.079	116.158	0	0	
1637	358.016	116.033	0	0	
1638	357.953	115.906	0	0	
1639	357.888	115.777	0	0	
1640	357.823	115.646	0	0	
1641	357.756	115.513	0	0	
1642	357.689	115.378	0	0	
1643	357.620	115.241	0	0	
1644	357.551	115.102	0	0	
1645	357.481	114.961	0	0	
1646	357.409	114.818	0	0	
1647	357.337	114.673	0	0	
1648	357.263	114.526	0	0	
1649	357.189	114.377	0	0	
1650	357.113	114.226	0	0	
1651	357.037	114.073	0	0	
1652	356.959	113.919	0	0	
1653	356.881	113.762	0	0	
1654	356.801	113.603	0	0	
1655	356.721	113.442	0	0	
1656	356.639	113.279	0	0	
1657	356.557	113.114	0	0	
1658	356.473	112.947	0	0	
1659	356.389	112.778	0	0	
1660	356.304	112.607	0	0	
1661	356.217	112.434	0	0	
1662	356.130	112.259	0	0	
1663	356.041	112.082	0	0	
1664	355.952	111.903	0	0	
1665	355.861	111.722	0	0	
1666	355.770	111.540	0	0	
1667	355.677	111.355	0	0	
1668	355.584	111.168	0	0	
1669	355.489	110.979	0	0	
1670	355.394	110.788	0	0	
1671	355.297	110.595	0	0	
1672	355.200	110.400	0	0	
1673	355.102	110.203	0	0	
1674	355.002	110.004	0	0	
1675	354.902	109.803	0	0	
1676	354.800	109.600	0	0	
1677	354.698	109.395	0	0	
1678	354.594	109.189	0	0	
1679	354.490	108.980	0	0	
1680	354.384	108.769	0	0	
1681	354.278	108.556	0	0	
1682	354.170	108.341	0	0	
1683	354.062	108.124	0	0	
1684	353.953	107.905	0	0	
1685	353.842	107.684	0	0	
1686	353.731	107.461	0	0	
1687	353.618	107.236	0	0	
1688	353.505	107.009	0	0	
1689	353.390	106.781	0	0	
1690	353.275	106.550	0	0	
1691	353.158	106.317	0	0	
1692	353.041	106.082	0	0	
1693	352.922	105.845	0	0	
1694	352.803	105.606	0	0	
1695	352.683	105.365	0	0	
1696	352.561	105.122	0	0	
1697	352.439	104.877	0	0	
1698	352.315	104.630	0	0	
1699	352.191	104.382	0	0	
1700	352.065	104.131	0	0	
1701	351.939	103.878	0	0	
1702	351.811	103.623	0	0	
1703	351.683	103.366	0	0	
1704	351.554	103.107	0	0	
1705	351.423	102.846	0	0	
1706	351.292	102.583	0	0	
1707	351.159	102.318	0	0	
1708	351.026	102.051	0	0	
1709	350.891	101.783	0	0	
1710	350.756	101.512	0	0	
1711	350.619	101.239	0	0	
1712	350.482	100.964	0	0	
1713	350.344	100.687	0	0	
1714	350.204	100.408	0	0	
1715	350.064	100.127	0	0	
1716	349.922	299.922	0	0	
1717	349.780	299.780	0	0	
1718	349.636	299.636	0	0	
1719	349.492	299.492	0	0	
1720	349.346	299.346	0	0	
1721	349.200	299.200	0	0	
1722	349.053	299.053	0	0	
1723	348.904	298.904	0	0	
1724	348.755	298.755	0	0	
1725	348.604	298.604	0	0	
1726	348.453	298.453	0	0	
1727	348.300	298.300	0	0	
1728	348.147	298.147	0	0	
1729	347.993	297.993	0	0	
1730	347.837	297.837	0	0	
1731	347.681	297.681	0	0	
1732	347.523	297.523	0	0	
1733	347.365	297.365	0	0	
1734	347.205	297.205	0	0	
1735	347.045	297.045	0	0	
1736	346.883	296.883	0	0	
1737	346.721	296.721	0	0	
1738	346.558	296.558	0	0	
