CYCLE	CMDPOS1	CMDPOS4	out_0.0	in_0.0	
1661	0.000	0.000	0	0	
1662	0.000	0.000	0	0	
1663	0.000	0.000	0	0	
1664	0.000	0.000	0	0	
1665	0.000	0.000	0	0	
1666	0.000	0.000	0	0	
1667	0.000	0.000	0	0	
1668	0.000	0.000	0	0	
1669	0.000	0.000	0	0	
1670	0.000	0.000	0	0	
1671	0.000	0.000	0	0	
1672	0.000	0.000	0	0	
1673	0.000	0.000	0	0	
1674	0.000	0.000	0	0	
1675	0.000	0.000	0	0	
1676	0.000	0.000	0	0	
1677	0.000	0.000	0	0	
1678	0.000	0.000	0	0	
1679	0.000	0.000	0	0	
1680	0.000	0.000	0	0	
1681	0.000	0.000	0	0	
1682	0.000	0.000	0	0	
1683	0.000	0.000	0	0	
1684	0.000	0.000	0	0	
1685	0.000	0.000	0	0	
1686	0.000	0.000	0	0	
1687	0.000	0.000	0	0	
1688	0.000	0.000	0	0	
1689	0.000	0.000	0	0	
1690	0.000	0.000	0	0	
1691	0.000	0.000	0	0	
1692	0.000	0.000	0	0	
1693	0.000	0.000	0	0	
1694	0.000	0.000	0	0	
1695	0.000	0.000	0	0	
1696	0.000	0.000	0	0	
1697	0.000	0.000	0	0	
1698	0.000	0.000	0	0	
1699	0.000	0.000	0	0	
1700	0.000	0.000	0	0	
1701	0.000	0.000	0	0	
1702	0.000	0.000	0	0	
1703	0.000	0.000	0	0	
1704	0.000	0.000	0	0	
1705	0.000	0.000	0	0	
1706	0.000	0.000	0	0	
1707	0.000	0.000	0	0	
1708	0.000	0.000	0	0	
1709	0.000	0.000	0	0	
1710	0.000	0.000	0	0	
1711	0.000	0.000	0	0	
1712	0.000	0.000	0	0	
1713	0.000	0.000	0	0	
1714	0.000	0.000	0	0	
1715	0.000	0.000	0	0	
1716	0.000	0.000	0	0	
1717	0.000	0.000	0	0	
1718	0.000	0.000	0	0	
1719	0.000	0.000	0	0	
1720	0.000	0.000	0	0	
1721	0.000	0.000	0	0	
1722	0.000	0.000	0	0	
1723	0.000	0.000	0	0	
1724	0.000	0.000	0	0	
1725	0.000	0.000	0	0	
1726	0.000	0.000	0	0	
1727	0.000	0.000	0	0	
1728	0.000	0.000	0	0	
1729	0.000	0.000	0	0	
1730	0.000	0.000	0	0	
1731	0.000	0.000	0	0	
1732	0.000	0.000	0	0	
1733	0.000	0.000	0	0	
1734	0.000	0.000	0	0	
1735	0.000	0.000	0	0	
1736	0.000	0.000	0	0	
1737	0.000	0.000	0	0	
1738	0.000	0.000	0	0	
1739	0.003	0.000	0	0	
1740	0.010	0.000	0	0	
1741	0.023	0.000	0	0	
1742	0.041	0.000	0	0	
1743	0.064	0.000	0	0	
1744	0.093	0.000	0	0	
1745	0.126	0.000	0	0	
1746	0.165	0.000	0	0	
1747	0.209	0.000	0	0	
1748	0.258	0.000	0	0	
1749	0.312	0.000	0	0	
1750	0.371	0.000	0	0	
1751	0.436	0.000	0	0	
1752	0.505	0.000	0	0	
1753	0.580	0.000	0	0	
1754	0.660	0.000	0	0	
1755	0.745	0.000	0	0	
1756	0.836	0.000	0	0	
1757	0.931	0.000	0	0	
1758	1.032	0.000	0	0	
1759	1.137	0.000	0	0	
1760	1.248	0.000	0	0	
1761	1.364	0.000	0	0	
1762	1.485	0.000	0	0	
1763	1.612	0.000	0	0	
1764	1.743	0.000	0	0	
1765	1.880	0.000	0	0	
1766	2.022	0.000	0	0	
1767	2.169	0.000	0	0	
1768	2.321	0.000	0	0	
1769	2.478	0.000	0	0	
1770	2.641	0.000	0	0	
1771	2.808	0.000	0	0	
1772	2.981	0.000	0	0	
1773	3.159	0.000	0	0	
1774	3.342	0.000	0	0	
1775	3.531	0.000	0	0	
1776	3.724	0.000	0	0	
1777	3.923	0.000	0	0	
1778	4.126	0.000	0	0	
1779	4.335	0.000	0	0	
1780	4.549	0.000	0	0	
1781	4.768	0.000	0	0	
1782	4.993	0.000	0	0	
1783	5.222	0.000	0	0	
1784	5.457	0.000	0	0	
1785	5.697	0.000	0	0	
1786	5.942	0.000	0	0	
1787	6.192	0.000	0	0	
1788	6.447	0.000	0	0	
1789	6.708	0.000	0	0	
1790	6.973	0.000	0	0	
1791	7.244	0.000	0	0	
1792	7.520	0.000	0	0	
1793	7.801	0.000	0	0	
1794	8.088	0.000	0	0	
1795	8.379	0.000	0	0	
1796	8.676	0.000	0	0	
1797	8.977	0.000	0	0	
1798	9.284	0.000	0	0	
1799	9.596	0.000	0	0	
1800	9.913	0.000	0	0	
1801	10.236	0.000	0	0	
1802	10.563	0.000	0	0	
1803	10.896	0.000	0	0	
1804	11.234	0.000	0	0	
1805	11.577	0.000	0	0	
1806	11.925	0.000	0	0	
1807	12.278	0.000	0	0	
1808	12.637	0.000	0	0	
1809	13.000	0.000	0	0	
1810	13.369	0.000	0	0	
1811	13.743	0.000	0	0	
1812	14.122	0.000	0	0	
1813	14.507	0.000	0	0	
1814	14.896	0.000	0	0	
1815	15.291	0.000	0	0	
1816	15.690	0.000	0	0	
1817	16.095	0.000	0	0	
1818	16.505	0.000	0	0	
1819	16.920	0.000	0	0	
1820	17.341	0.000	0	0	
1821	17.766	0.000	0	0	
1822	18.197	0.000	0	0	
1823	18.633	0.000	0	0	
1824	19.074	0.000	0	0	
1825	19.520	0.000	0	0	
1826	19.971	0.000	0	0	
1827	20.428	0.000	0	0	
1828	20.889	0.000	0	0	
1829	21.356	0.000	0	0	
1830	21.828	0.000	0	0	
1831	22.305	0.000	0	0	
1832	22.788	0.000	0	0	
1833	23.275	0.000	0	0	
1834	23.768	0.000	0	0	
1835	24.265	0.000	0	0	
1836	24.768	0.000	0	0	
1837	25.276	0.000	0	0	
1838	25.789	0.000	0	0	
1839	26.308	0.000	0	0	
1840	26.831	0.000	0	0	
1841	27.360	0.000	0	0	
1842	27.894	0.000	0	0	
1843	28.433	0.000	0	0	
1844	28.977	0.000	0	0	
1845	29.526	0.000	0	0	
1846	30.081	0.000	0	0	
1847	30.640	0.000	0	0	
1848	31.205	0.000	0	0	
1849	31.775	0.000	0	0	
1850	32.350	0.000	0	0	
1851	32.931	0.000	0	0	
1852	33.516	0.000	0	0	
1853	34.107	0.000	0	0	
1854	34.702	0.000	0	0	
1855	35.303	0.000	0	0	
1856	35.909	0.000	0	0	
1857	36.520	0.000	0	0	
1858	37.137	0.000	0	0	
1859	37.758	0.000	0	0	
1860	38.385	0.000	0	0	
1861	39.017	0.000	0	0	
1862	39.654	0.000	0	0	
1863	40.296	0.000	0	0	
1864	40.943	0.000	0	0	
1865	41.596	0.000	0	0	
1866	42.253	0.000	0	0	
1867	42.916	0.000	0	0	
1868	43.584	0.000	0	0	
1869	44.257	0.000	0	0	
1870	44.936	0.000	0	0	
1871	45.619	0.000	0	0	
1872	46.308	0.000	0	0	
1873	47.001	0.000	0	0	
1874	47.700	0.000	0	0	
1875	48.400	0.000	0	0	
1876	49.100	0.000	0	0	
1877	49.800	0.000	0	0	
1878	50.500	0.000	0	0	
1879	51.200	0.000	0	0	
1880	51.900	0.000	0	0	
1881	52.600	0.000	0	0	
1882	53.300	0.000	0	0	
1883	54.000	0.000	0	0	
1884	54.700	0.000	0	0	
1885	55.400	0.000	0	0	
1886	56.100	0.000	0	0	
1887	56.800	0.000	0	0	
1888	57.500	0.000	0	0	
1889	58.200	0.000	0	0	
1890	58.900	0.000	0	0	
1891	59.600	0.000	0	0	
1892	60.300	0.000	0	0	
1893	61.000	0.000	0	0	
1894	61.700	0.000	0	0	
1895	62.400	0.000	0	0	
1896	63.100	0.000	0	0	
1897	63.800	0.000	0	0	
1898	64.500	0.000	0	0	
1899	65.200	0.000	0	0	
1900	65.900	0.000	0	0	
1901	66.600	0.000	0	0	
1902	67.300	0.000	0	0	
1903	68.000	0.000	0	0	
1904	68.700	0.000	0	0	
1905	69.400	0.000	0	0	
1906	70.100	0.000	0	0	
1907	70.800	0.000	0	0	
1908	71.500	0.000	0	0	
1909	72.200	0.000	0	0	
1910	72.900	0.000	0	0	
1911	73.600	0.000	0	0	
1912	74.300	0.000	0	0	
1913	75.000	0.000	0	0	
1914	75.700	0.000	0	0	
1915	76.400	0.000	0	0	
1916	77.100	0.000	0	0	
1917	77.800	0.000	0	0	
1918	78.500	0.000	0	0	
1919	79.200	0.000	0	0	
1920	79.900	0.000	0	0	
1921	80.600	0.000	0	0	
1922	81.300	0.000	0	0	
1923	82.000	0.000	0	0	
1924	82.700	0.000	0	0	
1925	83.400	0.000	0	0	
1926	84.100	0.000	0	0	
1927	84.800	0.000	0	0	
1928	85.500	0.000	0	0	
1929	86.200	0.000	0	0	
1930	86.900	0.000	0	0	
1931	87.600	0.000	0	0	
1932	88.300	0.000	0	0	
1933	89.000	0.000	0	0	
1934	89.700	0.000	0	0	
1935	90.400	0.000	0	0	
1936	91.100	0.000	0	0	
1937	91.800	0.000	0	0	
1938	92.500	0.000	0	0	
1939	93.200	0.000	0	0	
1940	93.900	0.000	0	0	
1941	94.600	0.000	0	0	
1942	95.300	0.000	0	0	
1943	96.000	0.000	0	0	
