CYCLE	CMDPOS0	CMDPOS1	CMDPOS8	CMDPOS9	out_0.0	in_0.0
1986758	0.000	0.000	0.000	0.000	0	0
1986759	0.000	0.000	0.000	0.000	0	0
1986760	0.000	0.000	0.000	0.000	0	0
1986761	0.000	0.000	0.000	0.000	0	0
1986762	0.000	0.000	0.000	0.000	0	0
1986763	0.000	0.000	0.000	0.000	0	0
1986764	0.000	0.000	0.000	0.000	0	0
1986765	0.000	0.000	0.000	0.000	0	0
1986766	0.000	0.000	0.000	0.000	0	0
1986767	0.000	0.000	0.000	0.000	0	0
1986768	0.000	0.000	0.000	0.000	0	0
1986769	0.000	0.000	0.000	0.000	0	0
1986770	0.000	0.000	0.000	0.000	0	0
1986771	0.000	0.000	0.000	0.000	0	0
1986772	0.000	0.000	0.000	0.000	0	0
1986773	0.000	0.000	0.000	0.000	0	0
1986774	0.000	0.000	0.000	0.000	0	0
1986775	0.000	0.000	0.000	0.000	0	0
1986776	0.000	0.000	0.000	0.000	0	0
1986777	0.000	0.000	0.000	0.000	0	0
1986778	0.000	0.000	0.000	0.000	0	0
1986779	0.000	0.000	0.000	0.000	0	0
1986780	0.000	0.000	0.000	0.000	0	0
1986781	0.000	0.000	0.000	0.000	0	0
1986782	0.000	0.000	0.000	0.000	0	0
1986783	0.000	0.000	0.000	0.000	0	0
1986784	0.000	0.000	0.000	0.000	0	0
1986785	0.000	0.000	0.000	0.000	0	0
1986786	0.000	0.000	0.000	0.000	0	0
1986787	0.000	0.000	0.000	0.000	0	0
1986788	0.000	0.000	0.000	0.000	0	0
1986789	0.000	0.000	0.000	0.000	0	0
1986790	0.000	0.000	0.000	0.000	0	0
1986791	0.000	0.000	0.000	0.000	0	0
1986792	0.000	0.000	0.000	0.000	0	0
1986793	0.000	0.000	0.000	0.000	0	0
1986794	0.000	0.000	0.000	0.000	0	0
1986795	0.000	0.000	0.000	0.000	0	0
1986796	0.000	0.000	0.000	0.000	0	0
1986797	0.000	0.000	0.000	0.000	0	0
1986798	0.000	0.000	0.000	0.000	0	0
1986799	0.000	0.000	0.000	0.000	0	0
1986800	0.000	0.000	0.000	0.000	0	0
1986801	0.000	0.000	0.000	0.000	0	0
1986802	0.000	0.000	0.000	0.000	0	0
1986803	0.000	0.000	0.000	0.000	0	0
1986804	0.000	0.000	0.000	0.000	0	0
1986805	0.000	0.000	0.000	0.000	0	0
1986806	0.000	0.000	0.000	0.000	0	0
1986807	0.000	0.000	0.000	0.000	0	0
1986808	0.000	0.000	0.000	0.000	0	0
1986809	0.000	0.000	0.000	0.000	0	0
1986810	0.000	0.000	0.000	0.000	0	0
1986811	0.000	0.000	0.000	0.000	0	0
1986812	0.000	0.000	0.000	0.000	0	0
1986813	0.000	0.000	0.000	0.000	0	0
1986814	0.000	0.000	0.000	0.000	0	0
1986815	0.000	0.000	0.000	0.000	0	0
1986816	0.000	0.000	0.000	0.000	0	0
1986817	0.000	0.000	0.000	0.000	0	0
1986818	0.000	0.000	0.000	0.000	0	0
1986819	0.000	0.000	0.000	0.000	0	0
1986820	0.000	0.000	0.000	0.000	0	0
1986821	0.000	0.000	0.000	0.000	0	0
1986822	0.000	0.000	0.000	0.000	0	0
1986823	0.000	0.000	0.000	0.000	0	0
1986824	0.000	0.000	0.000	0.000	0	0
1986825	0.000	0.000	0.000	0.000	0	0
1986826	0.000	0.000	0.000	0.000	0	0
1986827	0.000	0.000	0.000	0.000	0	0
1986828	0.000	0.000	0.000	0.000	0	0
1986829	0.000	0.000	0.000	0.000	0	0
1986830	0.000	0.000	0.000	0.000	0	0
1986831	0.000	0.000	0.000	0.000	0	0
1986832	0.000	0.000	0.000	0.000	0	0
1986833	0.000	0.000	0.000	0.000	0	0
1986834	0.000	0.000	0.000	0.000	0	0
1986835	0.000	0.000	0.001	0.001	0	0
1986836	0.000	0.001	0.003	0.003	0	0
1986837	0.000	0.003	0.006	0.006	0	0
1986838	0.000	0.006	0.011	0.011	0	0
1986839	0.000	0.009	0.017	0.017	0	0
1986840	0.000	0.013	0.025	0.025	0	0
1986841	0.000	0.017	0.034	0.034	0	0
1986842	0.000	0.022	0.045	0.045	0	0
1986843	0.000	0.028	0.057	0.057	0	0
1986844	0.000	0.035	0.070	0.070	0	0
1986845	0.000	0.042	0.085	0.085	0	0
1986846	0.000	0.050	0.101	0.101	0	0
1986847	0.000	0.059	0.118	0.118	0	0
1986848	0.000	0.069	0.137	0.137	0	0
1986849	0.000	0.079	0.157	0.157	0	0
1986850	0.000	0.090	0.179	0.179	0	0
1986851	0.000	0.101	0.202	0.202	0	0
1986852	0.000	0.113	0.227	0.227	0	0
1986853	0.000	0.126	0.253	0.253	0	0
1986854	0.000	0.140	0.280	0.280	0	0
1986855	0.000	0.154	0.309	0.309	0	0
1986856	0.000	0.169	0.339	0.339	0	0
1986857	0.000	0.185	0.370	0.370	0	0
1986858	0.000	0.202	0.403	0.403	0	0
1986859	0.000	0.219	0.437	0.437	0	0
1986860	0.000	0.237	0.473	0.473	0	0
1986861	0.000	0.255	0.510	0.510	0	0
1986862	0.000	0.274	0.549	0.549	0	0
1986863	0.000	0.294	0.589	0.589	0	0
1986864	0.000	0.315	0.630	0.630	0	0
1986865	0.000	0.336	0.673	0.673	0	0
1986866	0.000	0.358	0.717	0.717	0	0
1986867	0.000	0.381	0.762	0.762	0	0
1986868	0.000	0.405	0.809	0.809	0	0
1986869	0.000	0.429	0.857	0.857	0	0
1986870	0.000	0.454	0.907	0.907	0	0
1986871	0.000	0.479	0.958	0.958	0	0
1986872	0.000	0.505	1.011	1.011	0	0
1986873	0.000	0.532	1.064	1.064	0	0
1986874	0.000	0.560	1.120	1.120	0	0
1986875	0.000	0.588	1.176	1.176	0	0
1986876	0.000	0.617	1.235	1.235	0	0
1986877	0.000	0.647	1.294	1.294	0	0
1986878	0.000	0.677	1.355	1.355	0	0
1986879	0.000	0.709	1.417	1.417	0	0
1986880	0.000	0.740	1.481	1.481	0	0
1986881	0.000	0.773	1.546	1.546	0	0
1986882	0.000	0.806	1.612	1.612	0	0
1986883	0.000	0.840	1.680	1.680	0	0
1986884	0.000	0.875	1.750	1.750	0	0
1986885	0.000	0.910	1.820	1.820	0	0
1986886	0.000	0.946	1.892	1.892	0	0
1986887	0.000	0.983	1.966	1.966	0	0
1986888	0.000	1.020	2.041	2.041	0	0
1986889	0.000	1.059	2.117	2.117	0	0
1986890	0.000	1.097	2.195	2.195	0	0
1986891	0.000	1.137	2.274	2.274	0	0
1986892	0.000	1.177	2.354	2.354	0	0
1986893	0.000	1.218	2.436	2.436	0	0
1986894	0.000	1.260	2.520	2.520	0	0
1986895	0.000	1.302	2.604	2.604	0	0
1986896	0.000	1.345	2.690	2.690	0	0
1986897	0.000	1.389	2.778	2.778	0	0
1986898	0.000	1.433	2.867	2.867	0	0
1986899	0.000	1.478	2.957	2.957	0	0
1986900	0.000	1.524	3.049	3.049	0	0
1986901	0.000	1.571	3.142	3.142	0	0
1986902	0.000	1.618	3.236	3.236	0	0
1986903	0.000	1.666	3.332	3.332	0	0
1986904	0.000	1.715	3.429	3.429	0	0
1986905	0.000	1.764	3.528	3.528	0	0
