CYCLE	CMDPOS4	CMDPOS5	CMDPOS8	out_0.0	in_0.0
57628	0.000	0.000	0.000	0	0
57629	0.000	0.000	0.000	0	0
57630	0.000	0.000	0.000	0	0
57631	0.000	0.000	0.000	0	0
57632	0.000	0.000	0.000	0	0
57633	0.000	0.000	0.000	0	0
57634	0.000	0.000	0.000	0	0
57635	0.000	0.000	0.000	0	0
57636	0.000	0.000	0.000	0	0
57637	0.000	0.000	0.000	0	0
57638	0.000	0.000	0.000	0	0
57639	0.000	0.000	0.000	0	0
57640	0.000	0.000	0.000	0	0
57641	0.000	0.000	0.000	0	0
57642	0.000	0.000	0.000	0	0
57643	0.000	0.000	0.000	0	0
57644	0.000	0.000	0.000	0	0
57645	0.000	0.000	0.000	0	0
57646	0.000	0.000	0.000	0	0
57647	0.000	0.000	0.000	0	0
57648	0.000	0.000	0.000	0	0
57649	0.000	0.000	0.000	0	0
57650	0.000	0.000	0.000	0	0
57651	0.000	0.000	0.000	0	0
57652	0.000	0.000	0.000	0	0
57653	0.000	0.000	0.000	0	0
57654	0.000	0.000	0.000	0	0
57655	0.000	0.000	0.000	0	0
57656	0.000	0.000	0.000	0	0
57657	0.000	0.000	0.000	0	0
57658	0.000	0.000	0.000	0	0
57659	0.000	0.000	0.000	0	0
57660	0.000	0.000	0.000	0	0
57661	0.000	0.000	0.000	0	0
57662	0.000	0.000	0.000	0	0
57663	0.000	0.000	0.000	0	0
57664	0.000	0.000	0.000	0	0
57665	0.000	0.000	0.000	0	0
57666	0.000	0.000	0.000	0	0
57667	0.000	0.000	0.000	0	0
57668	0.000	0.000	0.000	0	0
57669	0.000	0.000	0.000	0	0
57670	0.000	0.000	0.000	0	0
57671	0.000	0.000	0.000	0	0
57672	0.000	0.000	0.000	0	0
57673	0.000	0.000	0.000	0	0
57674	0.000	0.000	0.000	0	0
57675	0.000	0.000	0.000	0	0
57676	0.000	0.000	0.000	0	0
57677	0.000	0.000	0.000	0	0
57678	0.000	0.000	0.000	0	0
57679	0.000	0.000	0.000	0	0
57680	0.000	0.000	0.000	0	0
57681	0.000	0.000	0.000	0	0
57682	0.000	0.000	0.000	0	0
57683	0.000	0.000	0.000	0	0
57684	0.004	0.002	0.000	0	0
57685	0.018	0.009	0.000	0	0
57686	0.040	0.020	0.000	0	0
57687	0.071	0.036	0.000	0	0
57688	0.112	0.056	0.000	0	0
57689	0.161	0.080	0.000	0	0
57690	0.219	0.109	0.000	0	0
57691	0.286	0.143	0.000	0	0
57692	0.362	0.181	0.000	0	0
57693	0.446	0.223	0.000	0	0
57694	0.540	0.270	0.000	0	0
57695	0.643	0.321	0.000	0	0
57696	0.754	0.377	0.000	0	0
57697	0.875	0.438	0.000	0	0
57698	1.004	0.502	0.000	0	0
57699	1.143	0.571	0.000	0	0
57700	1.290	0.645	0.000	0	0
57701	1.446	0.723	0.000	0	0
57702	1.612	0.806	0.000	0	0
57703	1.786	0.893	0.000	0	0
57704	1.969	0.984	0.000	0	0
57705	2.161	1.080	0.000	0	0
57706	2.362	1.181	0.000	0	0
57707	2.571	1.286	0.000	0	0
57708	2.790	1.395	0.000	0	0
57709	3.018	1.509	0.000	0	0
57710	3.254	1.627	0.000	0	0
57711	3.500	1.750	0.000	0	0
57712	3.754	1.877	0.000	0	0
57713	4.018	2.009	0.000	0	0
57714	4.290	2.145	0.000	0	0
57715	4.571	2.286	0.000	0	0
57716	4.862	2.431	0.000	0	0
57717	5.161	2.580	0.000	0	0
57718	5.469	2.734	0.000	0	0
57719	5.786	2.893	0.000	0	0
57720	6.112	3.056	0.000	0	0
57721	6.446	3.223	0.000	0	0
57722	6.790	3.395	0.000	0	0
57723	7.143	3.571	0.000	0	0
57724	7.504	3.752	0.000	0	0
57725	7.875	3.938	0.000	0	0
57726	8.254	4.127	0.000	0	0
57727	8.643	4.321	0.000	0	0
57728	9.040	4.520	0.000	0	0
57729	9.446	4.723	0.000	0	0
57730	9.862	4.931	0.000	0	0
57731	10.286	5.143	0.000	0	0
57732	10.719	5.359	0.000	0	0
57733	11.161	5.580	0.000	0	0
57734	11.612	5.806	0.000	0	0
57735	12.071	6.036	0.000	0	0
57736	12.540	6.270	0.000	0	0
57737	13.018	6.509	0.000	0	0
57738	13.504	6.752	0.000	0	0
57739	14.000	7.000	0.000	0	0
57740	14.504	7.252	0.000	0	0
57741	15.018	7.509	0.000	0	0
57742	15.540	7.770	0.000	0	0
57743	16.071	8.036	0.000	0	0
57744	16.612	8.306	0.000	0	0
57745	17.161	8.580	0.000	0	0
57746	17.719	8.859	0.000	0	0
57747	18.286	9.143	0.000	0	0
57748	18.862	9.431	0.000	0	0
57749	19.446	9.723	0.000	0	0
57750	20.040	10.020	0.000	0	0
57751	20.643	10.321	0.000	0	0
57752	21.254	10.627	0.000	0	0
57753	21.875	10.938	0.000	0	0
57754	22.504	11.252	0.000	0	0
57755	23.143	11.571	0.000	0	0
57756	23.790	11.895	0.000	0	0
57757	24.446	12.223	0.000	0	0
57758	25.112	12.556	0.000	0	0
57759	25.786	12.893	0.000	0	0
57760	26.469	13.234	0.000	0	0
57761	27.161	13.580	0.000	0	0
57762	27.862	13.931	0.000	0	0
57763	28.571	14.286	0.000	0	0
57764	29.290	14.645	0.000	0	0
57765	30.018	15.009	0.000	0	0
57766	30.754	15.377	0.000	0	0
57767	31.500	15.750	0.000	0	0
57768	32.254	16.127	0.000	0	0
57769	33.018	16.509	0.000	0	0
57770	33.790	16.895	0.000	0	0
57771	34.571	17.286	0.000	0	0
57772	35.362	17.681	0.000	0	0
57773	36.161	18.080	0.000	0	0
57774	36.969	18.484	0.000	0	0
57775	37.786	18.893	0.000	0	0
57776	38.612	19.306	0.000	0	0
57777	39.446	19.723	0.000	0	0
57778	40.290	20.145	0.000	0	0
57779	41.143	20.571	0.000	0	0
57780	42.004	21.002	0.000	0	0
57781	42.875	21.437	0.000	0	0
57782	43.754	21.877	0.000	0	0
57783	44.643	22.321	0.000	0	0
57784	45.536	22.768	0.000	0	0
57785	46.429	23.214	0.000	0	0
57786	47.321	23.661	0.000	0	0
57787	48.214	24.107	0.000	0	0
57788	49.107	24.554	0.000	0	0
57789	50.000	25.000	0.000	0	0
57790	50.893	25.446	0.000	0	0
57791	51.786	25.893	0.000	0	0
57792	52.679	26.339	0.000	0	0
57793	53.571	26.786	0.000	0	0
57794	54.464	27.232	0.000	0	0
57795	55.357	27.679	0.000	0	0
57796	56.246	28.123	0.000	0	0
57797	57.125	28.562	0.000	0	0
57798	57.996	28.998	0.000	0	0
57799	58.857	29.429	0.000	0	0
57800	59.710	29.855	0.000	0	0
57801	60.554	30.277	0.000	0	0
57802	61.388	30.694	0.000	0	0
57803	62.214	31.107	0.000	0	0
57804	63.031	31.516	0.000	0	0
57805	63.839	31.920	0.000	0	0
57806	64.638	32.319	0.000	0	0
57807	65.429	32.714	0.000	0	0
57808	66.210	33.105	0.000	0	0
57809	66.982	33.491	0.000	0	0
57810	67.746	33.873	0.000	0	0
57811	68.500	34.250	0.000	0	0
57812	69.246	34.623	0.000	0	0
57813	69.982	34.991	0.000	0	0
57814	70.710	35.355	0.000	0	0
57815	71.429	35.714	0.000	0	0
57816	72.138	36.069	0.000	0	0
57817	72.839	36.420	0.000	0	0
57818	73.531	36.766	0.000	0	0
57819	74.214	37.107	0.000	0	0
57820	74.888	37.444	0.000	0	0
57821	75.554	37.777	0.000	0	0
57822	76.210	38.105	0.000	0	0
57823	76.857	38.429	0.000	0	0
57824	77.496	38.748	0.000	0	0
57825	78.125	39.062	0.000	0	0
57826	78.746	39.373	0.000	0	0
57827	79.357	39.679	0.000	0	0
57828	79.960	39.980	0.000	0	0
57829	80.554	40.277	0.000	0	0
57830	81.138	40.569	0.000	0	0
57831	81.714	40.857	0.000	0	0
57832	82.281	41.141	0.000	0	0
57833	82.839	41.420	0.000	0	0
57834	83.388	41.694	0.000	0	0
57835	83.929	41.964	0.000	0	0
57836	84.460	42.230	0.000	0	0
57837	84.982	42.491	0.000	0	0
57838	85.496	42.748	0.000	0	0
57839	86.000	43.000	0.000	0	0
57840	86.496	43.248	0.000	0	0
57841	86.982	43.491	0.000	0	0
57842	87.460	43.730	0.000	0	0
57843	87.929	43.964	0.000	0	0
57844	88.388	44.194	0.000	0	0
57845	88.839	44.420	0.000	0	0
57846	89.281	44.641	0.000	0	0
57847	89.714	44.857	0.000	0	0
57848	90.138	45.069	0.000	0	0
57849	90.554	45.277	0.000	0	0
57850	90.960	45.480	0.000	0	0
57851	91.357	45.679	0.000	0	0
57852	91.746	45.873	0.000	0	0
57853	92.125	46.062	0.000	0	0
57854	92.496	46.248	0.000	0	0
57855	92.857	46.429	0.000	0	0
57856	93.210	46.605	0.000	0	0
57857	93.554	46.777	0.000	0	0
57858	93.888	46.944	0.000	0	0
57859	94.214	47.107	0.000	0	0
57860	94.531	47.266	0.000	0	0
57861	94.839	47.420	0.000	0	0
57862	95.138	47.569	0.000	0	0
57863	95.429	47.714	0.000	0	0
57864	95.710	47.855	0.000	0	0
57865	95.982	47.991	0.000	0	0
57866	96.246	48.123	0.000	0	0
57867	96.500	48.250	0.000	0	0
57868	96.746	48.373	0.000	0	0
57869	96.982	48.491	0.000	0	0
57870	97.210	48.605	0.000	0	0
57871	97.429	48.714	0.000	0	0
57872	97.638	48.819	0.000	0	0
57873	97.839	48.920	0.000	0	0
57874	98.031	49.016	0.000	0	0
57875	98.214	49.107	0.000	0	0
57876	98.388	49.194	0.000	0	0
57877	98.554	49.277	0.000	0	0
57878	98.710	49.355	0.000	0	0
57879	98.857	49.429	0.000	0	0
57880	98.996	49.498	0.000	0	0
57881	99.125	49.562	0.000	0	0
57882	99.246	49.623	0.000	0	0
57883	99.357	49.679	0.000	0	0
57884	99.460	49.730	0.000	0	0
57885	99.554	49.777	0.000	0	0
57886	99.638	49.819	0.000	0	0
57887	99.714	49.857	0.000	0	0
57888	99.781	49.891	0.000	0	0
57889	99.839	49.920	0.000	0	0
57890	99.888	49.944	0.000	0	0
57891	99.929	49.964	0.000	0	0
57892	99.960	49.980	0.000	0	0
57893	99.982	49.991	0.000	0	0
57894	99.996	49.998	0.000	0	0
57895	100.000	50.000	0.000	0	0
57896	100.000	50.000	0.000	0	0
57897	100.000	50.000	0.000	0	0
57898	100.000	50.000	0.000	0	0
57899	100.000	50.000	0.000	0	0
57900	100.000	50.000	0.000	0	0
57901	100.000	50.000	0.000	0	0
57902	100.000	50.000	0.000	0	0
57903	100.000	50.000	0.000	0	0
57904	100.000	50.000	0.000	0	0
57905	100.000	50.000	0.000	0	0
57906	100.000	50.000	0.000	0	0
57907	100.000	50.000	0.000	0	0
57908	100.000	50.000	0.000	0	0
57909	100.000	50.000	0.000	0	0
57910	100.000	50.000	0.000	0	0
57911	100.000	50.000	0.000	0	0
57912	100.000	50.000	0.000	0	0
57913	100.000	50.000	0.000	0	0
57914	100.000	50.000	0.000	0	0
57915	100.000	50.000	0.000	0	0
57916	100.000	50.000	0.000	0	0
57917	100.000	50.000	0.000	0	0
57918	100.000	50.000	0.000	0	0
57919	100.000	50.000	0.000	0	0
57920	100.000	50.000	0.000	0	0
57921	100.000	50.000	0.000	0	0
57922	100.000	50.000	0.000	0	0
57923	100.000	50.000	0.000	0	0
57924	100.000	50.000	0.000	0	0
57925	100.000	50.000	0.000	0	0
57926	100.000	50.000	0.000	0	0
57927	100.000	50.000	0.000	0	0
57928	100.000	50.000	0.000	0	0
57929	100.000	50.000	0.000	0	0
57930	100.000	50.000	0.000	0	0
57931	100.000	50.000	0.000	0	0
57932	100.000	50.000	0.000	0	0
57933	100.000	50.000	0.000	0	0
57934	100.000	50.000	0.000	0	0
57935	100.000	50.000	0.000	0	0
57936	100.000	50.000	0.000	0	0
57937	100.000	50.000	0.000	0	0
57938	100.000	50.000	0.000	0	0
57939	100.000	50.000	0.000	0	0
57940	100.000	50.000	0.000	0	0
57941	100.000	50.000	0.000	0	0
57942	100.000	50.000	0.000	0	0
57943	100.000	50.000	0.000	0	0
57944	100.000	50.000	0.000	0	0
57945	100.000	50.000	0.000	0	0
57946	100.000	50.000	0.000	0	0
57947	100.000	50.000	0.000	0	0
57948	100.000	50.000	0.000	0	0
57949	100.000	50.000	0.000	0	0
57950	100.000	50.000	0.000	0	0
57951	100.000	50.000	0.000	0	0
57952	100.000	50.000	0.000	0	0
57953	100.000	50.000	0.000	0	0
57954	100.000	50.000	0.000	0	0
57955	100.000	50.000	0.000	0	0
57956	100.000	50.000	0.000	0	0
57957	100.000	50.000	0.000	0	0
57958	100.000	50.000	0.000	0	0
57959	100.000	50.000	0.000	0	0
57960	100.000	50.000	0.000	0	0
57961	100.000	50.000	0.000	0	0
57962	100.000	50.000	0.000	0	0
57963	100.000	50.000	0.000	0	0
57964	100.000	50.000	0.000	0	0
57965	100.000	50.000	0.000	0	0
57966	100.000	50.000	0.000	0	0
57967	100.000	50.000	0.000	0	0
57968	100.000	50.000	0.000	0	0
