CYCLE	CMDPOS3	CMDPOS5	CMDPOS6	out_0.0	in_0.0
1787	0.000	0.000	0.000	0	0
1788	0.000	0.000	0.000	0	0
1789	0.000	0.000	0.000	0	0
1790	0.000	0.000	0.000	0	0
1791	0.000	0.000	0.000	0	0
1792	0.000	0.000	0.000	0	0
1793	0.000	0.000	0.000	0	0
1794	0.000	0.000	0.000	0	0
1795	0.000	0.000	0.000	0	0
1796	0.000	0.000	0.000	0	0
1797	0.000	0.000	0.000	0	0
1798	0.000	0.000	0.000	0	0
1799	0.000	0.000	0.000	0	0
1800	0.000	0.000	0.000	0	0
1801	0.000	0.000	0.000	0	0
1802	0.000	0.000	0.000	0	0
1803	0.000	0.000	0.000	0	0
1804	0.000	0.000	0.000	0	0
1805	0.000	0.000	0.000	0	0
1806	0.000	0.000	0.000	0	0
1807	0.000	0.000	0.000	0	0
1808	0.000	0.000	0.000	0	0
1809	0.000	0.000	0.000	0	0
1810	0.000	0.000	0.000	0	0
1811	0.000	0.000	0.000	0	0
1812	0.000	0.000	0.000	0	0
1813	0.000	0.000	0.000	0	0
1814	0.000	0.000	0.000	0	0
1815	0.000	0.000	0.000	0	0
1816	0.000	0.000	0.000	0	0
1817	0.000	0.000	0.000	0	0
1818	0.000	0.000	0.000	0	0
1819	0.000	0.000	0.000	0	0
1820	0.000	0.000	0.000	0	0
1821	0.000	0.000	0.000	0	0
1822	0.000	0.000	0.000	0	0
1823	0.000	0.000	0.000	0	0
1824	0.000	0.000	0.000	0	0
1825	0.000	0.000	0.000	0	0
1826	0.000	0.000	0.000	0	0
1827	0.000	0.000	0.000	0	0
1828	0.000	0.000	0.000	0	0
1829	0.000	0.000	0.000	0	0
1830	0.000	0.000	0.000	0	0
1831	0.000	0.000	0.000	0	0
1832	0.000	0.000	0.000	0	0
1833	0.000	0.000	0.000	0	0
1834	0.000	0.000	0.000	0	0
1835	0.000	0.000	0.000	0	0
1836	0.000	0.000	0.000	0	0
1837	0.000	0.000	0.000	0	0
1838	0.000	0.000	0.000	0	0
1839	0.000	0.000	0.000	0	0
1840	0.000	0.000	0.000	0	0
1841	0.000	0.000	0.000	0	0
1842	0.000	0.000	0.000	0	0
1843	0.000	0.000	0.000	0	0
1844	0.000	0.000	0.000	0	0
1845	0.000	0.000	0.000	0	0
1846	0.000	0.000	0.000	0	0
1847	0.000	0.000	0.000	0	0
1848	0.000	0.000	0.000	0	0
1849	0.000	0.000	0.000	0	0
1850	0.000	0.000	0.000	0	0
1851	0.000	0.000	0.000	0	0
1852	0.000	0.000	0.000	0	0
1853	0.000	0.000	0.000	0	0
1854	0.000	0.000	0.000	0	0
1855	0.000	0.000	0.000	0	0
1856	0.000	0.000	0.000	0	0
1857	0.000	0.000	0.000	0	0
1858	0.000	0.000	0.000	0	0
1859	0.000	0.000	0.000	0	0
1860	0.000	0.000	0.000	0	0
1861	0.000	0.000	0.000	0	0
1862	0.000	0.000	0.000	0	0
1863	0.000	0.000	0.000	0	0
1864	0.000	0.000	0.000	0	0
1865	0.000	0.000	0.000	0	0
1866	0.000	0.000	0.000	0	0
1867	0.000	0.001	0.000	0	0
1868	0.000	0.004	0.000	0	0
1869	0.000	0.009	0.000	0	0
1870	0.000	0.016	0.000	0	0
1871	0.000	0.025	0.000	0	0
1872	0.000	0.036	0.000	0	0
1873	0.000	0.049	0.000	0	0
1874	0.000	0.064	0.000	0	0
1875	0.000	0.081	0.000	0	0
1876	0.000	0.100	0.000	0	0
1877	0.000	0.121	0.000	0	0
1878	0.000	0.144	0.000	0	0
1879	0.000	0.169	0.000	0	0
1880	0.000	0.196	0.000	0	0
1881	0.000	0.225	0.000	0	0
1882	0.000	0.256	0.000	0	0
1883	0.000	0.289	0.000	0	0
1884	0.000	0.324	0.000	0	0
1885	0.000	0.361	0.000	0	0
1886	0.000	0.400	0.000	0	0
1887	0.000	0.441	0.000	0	0
1888	0.000	0.483	0.000	0	0
1889	0.000	0.528	0.000	0	0
1890	0.000	0.575	0.000	0	0
1891	0.000	0.624	0.000	0	0
1892	0.000	0.675	0.000	0	0
1893	0.000	0.728	0.000	0	0
1894	0.000	0.783	0.000	0	0
1895	0.000	0.840	0.000	0	0
1896	0.000	0.899	0.000	0	0
1897	0.000	0.960	0.000	0	0
1898	0.000	1.023	0.000	0	0
1899	0.000	1.088	0.000	0	0
1900	0.000	1.155	0.000	0	0
1901	0.000	1.224	0.000	0	0
1902	0.000	1.295	0.000	0	0
1903	0.000	1.367	0.000	0	0
1904	0.000	1.442	0.000	0	0
1905	0.000	1.519	0.000	0	0
1906	0.000	1.598	0.000	0	0
1907	0.000	1.679	0.000	0	0
1908	0.000	1.762	0.000	0	0
1909	0.000	1.847	0.000	0	0
1910	0.000	1.934	0.000	0	0
1911	0.000	2.023	0.000	0	0
1912	0.000	2.114	0.000	0	0
1913	0.000	2.207	0.000	0	0
1914	0.000	2.301	0.000	0	0
