CYCLE	CMDPOS10	CMDPOS12	out_0.0	in_0.0	
75843	0.000	0.000	0	0	
75844	0.000	0.000	0	0	
75845	0.000	0.000	0	0	
75846	0.000	0.000	0	0	
75847	0.000	0.000	0	0	
75848	0.000	0.000	0	0	
75849	0.000	0.000	0	0	
75850	0.000	0.000	0	0	
75851	0.000	0.000	0	0	
75852	0.000	0.000	0	0	
75853	0.000	0.000	0	0	
75854	0.000	0.000	0	0	
75855	0.000	0.000	0	0	
75856	0.000	0.000	0	0	
75857	0.000	0.000	0	0	
75858	0.000	0.000	0	0	
75859	0.000	0.000	0	0	
75860	0.000	0.000	0	0	
75861	0.000	0.000	0	0	
75862	0.000	0.000	0	0	
75863	0.000	0.000	0	0	
75864	0.000	0.000	0	0	
75865	0.000	0.000	0	0	
75866	0.000	0.000	0	0	
75867	0.000	0.000	0	0	
75868	0.000	0.000	0	0	
75869	0.000	0.000	0	0	
75870	0.000	0.000	0	0	
75871	0.000	0.000	0	0	
75872	0.000	0.000	0	0	
75873	0.000	0.000	0	0	
75874	0.000	0.000	0	0	
75875	0.000	0.000	0	0	
75876	0.000	0.000	0	0	
75877	0.000	0.000	0	0	
75878	0.000	0.000	0	0	
75879	0.000	0.000	0	0	
75880	0.000	0.000	0	0	
75881	0.000	0.000	0	0	
75882	0.000	0.000	0	0	
75883	0.000	0.000	0	0	
75884	0.000	0.000	0	0	
75885	0.000	0.000	0	0	
75886	0.000	0.000	0	0	
75887	0.000	0.000	0	0	
75888	0.000	0.000	0	0	
75889	0.000	0.000	0	0	
75890	0.000	0.000	0	0	
75891	0.000	0.000	0	0	
75892	0.000	0.000	0	0	
75893	0.000	0.000	0	0	
75894	0.000	0.000	0	0	
75895	0.000	0.000	0	0	
75896	0.000	0.000	0	0	
75897	0.000	0.000	0	0	
75898	0.000	0.000	0	0	
75899	0.000	0.000	0	0	
75900	0.000	0.000	0	0	
75901	0.000	0.000	0	0	
75902	0.000	0.000	0	0	
75903	0.000	0.000	0	0	
75904	0.000	0.000	0	0	
75905	0.000	0.000	0	0	
75906	0.000	0.000	0	0	
75907	0.000	0.000	0	0	
75908	0.000	0.000	0	0	
75909	0.000	0.000	0	0	
75910	0.000	0.000	0	0	
75911	0.000	0.000	0	0	
75912	0.000	0.000	0	0	
75913	0.000	0.000	0	0	
75914	0.000	0.000	0	0	
75915	0.000	0.000	0	0	
75916	0.000	0.000	0	0	
75917	0.000	0.000	0	0	
75918	0.000	0.000	0	0	
75919	0.000	0.000	0	0	
75920	0.005	0.000	0	0	
75921	0.020	0.000	0	0	
75922	0.045	0.000	0	0	
75923	0.080	0.000	0	0	
75924	0.125	0.000	0	0	
75925	0.180	0.000	0	0	
75926	0.245	0.000	0	0	
75927	0.320	0.000	0	0	
75928	0.405	0.000	0	0	
75929	0.500	0.000	0	0	
75930	0.605	0.000	0	0	
75931	0.720	0.000	0	0	
75932	0.845	0.000	0	0	
75933	0.980	0.000	0	0	
75934	1.125	0.000	0	0	
75935	1.280	0.000	0	0	
75936	1.445	0.000	0	0	
75937	1.620	0.000	0	0	
75938	1.805	0.000	0	0	
75939	2.000	0.000	0	0	
75940	2.205	0.000	0	0	
75941	2.420	0.000	0	0	
75942	2.645	0.000	0	0	
75943	2.880	0.000	0	0	
75944	3.125	0.000	0	0	
75945	3.380	0.000	0	0	
75946	3.645	0.000	0	0	
75947	3.920	0.000	0	0	
75948	4.205	0.000	0	0	
75949	4.500	0.000	0	0	
75950	4.805	0.000	0	0	
75951	5.120	0.000	0	0	
75952	5.445	0.000	0	0	
75953	5.780	0.000	0	0	
75954	6.125	0.000	0	0	
75955	6.480	0.000	0	0	
75956	6.845	0.000	0	0	
75957	7.220	0.000	0	0	
75958	7.605	0.000	0	0	
75959	8.000	0.000	0	0	
75960	8.405	0.000	0	0	
75961	8.820	0.000	0	0	
75962	9.245	0.000	0	0	
75963	9.680	0.000	0	0	
75964	10.125	0.000	0	0	
75965	10.580	0.000	0	0	
75966	11.045	0.000	0	0	
75967	11.520	0.000	0	0	
75968	12.005	0.000	0	0	
75969	12.500	0.000	0	0	
75970	13.005	0.000	0	0	
75971	13.520	0.000	0	0	
75972	14.045	0.000	0	0	
75973	14.580	0.000	0	0	
75974	15.125	0.000	0	0	
75975	15.680	0.000	0	0	
75976	16.245	0.000	0	0	
75977	16.820	0.000	0	0	
75978	17.405	0.000	0	0	
75979	18.000	0.000	0	0	
75980	18.605	0.000	0	0	
75981	19.220	0.000	0	0	
75982	19.845	0.000	0	0	
75983	20.480	0.000	0	0	
75984	21.125	0.000	0	0	
75985	21.780	0.000	0	0	
75986	22.445	0.000	0	0	
75987	23.120	0.000	0	0	
75988	23.805	0.000	0	0	
75989	24.500	0.000	0	0	
75990	25.205	0.000	0	0	
75991	25.920	0.000	0	0	
75992	26.645	0.000	0	0	
75993	27.380	0.000	0	0	
75994	28.125	0.000	0	0	
75995	28.880	0.000	0	0	
75996	29.645	0.000	0	0	
75997	30.420	0.000	0	0	
75998	31.205	0.000	0	0	
75999	32.000	0.000	0	0	
76000	32.805	0.000	0	0	
76001	33.620	0.000	0	0	
76002	34.445	0.000	0	0	
76003	35.280	0.000	0	0	
76004	36.125	0.000	0	0	
76005	36.980	0.000	0	0	
76006	37.845	0.000	0	0	
76007	38.720	0.000	0	0	
76008	39.605	0.000	0	0	
76009	40.500	0.000	0	0	
76010	41.405	0.000	0	0	
76011	42.320	0.000	0	0	
76012	43.245	0.000	0	0	
76013	44.180	0.000	0	0	
76014	45.125	0.000	0	0	
76015	46.080	0.000	0	0	
76016	47.045	0.000	0	0	
76017	48.020	0.000	0	0	
76018	49.005	0.000	0	0	
76019	50.000	0.000	0	0	
76020	51.000	0.000	0	0	
76021	52.000	0.000	0	0	
76022	53.000	0.000	0	0	
76023	54.000	0.000	0	0	
76024	55.000	0.000	0	0	
76025	56.000	0.000	0	0	
76026	57.000	0.000	0	0	
76027	58.000	0.000	0	0	
76028	59.000	0.000	0	0	
76029	60.000	0.000	0	0	
76030	61.000	0.000	0	0	
76031	62.000	0.000	0	0	
76032	63.000	0.000	0	0	
76033	64.000	0.000	0	0	
76034	65.000	0.000	0	0	
76035	66.000	0.000	0	0	
76036	67.000	0.000	0	0	
76037	68.000	0.000	0	0	
76038	69.000	0.000	0	0	
76039	70.000	0.000	0	0	
76040	71.000	0.000	0	0	
76041	72.000	0.000	0	0	
76042	73.000	0.000	0	0	
76043	74.000	0.000	0	0	
76044	75.000	0.000	0	0	
76045	76.000	0.000	0	0	
76046	77.000	0.000	0	0	
76047	78.000	0.000	0	0	
76048	79.000	0.000	0	0	
76049	80.000	0.000	0	0	
76050	81.000	0.000	0	0	
76051	82.000	0.000	0	0	
76052	83.000	0.000	0	0	
76053	84.000	0.000	0	0	
76054	85.000	0.000	0	0	
76055	86.000	0.000	0	0	
76056	87.000	0.000	0	0	
76057	88.000	0.000	0	0	
76058	89.000	0.000	0	0	
76059	90.000	0.000	0	0	
76060	91.000	0.000	0	0	
76061	92.000	0.000	0	0	
76062	93.000	0.000	0	0	
76063	94.000	0.000	0	0	
76064	95.000	0.000	0	0	
76065	96.000	0.000	0	0	
76066	97.000	0.000	0	0	
76067	98.000	0.000	0	0	
76068	99.000	0.000	0	0	
76069	100.000	0.000	0	0	
76070	101.000	-0.005	0	0	
76071	102.000	-0.020	0	0	
76072	103.000	-0.045	0	0	
76073	104.000	-0.079	0	0	
76074	105.000	-0.124	0	0	
76075	106.000	-0.179	0	0	
76076	107.000	-0.243	0	0	
76077	108.000	-0.317	0	0	
76078	109.000	-0.402	0	0	
76079	110.000	-0.496	0	0	
76080	111.000	-0.600	0	0	
76081	112.000	-0.714	0	0	
76082	113.000	-0.838	0	0	
76083	114.000	-0.972	0	0	
76084	115.000	-1.116	0	0	
76085	116.000	-1.270	0	0	
76086	117.000	-1.433	0	0	
76087	118.000	-1.607	0	0	
76088	119.000	-1.790	0	0	
76089	120.000	-1.984	0	0	
76090	121.000	-2.187	0	0	
76091	122.000	-2.400	0	0	
76092	123.000	-2.623	0	0	
76093	124.000	-2.857	0	0	
76094	125.000	-3.100	0	0	
76095	126.000	-3.353	0	0	
76096	127.000	-3.615	0	0	
76097	128.000	-3.888	0	0	
76098	129.000	-4.171	0	0	
76099	130.000	-4.463	0	0	
76100	131.000	-4.766	0	0	
76101	132.000	-5.078	0	0	
76102	133.000	-5.401	0	0	
76103	134.000	-5.733	0	0	
76104	135.000	-6.075	0	0	
76105	136.000	-6.427	0	0	
76106	137.000	-6.789	0	0	
76107	138.000	-7.161	0	0	
76108	139.000	-7.543	0	0	
76109	140.000	-7.935	0	0	
76110	141.000	-8.337	0	0	
76111	142.000	-8.748	0	0	
76112	143.000	-9.170	0	0	
76113	144.000	-9.601	0	0	
76114	145.000	-10.043	0	0	
76115	146.000	-10.494	0	0	
76116	147.000	-10.955	0	0	
76117	148.000	-11.426	0	0	
76118	149.000	-11.907	0	0	
76119	150.000	-12.398	0	0	
76120	151.000	-12.899	0	0	
76121	152.000	-13.410	0	0	
76122	153.000	-13.931	0	0	
76123	154.000	-14.461	0	0	
76124	155.000	-15.002	0	0	
76125	156.000	-15.552	0	0	
76126	157.000	-16.113	0	0	
76127	158.000	-16.683	0	0	
76128	159.000	-17.263	0	0	
76129	160.000	-17.854	0	0	
76130	161.000	-18.454	0	0	
76131	162.000	-19.064	0	0	
76132	163.000	-19.684	0	0	
76133	164.000	-20.313	0	0	
76134	165.000	-20.953	0	0	
76135	166.000	-21.603	0	0	
76136	167.000	-22.262	0	0	
76137	168.000	-22.932	0	0	
76138	169.000	-23.611	0	0	
76139	170.000	-24.301	0	0	
76140	171.000	-25.000	0	0	
76141	172.000	-25.699	0	0	
76142	173.000	-26.389	0	0	
76143	174.000	-27.068	0	0	
76144	175.000	-27.738	0	0	
76145	176.000	-28.397	0	0	
76146	177.000	-29.047	0	0	
76147	178.000	-29.687	0	0	
76148	179.000	-30.316	0	0	
76149	180.000	-30.936	0	0	
76150	181.000	-31.546	0	0	
76151	182.000	-32.146	0	0	
76152	183.000	-32.737	0	0	
76153	184.000	-33.317	0	0	
76154	185.000	-33.887	0	0	
76155	186.000	-34.448	0	0	
76156	187.000	-34.998	0	0	
76157	188.000	-35.539	0	0	
76158	189.000	-36.069	0	0	
76159	190.000	-36.590	0	0	
76160	191.000	-37.101	0	0	
76161	192.000	-37.602	0	0	
76162	193.000	-38.093	0	0	
76163	194.000	-38.574	0	0	
76164	195.000	-39.045	0	0	
76165	196.000	-39.506	0	0	
76166	197.000	-39.957	0	0	
76167	198.000	-40.399	0	0	
76168	199.000	-40.830	0	0	
76169	200.000	-41.252	0	0	
76170	201.000	-41.663	0	0	
76171	202.000	-42.065	0	0	
76172	203.000	-42.457	0	0	
76173	204.000	-42.839	0	0	
76174	205.000	-43.211	0	0	
76175	206.000	-43.573	0	0	
76176	207.000	-43.925	0	0	
76177	208.000	-44.267	0	0	
76178	209.000	-44.599	0	0	
76179	210.000	-44.922	0	0	
76180	211.000	-45.234	0	0	
76181	212.000	-45.537	0	0	
76182	213.000	-45.829	0	0	
76183	214.000	-46.112	0	0	
76184	215.000	-46.385	0	0	
76185	216.000	-46.647	0	0	
76186	217.000	-46.900	0	0	
76187	218.000	-47.143	0	0	
76188	219.000	-47.377	0	0	
76189	220.000	-47.600	0	0	
76190	221.000	-47.813	0	0	
76191	222.000	-48.016	0	0	
76192	223.000	-48.210	0	0	
76193	224.000	-48.393	0	0	
76194	225.000	-48.567	0	0	
76195	226.000	-48.730	0	0	
76196	227.000	-48.884	0	0	
76197	228.000	-49.028	0	0	
76198	229.000	-49.162	0	0	
76199	230.000	-49.286	0	0	
76200	231.000	-49.400	0	0	
76201	232.000	-49.504	0	0	
76202	233.000	-49.598	0	0	
76203	234.000	-49.683	0	0	
76204	235.000	-49.757	0	0	
76205	236.000	-49.821	0	0	
76206	237.000	-49.876	0	0	
