CYCLE	CMDPOS3	out_0.0	in_0.0	
25623	0.000	0	0	
25624	0.000	0	0	
25625	0.000	0	0	
25626	0.000	0	0	
25627	0.000	0	0	
25628	0.000	0	0	
25629	0.000	0	0	
25630	0.000	0	0	
25631	0.000	0	0	
25632	0.000	0	0	
25633	0.000	0	0	
25634	0.000	0	0	
25635	0.000	0	0	
25636	0.000	0	0	
25637	0.000	0	0	
25638	0.000	0	0	
25639	0.000	0	0	
25640	0.000	0	0	
25641	0.000	0	0	
25642	0.000	0	0	
25643	0.000	0	0	
25644	0.000	0	0	
25645	0.000	0	0	
25646	0.000	0	0	
25647	0.000	0	0	
25648	0.000	0	0	
25649	0.000	0	0	
25650	0.000	0	0	
25651	0.000	0	0	
25652	0.000	0	0	
25653	0.000	0	0	
25654	0.000	0	0	
25655	0.000	0	0	
25656	0.000	0	0	
25657	0.000	0	0	
25658	0.000	0	0	
25659	0.000	0	0	
25660	0.000	0	0	
25661	0.000	0	0	
25662	0.000	0	0	
25663	0.000	0	0	
25664	0.000	0	0	
25665	0.000	0	0	
25666	0.000	0	0	
25667	0.000	0	0	
25668	0.000	0	0	
25669	0.000	0	0	
25670	0.000	0	0	
25671	0.000	0	0	
25672	0.000	0	0	
25673	0.000	0	0	
25674	0.000	0	0	
25675	0.000	0	0	
25676	0.000	0	0	
25677	0.000	0	0	
25678	0.000	0	0	
25679	0.000	0	0	
25680	0.000	0	0	
25681	0.000	0	0	
25682	0.000	0	0	
25683	0.000	0	0	
25684	0.000	0	0	
25685	0.000	0	0	
25686	0.000	0	0	
25687	0.000	0	0	
25688	0.000	0	0	
25689	0.000	0	0	
25690	0.000	0	0	
25691	8.800	0	0	
25692	8.800	0	0	
25693	8.800	0	0	
25694	8.800	0	0	
25695	8.800	0	0	
25696	8.800	0	0	
25697	8.800	0	0	
25698	8.800	0	0	
25699	8.800	0	0	
25700	8.800	0	0	
25701	8.800	0	0	
25702	8.800	0	0	
25703	8.800	0	0	
25704	8.800	0	0	
25705	8.800	0	0	
25706	8.800	0	0	
25707	8.800	0	0	
25708	8.800	0	0	
25709	8.800	0	0	
25710	8.800	0	0	
25711	8.800	0	0	
25712	8.800	0	0	
25713	8.800	0	0	
25714	8.800	0	0	
25715	8.800	0	0	
25716	8.800	0	0	
25717	8.800	0	0	
25718	8.800	0	0	
25719	8.800	0	0	
25720	8.800	0	0	
25721	8.800	0	0	
25722	8.800	0	0	
25723	8.800	0	0	
25724	8.800	0	0	
25725	8.800	0	0	
25726	8.800	0	0	
25727	8.800	0	0	
25728	8.800	0	0	
25729	8.800	0	0	
25730	8.800	0	0	
25731	8.800	0	0	
25732	8.800	0	0	
25733	8.800	0	0	
25734	8.800	0	0	
25735	8.800	0	0	
25736	8.800	0	0	
25737	8.800	0	0	
25738	8.800	0	0	
25739	8.800	0	0	
25740	8.800	0	0	
25741	8.800	0	0	
25742	8.800	0	0	
25743	8.800	0	0	
25744	8.800	0	0	
25745	8.800	0	0	
25746	8.800	0	0	
25747	8.800	0	0	
25748	8.800	0	0	
25749	8.800	0	0	
25750	8.800	0	0	
25751	8.800	0	0	
25752	8.800	0	0	
25753	8.800	0	0	
25754	8.800	0	0	
25755	8.800	0	0	
25756	8.800	0	0	
25757	8.800	0	0	
25758	8.800	0	0	
25759	8.800	0	0	
25760	8.800	0	0	
25761	8.800	0	0	
25762	8.800	0	0	
25763	8.800	0	0	
25764	8.800	0	0	
25765	8.800	0	0	
25766	8.800	0	0	
25767	8.800	0	0	
25768	8.800	0	0	
25769	8.800	0	0	
