CYCLE	CMDPOS6	CMDPOS3	out_0.0	in_0.0	
1448	0.000	0.000	0	0	
1449	0.000	0.000	0	0	
1450	0.000	0.000	0	0	
1451	0.000	0.000	0	0	
1452	0.000	0.000	0	0	
1453	0.000	0.000	0	0	
1454	0.000	0.000	0	0	
1455	0.000	0.000	0	0	
1456	0.000	0.000	0	0	
1457	0.000	0.000	0	0	
1458	0.000	0.000	0	0	
1459	0.000	0.000	0	0	
1460	0.000	0.000	0	0	
1461	0.000	0.000	0	0	
1462	0.000	0.000	0	0	
1463	0.000	0.000	0	0	
1464	0.000	0.000	0	0	
1465	0.000	0.000	0	0	
1466	0.000	0.000	0	0	
1467	0.000	0.000	0	0	
1468	0.000	0.000	0	0	
1469	0.000	0.000	0	0	
1470	0.000	0.000	0	0	
1471	0.000	0.000	0	0	
1472	0.000	0.000	0	0	
1473	0.000	0.000	0	0	
1474	0.000	0.000	0	0	
1475	0.000	0.000	0	0	
1476	0.000	0.000	0	0	
1477	0.000	0.000	0	0	
1478	0.000	0.000	0	0	
1479	0.000	0.000	0	0	
1480	0.000	0.000	0	0	
1481	0.000	0.000	0	0	
1482	0.000	0.000	0	0	
1483	0.000	0.000	0	0	
1484	0.000	0.000	0	0	
1485	0.000	0.000	0	0	
1486	0.000	0.000	0	0	
1487	0.000	0.000	0	0	
1488	0.000	0.000	0	0	
1489	0.000	0.000	0	0	
1490	0.000	0.000	0	0	
1491	0.000	0.000	0	0	
1492	0.000	0.000	0	0	
1493	0.000	0.000	0	0	
1494	0.000	0.000	0	0	
1495	0.000	0.000	0	0	
1496	0.000	0.000	0	0	
1497	0.000	0.000	0	0	
1498	0.000	0.000	0	0	
1499	0.000	0.000	0	0	
1500	0.000	0.000	0	0	
1501	0.000	0.000	0	0	
1502	0.000	0.000	0	0	
1503	0.000	0.000	0	0	
1504	0.000	0.000	0	0	
1505	0.000	0.000	0	0	
1506	0.000	0.000	0	0	
1507	0.000	0.000	0	0	
1508	0.000	0.000	0	0	
1509	0.000	0.000	0	0	
1510	0.000	0.000	0	0	
1511	0.000	0.000	0	0	
1512	0.000	0.000	0	0	
1513	0.000	0.000	0	0	
1514	0.000	0.000	0	0	
1515	0.000	0.000	0	0	
1516	0.000	0.000	0	0	
1517	0.000	0.000	0	0	
1518	0.000	0.000	0	0	
1519	0.000	0.000	0	0	
1520	0.000	0.000	0	0	
1521	0.005	14.995	0	0	
1522	0.020	14.980	0	0	
1523	0.045	14.955	0	0	
1524	0.080	14.920	0	0	
1525	0.125	14.875	0	0	
1526	0.180	14.820	0	0	
1527	0.245	14.755	0	0	
1528	0.320	14.680	0	0	
1529	0.405	14.595	0	0	
1530	0.500	14.500	0	0	
1531	0.605	14.395	0	0	
1532	0.720	14.280	0	0	
1533	0.845	14.155	0	0	
1534	0.980	14.020	0	0	
1535	1.125	13.875	0	0	
1536	1.280	13.720	0	0	
1537	1.445	13.555	0	0	
1538	1.620	13.380	0	0	
1539	1.805	13.195	0	0	
1540	2.000	13.000	0	0	
1541	2.205	12.795	0	0	
1542	2.420	12.580	0	0	
1543	2.645	12.355	0	0	
1544	2.880	12.120	0	0	
1545	3.125	11.875	0	0	
1546	3.380	11.620	0	0	
1547	3.645	11.355	0	0	
1548	3.920	11.080	0	0	
1549	4.205	10.795	0	0	
1550	4.500	10.500	0	0	
1551	4.805	10.195	0	0	
1552	5.120	9.880	0	0	
1553	5.445	9.555	0	0	
1554	5.780	9.220	0	0	
1555	6.125	8.875	0	0	
1556	6.480	8.520	0	0	
1557	6.845	8.155	0	0	
1558	7.220	7.780	0	0	
1559	7.605	7.395	0	0	
1560	8.000	7.000	0	0	
1561	8.405	6.595	0	0	
1562	8.820	6.180	0	0	
1563	9.245	5.755	0	0	
1564	9.680	5.320	0	0	
1565	10.125	4.875	0	0	
1566	10.580	4.420	0	0	
1567	11.045	3.955	0	0	
1568	11.520	3.480	0	0	
1569	12.005	2.995	0	0	
1570	12.500	2.500	0	0	
1571	13.005	1.995	0	0	
1572	13.520	1.480	0	0	
1573	14.045	0.955	0	0	
1574	14.580	0.420	0	0	
1575	15.125	-0.125	0	0	
1576	15.680	-0.680	0	0	
1577	16.245	-1.245	0	0	
1578	16.820	-1.820	0	0	
1579	17.405	-2.405	0	0	
1580	18.000	-3.000	0	0	
1581	18.605	-3.605	0	0	
1582	19.220	-4.220	0	0	
1583	19.845	-4.845	0	0	
1584	20.480	-5.480	0	0	
1585	21.125	-6.125	0	0	
1586	21.780	-6.780	0	0	
1587	22.445	-7.445	0	0	
1588	23.120	-8.120	0	0	
1589	23.805	-8.805	0	0	
1590	24.500	-9.500	0	0	
1591	25.205	-10.205	0	0	
1592	25.920	-10.920	0	0	
1593	26.645	-11.645	0	0	
1594	27.380	-12.380	0	0	
1595	28.125	-13.125	0	0	
1596	28.880	-13.880	0	0	
1597	29.645	-14.645	0	0	
1598	30.420	-15.420	0	0	
1599	31.205	-16.205	0	0	
1600	32.000	-17.000	0	0	
1601	32.805	-17.805	0	0	
1602	33.620	-18.620	0	0	
1603	34.445	-19.445	0	0	
1604	35.280	-20.280	0	0	
1605	36.125	-21.125	0	0	
1606	36.980	-21.980	0	0	
1607	37.845	-22.845	0	0	
1608	38.720	-23.720	0	0	
1609	39.605	-24.605	0	0	
1610	40.500	-25.500	0	0	
1611	41.405	-26.405	0	0	
1612	42.320	-27.320	0	0	
1613	43.245	-28.245	0	0	
1614	44.180	-29.180	0	0	
1615	45.125	-30.125	0	0	
1616	46.080	-31.080	0	0	
1617	47.045	-32.045	0	0	
1618	48.020	-33.020	0	0	
1619	49.005	-34.005	0	0	
1620	50.000	-35.000	0	0	
1621	51.000	-33.500	0	0	
1622	52.000	-32.000	0	0	
1623	53.000	-30.500	0	0	
1624	54.000	-29.000	0	0	
1625	55.000	-27.500	0	0	
1626	56.000	-26.000	0	0	
1627	57.000	-24.500	0	0	
1628	58.000	-23.000	0	0	
1629	59.000	-21.500	0	0	
1630	60.000	-20.000	0	0	
1631	61.000	-18.500	0	0	
1632	62.000	-17.000	0	0	
1633	63.000	-15.500	0	0	
1634	64.000	-14.000	0	0	
1635	65.000	-12.500	0	0	
1636	66.000	-11.000	0	0	
1637	67.000	-9.500	0	0	
1638	68.000	-8.000	0	0	
1639	69.000	-6.500	0	0	
1640	70.000	-5.000	0	0	
1641	71.000	-3.500	0	0	
1642	72.000	-2.000	0	0	
1643	73.000	-0.500	0	0	
1644	74.000	1.000	0	0	
1645	75.000	2.500	0	0	
1646	76.000	4.000	0	0	
1647	77.000	5.500	0	0	
1648	78.000	7.000	0	0	
1649	79.000	8.500	0	0	
1650	80.000	10.000	0	0	
1651	81.000	11.500	0	0	
1652	82.000	13.000	0	0	
1653	83.000	14.500	0	0	
1654	84.000	16.000	0	0	
1655	85.000	17.500	0	0	
1656	86.000	19.000	0	0	
1657	87.000	20.500	0	0	
1658	88.000	22.000	0	0	
1659	89.000	23.500	0	0	
1660	90.000	25.000	0	0	
1661	91.000	26.500	0	0	
1662	92.000	28.000	0	0	
1663	93.000	29.500	0	0	
1664	94.000	31.000	0	0	
1665	95.000	32.500	0	0	
1666	96.000	34.000	0	0	
1667	97.000	35.500	0	0	
1668	98.000	37.000	0	0	
1669	99.000	38.500	0	0	
1670	100.000	40.000	0	0	
1671	101.000	39.000	0	0	
1672	102.000	38.000	0	0	
1673	103.000	37.000	0	0	
1674	104.000	36.000	0	0	
1675	105.000	35.000	0	0	
1676	106.000	34.000	0	0	
1677	107.000	33.000	0	0	
1678	108.000	32.000	0	0	
1679	109.000	31.000	0	0	
1680	110.000	30.000	0	0	
1681	111.000	29.000	0	0	
1682	112.000	28.000	0	0	
1683	113.000	27.000	0	0	
1684	114.000	26.000	0	0	
1685	115.000	25.000	0	0	
1686	116.000	24.000	0	0	
1687	117.000	23.000	0	0	
1688	118.000	22.000	0	0	
1689	119.000	21.000	0	0	
1690	120.000	20.000	0	0	
1691	121.000	19.000	0	0	
1692	122.000	18.000	0	0	
1693	123.000	17.000	0	0	
1694	124.000	16.000	0	0	
1695	125.000	15.000	0	0	
1696	126.000	14.000	0	0	
1697	127.000	13.000	0	0	
1698	128.000	12.000	0	0	
1699	129.000	11.000	0	0	
1700	130.000	10.000	0	0	
1701	131.000	9.000	0	0	
1702	132.000	8.000	0	0	
1703	133.000	7.000	0	0	
1704	134.000	6.000	0	0	
1705	135.000	5.000	0	0	
1706	136.000	4.000	0	0	
1707	137.000	3.000	0	0	
1708	138.000	2.000	0	0	
1709	139.000	1.000	0	0	
1710	140.000	0.000	0	0	
1711	141.000	-1.000	0	0	
1712	142.000	-2.000	0	0	
1713	143.000	-3.000	0	0	
1714	144.000	-4.000	0	0	
1715	145.000	-5.000	0	0	
1716	146.000	-6.000	0	0	
1717	147.000	-7.000	0	0	
1718	148.000	-8.000	0	0	
1719	149.000	-9.000	0	0	
1720	150.000	-10.000	0	0	
1721	151.000	-8.400	0	0	
1722	152.000	-6.800	0	0	
1723	153.000	-5.200	0	0	
1724	154.000	-3.600	0	0	
1725	155.000	-2.000	0	0	
1726	156.000	-0.400	0	0	
1727	157.000	1.200	0	0	
1728	158.000	2.800	0	0	
1729	159.000	4.400	0	0	
1730	160.000	6.000	0	0	
1731	161.000	7.600	0	0	
1732	162.000	9.200	0	0	
1733	163.000	10.800	0	0	
1734	164.000	12.400	0	0	
1735	165.000	14.000	0	0	
1736	166.000	15.600	0	0	
1737	167.000	17.200	0	0	
1738	168.000	18.800	0	0	
1739	169.000	20.400	0	0	
1740	170.000	22.000	0	0	
1741	171.000	23.600	0	0	
1742	172.000	25.200	0	0	
1743	173.000	26.800	0	0	
1744	174.000	28.400	0	0	
1745	175.000	30.000	0	0	
1746	176.000	31.600	0	0	
1747	177.000	33.200	0	0	
1748	178.000	34.800	0	0	
1749	179.000	36.400	0	0	
1750	180.000	38.000	0	0	
1751	181.000	39.600	0	0	
1752	182.000	41.200	0	0	
1753	183.000	42.800	0	0	
1754	184.000	44.400	0	0	
1755	185.000	46.000	0	0	
1756	186.000	47.600	0	0	
1757	187.000	49.200	0	0	
1758	188.000	50.800	0	0	
1759	189.000	52.400	0	0	
1760	190.000	54.000	0	0	
1761	191.000	55.600	0	0	
1762	192.000	57.200	0	0	
1763	193.000	58.800	0	0	
1764	194.000	60.400	0	0	
1765	195.000	62.000	0	0	
1766	196.000	63.600	0	0	
1767	197.000	65.200	0	0	
1768	198.000	66.800	0	0	
1769	199.000	68.400	0	0	
1770	200.000	70.000	0	0	
1771	201.000	70.000	0	0	
1772	202.000	70.000	0	0	
1773	203.000	70.000	0	0	
1774	204.000	70.000	0	0	
1775	205.000	70.000	0	0	
1776	206.000	70.000	0	0	
1777	207.000	70.000	0	0	
1778	208.000	70.000	0	0	
1779	209.000	70.000	0	0	
1780	210.000	70.000	0	0	
1781	211.000	70.000	0	0	
1782	212.000	70.000	0	0	
1783	213.000	70.000	0	0	
1784	214.000	70.000	0	0	
1785	215.000	70.000	0	0	
1786	216.000	70.000	0	0	
1787	217.000	70.000	0	0	
1788	218.000	70.000	0	0	
1789	219.000	70.000	0	0	
1790	220.000	70.000	0	0	
1791	221.000	70.000	0	0	
1792	222.000	70.000	0	0	
1793	223.000	70.000	0	0	
1794	224.000	70.000	0	0	
1795	225.000	70.000	0	0	
1796	226.000	70.000	0	0	
1797	227.000	70.000	0	0	
1798	228.000	70.000	0	0	
1799	229.000	70.000	0	0	
1800	230.000	70.000	0	0	
1801	231.000	70.000	0	0	
1802	232.000	70.000	0	0	
1803	233.000	70.000	0	0	
1804	234.000	70.000	0	0	
1805	235.000	70.000	0	0	
1806	236.000	70.000	0	0	
1807	237.000	70.000	0	0	
1808	238.000	70.000	0	0	
1809	239.000	70.000	0	0	
1810	240.000	70.000	0	0	
1811	241.000	70.000	0	0	
1812	242.000	70.000	0	0	
1813	243.000	70.000	0	0	
1814	244.000	70.000	0	0	
1815	245.000	70.000	0	0	
1816	246.000	70.000	0	0	
1817	247.000	70.000	0	0	
1818	248.000	70.000	0	0	
1819	249.000	70.000	0	0	
1820	250.000	70.000	0	0	
1821	251.000	70.000	0	0	
1822	252.000	70.000	0	0	
1823	253.000	70.000	0	0	
1824	254.000	70.000	0	0	
1825	255.000	70.000	0	0	
1826	256.000	70.000	0	0	
1827	257.000	70.000	0	0	
1828	258.000	70.000	0	0	
1829	259.000	70.000	0	0	
1830	260.000	70.000	0	0	
1831	261.000	70.000	0	0	
1832	262.000	70.000	0	0	
1833	263.000	70.000	0	0	
1834	264.000	70.000	0	0	
1835	265.000	70.000	0	0	
1836	266.000	70.000	0	0	
1837	267.000	70.000	0	0	
1838	268.000	70.000	0	0	
1839	269.000	70.000	0	0	
1840	270.000	70.000	0	0	
1841	271.000	70.000	0	0	
1842	272.000	70.000	0	0	
1843	273.000	70.000	0	0	
1844	274.000	70.000	0	0	
1845	275.000	70.000	0	0	
1846	276.000	70.000	0	0	
1847	277.000	70.000	0	0	
1848	278.000	70.000	0	0	
1849	279.000	70.000	0	0	
1850	280.000	70.000	0	0	
1851	281.000	70.000	0	0	
1852	282.000	70.000	0	0	
1853	283.000	70.000	0	0	
