CYCLE	CMDPOS2	out_3.0	in_0.0	
1110	0.000	0	0	
1111	0.000	0	0	
1112	0.000	0	0	
1113	0.000	0	0	
1114	0.000	0	0	
1115	0.000	0	0	
1116	0.000	0	0	
1117	0.000	0	0	
1118	0.000	0	0	
1119	0.000	0	0	
1120	0.000	0	0	
1121	0.000	0	0	
1122	0.000	0	0	
1123	0.000	0	0	
1124	0.000	0	0	
1125	0.000	0	0	
1126	0.000	0	0	
1127	0.000	0	0	
1128	0.000	0	0	
1129	0.000	0	0	
1130	0.000	0	0	
1131	0.000	0	0	
1132	0.000	0	0	
1133	0.000	0	0	
1134	0.000	0	0	
1135	0.000	0	0	
1136	0.000	0	0	
1137	0.000	0	0	
1138	0.000	0	0	
1139	0.000	0	0	
1140	0.000	0	0	
1141	0.000	0	0	
1142	0.000	0	0	
1143	0.000	0	0	
1144	0.000	0	0	
1145	0.000	0	0	
1146	0.000	0	0	
1147	0.000	0	0	
1148	0.000	0	0	
1149	0.000	0	0	
1150	0.000	0	0	
1151	0.000	0	0	
1152	0.000	0	0	
1153	0.000	0	0	
1154	0.000	0	0	
1155	0.000	0	0	
1156	0.000	0	0	
1157	0.000	0	0	
1158	0.000	0	0	
1159	0.000	0	0	
1160	0.000	0	0	
1161	0.000	0	0	
1162	0.000	0	0	
1163	0.000	0	0	
1164	0.000	0	0	
1165	0.000	0	0	
1166	0.000	0	0	
1167	0.000	0	0	
1168	0.000	0	0	
1169	0.000	0	0	
1170	0.000	0	0	
1171	0.000	0	0	
1172	0.000	0	0	
1173	0.000	0	0	
1174	0.000	0	0	
1175	0.000	0	0	
1176	0.000	0	0	
1177	0.000	0	0	
1178	0.000	0	0	
1179	0.000	0	0	
1180	0.005	0	0	
1181	0.020	0	0	
1182	0.044	0	0	
1183	0.078	0	0	
1184	0.122	0	0	
1185	0.176	0	0	
1186	0.240	0	0	
1187	0.313	0	0	
1188	0.397	0	0	
1189	0.490	0	0	
1190	0.593	0	0	
1191	0.705	0	0	
1192	0.828	0	0	
1193	0.960	0	0	
1194	1.102	0	0	
1195	1.254	0	0	
1196	1.416	0	0	
1197	1.587	0	0	
1198	1.768	0	0	
1199	1.959	0	0	
1200	2.160	0	0	
1201	2.371	0	0	
1202	2.591	0	0	
1203	2.821	0	0	
1204	3.061	0	0	
1205	3.311	0	0	
1206	3.571	0	0	
1207	3.840	0	0	
1208	4.119	0	0	
1209	4.408	0	0	
1210	4.707	0	0	
1211	5.016	0	0	
1212	5.334	0	0	
1213	5.662	0	0	
1214	6.000	0	0	
1215	6.348	0	0	
1216	6.705	0	0	
1217	7.073	0	0	
1218	7.450	0	0	
1219	7.837	0	0	
1220	8.233	0	0	
1221	8.640	0	0	
1222	9.056	0	0	
1223	9.482	0	0	
1224	9.918	0	0	
1225	10.364	0	0	
1226	10.820	0	0	
1227	11.285	0	0	
1228	11.760	0	0	
1229	12.245	0	0	
1230	12.740	1	0	
1231	13.244	0	0	
1232	13.758	0	0	
1233	14.282	0	0	
1234	14.816	0	0	
1235	15.360	0	0	
1236	15.913	0	0	
1237	16.477	0	0	
1238	17.050	0	0	
1239	17.633	0	0	
1240	18.225	0	0	
1241	18.828	0	0	
1242	19.440	0	0	
1243	20.062	0	0	
1244	20.694	0	0	
1245	21.336	0	0	
1246	21.987	0	0	
1247	22.648	0	0	
1248	23.319	0	0	
1249	24.000	0	0	
1250	24.681	1	0	
1251	25.352	0	0	
1252	26.013	0	0	
1253	26.664	0	0	
1254	27.306	0	0	
1255	27.938	0	0	
1256	28.560	0	0	
1257	29.172	0	0	
1258	29.775	0	0	
1259	30.367	0	0	
1260	30.950	0	0	
1261	31.523	0	0	
1262	32.087	0	0	
1263	32.640	0	0	
1264	33.184	0	0	
1265	33.718	0	0	
1266	34.242	0	0	
1267	34.756	0	0	
1268	35.260	0	0	
1269	35.755	0	0	
1270	36.240	0	0	
1271	36.715	1	0	
1272	37.180	0	0	
1273	37.636	0	0	
1274	38.082	0	0	
1275	38.518	0	0	
1276	38.944	0	0	
1277	39.360	0	0	
1278	39.767	0	0	
1279	40.163	0	0	
1280	40.550	0	0	
1281	40.927	0	0	
1282	41.295	0	0	
1283	41.652	0	0	
1284	42.000	0	0	
1285	42.338	0	0	
1286	42.666	0	0	
1287	42.984	0	0	
1288	43.293	0	0	
1289	43.592	0	0	
1290	43.881	0	0	
1291	44.160	0	0	
1292	44.429	0	0	
1293	44.689	0	0	
1294	44.939	0	0	
1295	45.179	0	0	
1296	45.409	0	0	
1297	45.629	0	0	
1298	45.840	0	0	
1299	46.041	0	0	
1300	46.232	0	0	
1301	46.413	0	0	
1302	46.584	0	0	
1303	46.746	0	0	
1304	46.898	0	0	
1305	47.040	0	0	
1306	47.172	0	0	
1307	47.295	0	0	
1308	47.407	0	0	
1309	47.510	0	0	
1310	47.603	0	0	
1311	47.687	0	0	
1312	47.760	0	0	
1313	47.824	0	0	
1314	47.878	0	0	
1315	47.922	0	0	
1316	47.956	0	0	
1317	47.980	0	0	
1318	47.995	0	0	
1319	48.000	0	0	
1320	48.000	0	0	
1321	48.000	0	0	
1322	48.000	0	0	
1323	48.000	0	0	
1324	48.000	0	0	
1325	48.000	0	0	
1326	48.000	0	0	
1327	48.000	0	0	
1328	48.000	0	0	
1329	48.000	0	0	
