CYCLE	CMDPOS3	out_0.0	in_0.0	
1120	0.000	0	0	
1121	0.000	0	0	
1122	0.000	0	0	
1123	0.000	0	0	
1124	0.000	0	0	
1125	0.000	0	0	
1126	0.000	0	0	
1127	0.000	0	0	
1128	0.000	0	0	
1129	0.000	0	0	
1130	0.000	0	0	
1131	0.000	0	0	
1132	0.000	0	0	
1133	0.000	0	0	
1134	0.000	0	0	
1135	0.000	0	0	
1136	0.000	0	0	
1137	0.000	0	0	
1138	0.000	0	0	
1139	0.000	0	0	
1140	0.000	0	0	
1141	0.000	0	0	
1142	0.000	0	0	
1143	0.000	0	0	
1144	0.000	0	0	
1145	0.000	0	0	
1146	0.000	0	0	
1147	0.000	0	0	
1148	0.000	0	0	
1149	0.000	0	0	
1150	0.000	0	0	
1151	0.000	0	0	
1152	0.000	0	0	
1153	0.000	0	0	
1154	0.000	0	0	
1155	0.000	0	0	
1156	0.000	0	0	
1157	0.000	0	0	
1158	0.000	0	0	
1159	0.000	0	0	
1160	0.000	0	0	
1161	0.000	0	0	
1162	0.000	0	0	
1163	0.000	0	0	
1164	0.000	0	0	
1165	0.000	0	0	
1166	0.000	0	0	
1167	0.000	0	0	
1168	0.000	0	0	
1169	0.000	0	0	
1170	0.000	0	0	
1171	0.000	0	0	
1172	0.000	0	0	
1173	0.000	0	0	
1174	0.000	0	0	
1175	0.000	0	0	
1176	0.000	0	0	
1177	0.000	0	0	
1178	0.000	0	0	
1179	0.000	0	0	
1180	0.000	0	0	
1181	0.000	0	0	
1182	0.000	0	0	
1183	0.000	0	0	
1184	0.000	0	0	
1185	0.000	0	0	
1186	0.000	0	0	
1187	0.000	0	0	
1188	0.000	0	0	
1189	0.000	0	0	
1190	0.000	0	0	
1191	0.000	0	0	
1192	0.000	0	0	
1193	0.000	0	0	
1194	0.000	0	0	
1195	0.000	0	0	
1196	0.000	0	0	
1197	0.000	0	0	
1198	0.000	0	0	
1199	0.000	0	0	
1200	0.000	0	0	
1201	0.000	0	0	
1202	-0.000	0	0	
1203	-0.000	0	0	
1204	-0.001	0	0	
1205	-0.004	0	0	
1206	-0.010	0	0	
1207	-0.020	0	0	
1208	-0.037	0	0	
1209	-0.063	0	0	
1210	-0.100	0	0	
1211	-0.148	0	0	
1212	-0.209	0	0	
1213	-0.283	0	0	
1214	-0.370	0	0	
1215	-0.471	0	0	
1216	-0.586	0	0	
1217	-0.714	0	0	
1218	-0.855	0	0	
1219	-1.010	0	0	
1220	-1.178	0	0	
1221	-1.360	0	0	
1222	-1.556	0	0	
1223	-1.764	0	0	
1224	-1.987	0	0	
1225	-2.222	0	0	
1226	-2.471	0	0	
1227	-2.734	0	0	
1228	-3.010	0	0	
1229	-3.300	0	0	
1230	-3.603	0	0	
1231	-3.919	0	0	
1232	-4.249	0	0	
1233	-4.593	0	0	
1234	-4.949	0	0	
1235	-5.320	0	0	
1236	-5.703	0	0	
1237	-6.100	0	0	
1238	-6.508	0	0	
1239	-6.926	0	0	
1240	-7.354	0	0	
1241	-7.788	0	0	
1242	-8.226	0	0	
1243	-8.668	0	0	
1244	-9.111	0	0	
1245	-9.556	0	0	
1246	-10.000	0	0	
1247	-10.444	0	0	
1248	-10.889	0	0	
1249	-11.332	0	0	
1250	-11.774	0	0	
1251	-12.212	0	0	
1252	-12.646	0	0	
1253	-13.074	0	0	
1254	-13.492	0	0	
1255	-13.900	0	0	
1256	-14.297	0	0	
1257	-14.680	0	0	
1258	-15.051	0	0	
1259	-15.407	0	0	
1260	-15.751	0	0	
1261	-16.081	0	0	
1262	-16.397	0	0	
1263	-16.700	0	0	
1264	-16.990	0	0	
1265	-17.266	0	0	
1266	-17.529	0	0	
1267	-17.778	0	0	
1268	-18.013	0	0	
1269	-18.236	0	0	
1270	-18.444	0	0	
1271	-18.640	0	0	
1272	-18.822	0	0	
1273	-18.990	0	0	
1274	-19.145	0	0	
1275	-19.286	0	0	
1276	-19.414	0	0	
1277	-19.529	0	0	
1278	-19.630	0	0	
1279	-19.717	0	0	
1280	-19.791	0	0	
1281	-19.852	0	0	
1282	-19.900	0	0	
1283	-19.937	0	0	
1284	-19.963	0	0	
1285	-19.980	0	0	
1286	-19.990	0	0	
1287	-19.996	0	0	
1288	-19.999	0	0	
1289	-20.000	0	0	
1290	-20.000	0	0	
1291	-20.000	0	0	
1292	-20.000	0	0	
1293	-20.000	0	0	
1294	-20.000	0	0	
1295	-20.000	0	0	
1296	-20.000	0	0	
1297	-19.999	0	0	
1298	-19.996	0	0	
1299	-19.993	0	0	
1300	-19.986	0	0	
1301	-19.976	0	0	
1302	-19.962	0	0	
1303	-19.942	0	0	
1304	-19.916	0	0	
1305	-19.881	0	0	
1306	-19.837	0	0	
1307	-19.782	0	0	
1308	-19.716	0	0	
1309	-19.638	0	0	
1310	-19.547	0	0	
1311	-19.443	0	0	
1312	-19.326	0	0	
1313	-19.195	0	0	
1314	-19.050	0	0	
1315	-18.891	0	0	
1316	-18.718	0	0	
1317	-18.532	0	0	
1318	-18.331	0	0	
1319	-18.117	0	0	
1320	-17.890	0	0	
1321	-17.648	0	0	
1322	-17.393	0	0	
1323	-17.123	0	0	
1324	-16.840	0	0	
1325	-16.543	0	0	
1326	-16.233	0	0	
1327	-15.908	0	0	
1328	-15.570	0	0	
1329	-15.218	0	0	
1330	-14.852	0	0	
1331	-14.472	0	0	
1332	-14.079	0	0	
1333	-13.671	0	0	
1334	-13.250	0	0	
1335	-12.815	0	0	
1336	-12.366	0	0	
1337	-11.904	0	0	
1338	-11.427	0	0	
1339	-10.937	0	0	
1340	-10.433	0	0	
1341	-9.915	0	0	
1342	-9.384	0	0	
1343	-8.838	0	0	
1344	-8.279	0	0	
1345	-7.706	0	0	
1346	-7.119	0	0	
1347	-6.519	0	0	
1348	-5.905	0	0	
1349	-5.279	0	0	
1350	-4.641	0	0	
1351	-3.992	0	0	
1352	-3.332	0	0	
1353	-2.662	0	0	
1354	-1.985	0	0	
1355	-1.300	0	0	
1356	-0.610	0	0	
1357	0.084	0	0	
1358	0.782	0	0	
1359	1.482	0	0	
1360	2.185	0	0	
1361	2.888	0	0	
1362	3.592	0	0	
1363	4.296	0	0	
1364	5.000	0	0	
1365	5.704	0	0	
1366	6.408	0	0	
1367	7.112	0	0	
1368	7.815	0	0	
1369	8.518	0	0	
1370	9.218	0	0	
1371	9.916	0	0	
