CYCLE	CMDPOS15	out_0.0	in_0.0	
1093	0.000	0	0	
1094	0.000	0	0	
1095	0.000	0	0	
1096	0.000	0	0	
1097	0.000	0	0	
1098	0.000	0	0	
1099	0.000	0	0	
1100	0.000	0	0	
1101	0.000	0	0	
1102	0.000	0	0	
1103	0.000	0	0	
1104	0.000	0	0	
1105	0.000	0	0	
1106	0.000	0	0	
1107	0.000	0	0	
1108	0.000	0	0	
1109	0.000	0	0	
1110	0.000	0	0	
1111	0.000	0	0	
1112	0.000	0	0	
1113	0.000	0	0	
1114	0.000	0	0	
1115	0.000	0	0	
1116	0.000	0	0	
1117	0.000	0	0	
1118	0.000	0	0	
1119	0.000	0	0	
1120	0.000	0	0	
1121	0.000	0	0	
1122	0.000	0	0	
1123	0.000	0	0	
1124	0.000	0	0	
1125	0.000	0	0	
1126	0.000	0	0	
1127	0.000	0	0	
1128	0.000	0	0	
1129	0.000	0	0	
1130	0.000	0	0	
1131	0.000	0	0	
1132	0.000	0	0	
1133	0.000	0	0	
1134	0.000	0	0	
1135	0.000	0	0	
1136	0.000	0	0	
1137	0.000	0	0	
1138	0.000	0	0	
1139	0.000	0	0	
1140	0.000	0	0	
1141	0.000	0	0	
1142	0.000	0	0	
1143	0.000	0	0	
1144	0.000	0	0	
1145	0.000	0	0	
1146	0.000	0	0	
1147	0.000	0	0	
1148	0.000	0	0	
1149	0.000	0	0	
1150	0.000	0	0	
1151	0.000	0	0	
1152	0.000	0	0	
1153	0.000	0	0	
1154	0.000	0	0	
1155	0.000	0	0	
1156	0.000	0	0	
1157	0.000	0	0	
1158	0.000	0	0	
1159	0.000	0	0	
1160	0.000	0	0	
1161	0.000	0	0	
1162	0.000	0	0	
1163	0.000	0	0	
1164	0.000	0	0	
1165	0.000	0	0	
1166	0.000	0	0	
1167	0.000	0	0	
1168	0.000	0	0	
1169	0.000	0	0	
1170	0.000	0	0	
1171	0.000	0	0	
1172	0.000	0	0	
1173	-0.000	0	0	
1174	-0.000	0	0	
1175	-0.001	0	0	
1176	-0.003	0	0	
1177	-0.005	0	0	
1178	-0.009	0	0	
1179	-0.015	0	0	
1180	-0.022	0	0	
1181	-0.031	0	0	
1182	-0.042	0	0	
1183	-0.056	0	0	
1184	-0.073	0	0	
1185	-0.092	0	0	
1186	-0.115	0	0	
1187	-0.141	0	0	
1188	-0.170	0	0	
1189	-0.203	0	0	
1190	-0.241	0	0	
1191	-0.282	0	0	
1192	-0.328	0	0	
1193	-0.378	0	0	
1194	-0.433	0	0	
1195	-0.493	0	0	
1196	-0.558	0	0	
1197	-0.629	0	0	
1198	-0.704	0	0	
1199	-0.786	0	0	
1200	-0.874	0	0	
1201	-0.967	0	0	
1202	-1.067	0	0	
1203	-1.172	0	0	
1204	-1.285	0	0	
1205	-1.404	0	0	
