CYCLE	CMDPOS0	CMDPOS1	CMDPOS8	CMDPOS9	out_0.0	in_0.0
186928	0.000	0.000	0.000	0.000	0	0
186929	0.000	0.000	0.000	0.000	0	0
186930	0.000	0.000	0.000	0.000	0	0
186931	0.000	0.000	0.000	0.000	0	0
186932	0.000	0.000	0.000	0.000	0	0
186933	0.000	0.000	0.000	0.000	0	0
186934	0.000	0.000	0.000	0.000	0	0
186935	0.000	0.000	0.000	0.000	0	0
186936	0.000	0.000	0.000	0.000	0	0
186937	0.000	0.000	0.000	0.000	0	0
186938	0.000	0.000	0.000	0.000	0	0
186939	0.000	0.000	0.000	0.000	0	0
186940	0.000	0.000	0.000	0.000	0	0
186941	0.000	0.000	0.000	0.000	0	0
186942	0.000	0.000	0.000	0.000	0	0
186943	0.000	0.000	0.000	0.000	0	0
186944	0.000	0.000	0.000	0.000	0	0
186945	0.000	0.000	0.000	0.000	0	0
186946	0.000	0.000	0.000	0.000	0	0
186947	0.000	0.000	0.000	0.000	0	0
186948	0.000	0.000	0.000	0.000	0	0
186949	0.000	0.000	0.000	0.000	0	0
186950	0.000	0.000	0.000	0.000	0	0
186951	0.000	0.000	0.000	0.000	0	0
186952	0.000	0.000	0.000	0.000	0	0
186953	0.000	0.000	0.000	0.000	0	0
186954	0.000	0.000	0.000	0.000	0	0
186955	0.000	0.000	0.000	0.000	0	0
186956	0.000	0.000	0.000	0.000	0	0
186957	0.000	0.000	0.000	0.000	0	0
186958	0.000	0.000	0.000	0.000	0	0
186959	0.000	0.000	0.000	0.000	0	0
186960	0.000	0.000	0.000	0.000	0	0
186961	0.000	0.000	0.000	0.000	0	0
186962	0.000	0.000	0.000	0.000	0	0
186963	0.000	0.000	0.000	0.000	0	0
186964	0.000	0.000	0.000	0.000	0	0
186965	0.000	0.000	0.000	0.000	0	0
186966	0.000	0.000	0.000	0.000	0	0
186967	0.000	0.000	0.000	0.000	0	0
186968	0.000	0.000	0.000	0.000	0	0
186969	0.000	0.000	0.000	0.000	0	0
186970	0.000	0.000	0.000	0.000	0	0
186971	0.000	0.000	0.000	0.000	0	0
186972	0.000	0.000	0.000	0.000	0	0
186973	0.000	0.000	0.000	0.000	0	0
186974	0.000	0.000	0.000	0.000	0	0
186975	0.000	0.000	0.000	0.000	0	0
186976	0.000	0.000	0.000	0.000	0	0
186977	0.000	0.000	0.000	0.000	0	0
186978	0.000	0.000	0.000	0.000	0	0
186979	0.000	0.000	0.000	0.000	0	0
