CYCLE	CMDPOS4	CMDPOS5	CMDPOS8	out_0.0	in_0.0
906263	0.000	0.000	0.000	0	0
906264	0.000	0.000	0.000	0	0
906265	0.000	0.000	0.000	0	0
906266	0.000	0.000	0.000	0	0
906267	0.000	0.000	0.000	0	0
906268	0.000	0.000	0.000	0	0
906269	0.000	0.000	0.000	0	0
906270	0.000	0.000	0.000	0	0
906271	0.000	0.000	0.000	0	0
906272	0.000	0.000	0.000	0	0
906273	0.000	0.000	0.000	0	0
906274	0.000	0.000	0.000	0	0
906275	0.000	0.000	0.000	0	0
906276	0.000	0.000	0.000	0	0
906277	0.000	0.000	0.000	0	0
906278	0.000	0.000	0.000	0	0
906279	0.000	0.000	0.000	0	0
906280	0.000	0.000	0.000	0	0
906281	0.000	0.000	0.000	0	0
906282	0.000	0.000	0.000	0	0
906283	0.000	0.000	0.000	0	0
906284	0.000	0.000	0.000	0	0
906285	0.000	0.000	0.000	0	0
906286	0.000	0.000	0.000	0	0
906287	0.000	0.000	0.000	0	0
906288	0.000	0.000	0.000	0	0
906289	0.000	0.000	0.000	0	0
906290	0.000	0.000	0.000	0	0
906291	0.000	0.000	0.000	0	0
906292	0.000	0.000	0.000	0	0
906293	0.000	0.000	0.000	0	0
906294	0.000	0.000	0.000	0	0
906295	0.000	0.000	0.000	0	0
906296	0.000	0.000	0.000	0	0
906297	0.000	0.000	0.000	0	0
906298	0.000	0.000	0.000	0	0
906299	0.000	0.000	0.000	0	0
906300	0.000	0.000	0.000	0	0
906301	0.000	0.000	0.000	0	0
906302	0.000	0.000	0.000	0	0
906303	0.000	0.000	0.000	0	0
906304	0.000	0.000	0.000	0	0
906305	0.000	0.000	0.000	0	0
906306	0.000	0.000	0.000	0	0
906307	0.000	0.000	0.000	0	0
906308	0.000	0.000	0.000	0	0
906309	0.000	0.000	0.000	0	0
906310	0.000	0.000	0.000	0	0
906311	0.000	0.000	0.000	0	0
906312	0.000	0.000	0.000	0	0
906313	0.000	0.000	0.000	0	0
906314	0.000	0.000	0.000	0	0
906315	0.000	0.000	0.000	0	0
906316	0.000	0.000	0.000	0	0
906317	0.000	0.000	0.000	0	0
906318	0.000	0.000	0.000	0	0
906319	0.000	0.000	0.000	0	0
906320	0.000	0.000	0.000	0	0
906321	0.000	0.000	0.000	0	0
906322	0.000	0.000	0.000	0	0
