CYCLE	CMDPOS1	CMDPOS2	CMDPOS3	CMDPOS4	CMDPOS5	CMDPOS6	out_0.0	in_0.0
90665	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90666	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90667	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90668	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90669	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90670	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90671	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90672	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90673	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90674	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90675	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90676	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90677	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90678	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90679	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90680	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90681	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90682	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90683	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90684	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90685	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90686	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90687	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90688	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90689	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90690	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90691	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90692	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90693	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90694	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90695	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90696	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90697	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90698	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90699	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90700	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90701	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90702	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90703	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90704	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90705	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90706	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90707	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90708	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90709	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90710	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90711	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90712	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90713	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90714	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90715	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90716	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90717	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90718	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90719	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90720	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90721	0.000	0.000	0.000	0.000	0.000	0.000	0	0
90722	0.001	0.000	0.000	0.000	0.000	0.000	0	0
90723	0.002	0.000	0.000	0.000	0.000	0.000	0	0
90724	0.004	0.000	0.000	0.000	0.000	0.000	0	0
90725	0.008	0.000	0.000	0.000	0.000	0.000	0	0
90726	0.014	0.000	0.000	0.000	0.000	0.000	0	0
90727	0.023	0.000	0.000	0.000	0.000	0.000	0	0
90728	0.034	0.000	0.000	0.000	0.000	0.000	0	0
90729	0.049	0.000	0.000	0.000	0.000	0.000	0	0
90730	0.067	0.000	0.000	0.000	0.000	0.000	0	0
90731	0.089	0.000	0.000	0.000	0.000	0.000	0	0
90732	0.115	0.000	0.000	0.000	0.000	0.000	0	0
90733	0.146	0.000	0.000	0.000	0.000	0.000	0	0
90734	0.183	0.000	0.000	0.000	0.000	0.000	0	0
90735	0.225	0.000	0.000	0.000	0.000	0.000	0	0
90736	0.273	0.000	0.000	0.000	0.000	0.000	0	0
90737	0.328	0.000	0.000	0.000	0.000	0.000	0	0
90738	0.389	0.000	0.000	0.000	0.000	0.000	0	0
90739	0.457	0.000	0.000	0.000	0.000	0.000	0	0
90740	0.533	0.000	0.000	0.000	0.000	0.000	0	0
90741	0.617	0.000	0.000	0.000	0.000	0.000	0	0
90742	0.710	0.000	0.000	0.000	0.000	0.000	0	0
90743	0.811	0.000	0.000	0.000	0.000	0.000	0	0
90744	0.922	0.000	0.000	0.000	0.000	0.000	0	0
90745	1.042	0.000	0.000	0.000	0.000	0.000	0	0
90746	1.172	0.000	0.000	0.000	0.000	0.000	0	0
90747	1.312	0.000	0.000	0.000	0.000	0.000	0	0
90748	1.463	0.000	0.000	0.000	0.000	0.000	0	0
90749	1.626	0.000	0.000	0.000	0.000	0.000	0	0
90750	1.800	0.000	0.000	0.000	0.000	0.000	0	0
90751	1.986	0.000	0.000	0.000	0.000	0.000	0	0
90752	2.185	0.000	0.000	0.000	0.000	0.000	0	0
90753	2.396	0.000	0.000	0.000	0.000	0.000	0	0
90754	2.620	0.000	0.000	0.000	0.000	0.000	0	0
90755	2.858	0.000	0.000	0.000	0.000	0.000	0	0
90756	3.110	0.000	0.000	0.000	0.000	0.000	0	0
90757	3.377	0.000	0.000	0.000	0.000	0.000	0	0
90758	3.658	0.000	0.000	0.000	0.000	0.000	0	0
90759	3.955	0.000	0.000	0.000	0.000	0.000	0	0
90760	4.267	0.000	0.000	0.000	0.000	0.000	0	0
90761	4.595	0.000	0.000	0.000	0.000	0.000	0	0
90762	4.939	0.000	0.000	0.000	0.000	0.000	0	0
90763	5.300	0.000	0.000	0.000	0.000	0.000	0	0
90764	5.679	0.000	0.000	0.000	0.000	0.000	0	0
90765	6.075	0.000	0.000	0.000	0.000	0.000	0	0
90766	6.489	0.000	0.000	0.000	0.000	0.000	0	0
90767	6.922	0.000	0.000	0.000	0.000	0.000	0	0
90768	7.373	0.000	0.000	0.000	0.000	0.000	0	0
90769	7.843	0.000	0.000	0.000	0.000	0.000	0	0
90770	8.333	0.000	0.000	0.000	0.000	0.000	0	0
90771	8.843	0.000	0.000	0.000	0.000	0.000	0	0
90772	9.373	0.000	0.000	0.000	0.000	0.000	0	0
90773	9.922	0.000	0.000	0.000	0.000	0.000	0	0
90774	10.489	0.000	0.000	0.000	0.000	0.000	0	0
90775	11.075	0.000	0.000	0.000	0.000	0.000	0	0
90776	11.679	0.000	0.000	0.000	0.000	0.000	0	0
90777	12.300	0.000	0.000	0.000	0.000	0.000	0	0
90778	12.939	0.000	0.000	0.000	0.000	0.000	0	0
90779	13.595	0.000	0.000	0.000	0.000	0.000	0	0
90780	14.267	0.000	0.000	0.000	0.000	0.000	0	0
90781	14.955	0.000	0.000	0.000	0.000	0.000	0	0
90782	15.658	0.000	0.000	0.000	0.000	0.000	0	0
90783	16.377	0.000	0.000	0.000	0.000	0.000	0	0
90784	17.110	0.000	0.000	0.000	0.000	0.000	0	0
90785	17.858	0.000	0.000	0.000	0.000	0.000	0	0
90786	18.620	0.000	0.000	0.000	0.000	0.000	0	0
90787	19.396	0.000	0.000	0.000	0.000	0.000	0	0
90788	20.185	0.000	0.000	0.000	0.000	0.000	0	0
90789	20.986	0.000	0.000	0.000	0.000	0.000	0	0
90790	21.800	0.000	0.000	0.000	0.000	0.000	0	0
90791	22.626	0.000	0.000	0.000	0.000	0.000	0	0
90792	23.463	0.000	0.000	0.000	0.000	0.000	0	0
90793	24.312	0.000	0.000	0.000	0.000	0.000	0	0
90794	25.172	0.000	0.000	0.000	0.000	0.000	0	0
90795	26.042	0.000	0.000	0.000	0.000	0.000	0	0
90796	26.922	0.000	0.000	0.000	0.000	0.000	0	0
90797	27.811	0.000	0.000	0.000	0.000	0.000	0	0
90798	28.710	0.000	0.000	0.000	0.000	0.000	0	0
90799	29.617	0.000	0.000	0.000	0.000	0.000	0	0
90800	30.533	0.000	0.000	0.000	0.000	0.000	0	0
90801	31.457	0.000	0.000	0.000	0.000	0.000	0	0
90802	32.389	0.000	0.000	0.000	0.000	0.000	0	0
90803	33.328	0.000	0.000	0.000	0.000	0.000	0	0
90804	34.273	0.000	0.000	0.000	0.000	0.000	0	0
90805	35.225	0.000	0.000	0.000	0.000	0.000	0	0
90806	36.183	0.000	0.000	0.000	0.000	0.000	0	0
90807	37.146	0.000	0.000	0.000	0.000	0.000	0	0
90808	38.115	0.000	0.000	0.000	0.000	0.000	0	0
90809	39.089	0.000	0.000	0.000	0.000	0.000	0	0
90810	40.067	0.000	0.000	0.000	0.000	0.000	0	0
90811	41.049	0.000	0.000	0.000	0.000	0.000	0	0
90812	42.034	0.000	0.000	0.000	0.000	0.000	0	0
90813	43.023	0.000	0.000	0.000	0.000	0.000	0	0
90814	44.014	0.000	0.000	0.000	0.000	0.000	0	0
90815	45.008	0.000	0.000	0.000	0.000	0.000	0	0
90816	46.004	0.000	0.000	0.000	0.000	0.000	0	0
90817	47.002	0.000	0.000	0.000	0.000	0.000	0	0
90818	48.001	0.000	0.000	0.000	0.000	0.000	0	0
90819	49.000	0.000	0.000	0.000	0.000	0.000	0	0
90820	50.000	0.000	0.000	0.000	0.000	0.000	0	0
90821	51.000	0.000	0.000	0.000	0.000	0.000	0	0
90822	52.000	0.000	0.000	0.000	0.000	0.000	0	0
90823	52.999	0.000	0.000	0.000	0.000	0.000	0	0
90824	53.998	0.000	0.000	0.000	0.000	0.000	0	0
90825	54.996	0.000	0.000	0.000	0.000	0.000	0	0
90826	55.992	0.000	0.000	0.000	0.000	0.000	0	0
90827	56.986	0.000	0.000	0.000	0.000	0.000	0	0
90828	57.977	0.000	0.000	0.000	0.000	0.000	0	0
90829	58.966	0.000	0.000	0.000	0.000	0.000	0	0
90830	59.951	0.000	0.000	0.000	0.000	0.000	0	0
90831	60.933	0.000	0.000	0.000	0.000	0.000	0	0
90832	61.911	0.000	0.000	0.000	0.000	0.000	0	0
