CYCLE	CMDPOS4	CMDPOS5	out_0.0	in_0.0
1458	0.000	0.000	0	0
1459	0.000	0.000	0	0
1460	0.000	0.000	0	0
1461	0.000	0.000	0	0
1462	0.000	0.000	0	0
1463	0.000	0.000	0	0
1464	0.000	0.000	0	0
1465	0.000	0.000	0	0
1466	0.000	0.000	0	0
1467	0.000	0.000	0	0
1468	0.000	0.000	0	0
1469	0.000	0.000	0	0
1470	0.000	0.000	0	0
1471	0.000	0.000	0	0
1472	0.000	0.000	0	0
1473	0.000	0.000	0	0
1474	0.000	0.000	0	0
1475	0.000	0.000	0	0
1476	0.000	0.000	0	0
1477	0.000	0.000	0	0
1478	0.000	0.000	0	0
1479	0.000	0.000	0	0
1480	0.000	0.000	0	0
1481	0.000	0.000	0	0
1482	0.000	0.000	0	0
1483	0.000	0.000	0	0
1484	0.000	0.000	0	0
1485	0.000	0.000	0	0
1486	0.000	0.000	0	0
1487	0.000	0.000	0	0
1488	0.000	0.000	0	0
1489	0.000	0.000	0	0
1490	0.000	0.000	0	0
1491	0.000	0.000	0	0
1492	0.000	0.000	0	0
1493	0.000	0.000	0	0
1494	0.000	0.000	0	0
1495	0.000	0.000	0	0
1496	0.000	0.000	0	0
1497	0.000	0.000	0	0
1498	0.000	0.000	0	0
1499	0.000	0.000	0	0
1500	0.000	0.000	0	0
1501	0.000	0.000	0	0
1502	0.000	0.000	0	0
1503	0.000	0.000	0	0
1504	0.000	0.000	0	0
1505	0.000	0.000	0	0
1506	0.000	0.000	0	0
1507	0.000	0.000	0	0
1508	0.000	0.000	0	0
1509	0.000	0.000	0	0
1510	0.000	0.000	0	0
1511	0.000	0.000	0	0
1512	0.000	0.000	0	0
1513	0.000	0.000	0	0
1514	0.000	0.000	0	0
1515	0.000	0.000	0	0
1516	0.000	0.000	0	0
1517	0.000	0.000	0	0
1518	0.000	0.000	0	0
1519	0.000	0.000	0	0
1520	0.000	0.000	0	0
1521	0.000	0.000	0	0
1522	0.000	0.000	0	0
1523	0.000	0.000	0	0
1524	0.000	0.000	0	0
1525	0.000	0.000	0	0
1526	0.000	0.000	0	0
1527	0.000	0.000	0	0
1528	0.000	0.000	0	0
1529	0.000	0.000	0	0
1530	0.000	0.000	0	0
1531	-0.002	0.004	0	0
1532	-0.007	0.014	0	0
1533	-0.015	0.032	0	0
1534	-0.027	0.057	0	0
1535	-0.041	0.088	0	0
1536	-0.059	0.126	0	0
1537	-0.080	0.171	0	0
1538	-0.103	0.222	0	0
1539	-0.130	0.279	0	0
1540	-0.159	0.343	0	0
1541	-0.190	0.412	0	0
1542	-0.224	0.487	0	0
1543	-0.260	0.568	0	0
1544	-0.299	0.655	0	0
1545	-0.340	0.747	0	0
1546	-0.383	0.845	0	0
1547	-0.428	0.948	0	0
1548	-0.475	1.056	0	0
1549	-0.524	1.169	0	0
1550	-0.575	1.287	0	0
1551	-0.627	1.410	0	0
1552	-0.681	1.537	0	0
1553	-0.736	1.669	0	0
1554	-0.793	1.805	0	0
1555	-0.851	1.945	0	0
1556	-0.911	2.090	0	0
1557	-0.971	2.239	0	0
1558	-1.033	2.391	0	0
1559	-1.095	2.547	0	0
1560	-1.159	2.707	0	0
1561	-1.223	2.871	0	0
1562	-1.288	3.038	0	0
1563	-1.353	3.208	0	0
1564	-1.419	3.381	0	0
1565	-1.486	3.557	0	0
1566	-1.553	3.736	0	0
1567	-1.620	3.918	0	0
1568	-1.687	4.102	0	0
1569	-1.754	4.289	0	0
1570	-1.821	4.479	0	0
1571	-1.889	4.670	0	0
1572	-1.956	4.864	0	0
1573	-2.022	5.060	0	0
1574	-2.089	5.257	0	0
1575	-2.154	5.457	0	0
1576	-2.220	5.658	0	0
1577	-2.284	5.860	0	0
1578	-2.348	6.064	0	0
1579	-2.411	6.269	0	0
1580	-2.474	6.475	0	0
1581	-2.535	6.683	0	0
1582	-2.595	6.891	0	0
1583	-2.654	7.100	0	0
1584	-2.711	7.309	0	0
1585	-2.768	7.519	0	0
1586	-2.823	7.729	0	0
1587	-2.876	7.940	0	0
1588	-2.928	8.151	0	0
1589	-2.978	8.362	0	0
1590	-3.026	8.572	0	0
1591	-3.072	8.782	0	0
1592	-3.116	8.992	0	0
1593	-3.159	9.202	0	0
1594	-3.199	9.411	0	0
1595	-3.236	9.619	0	0
1596	-3.272	9.826	0	0
1597	-3.305	10.032	0	0
1598	-3.335	10.237	0	0
1599	-3.363	10.441	0	0
1600	-3.389	10.643	0	0
1601	-3.411	10.844	0	0
1602	-3.431	11.044	0	0
1603	-3.447	11.241	0	0
1604	-3.461	11.437	0	0
1605	-3.471	11.630	0	0
1606	-3.478	11.822	0	0
1607	-3.482	12.011	0	0
1608	-3.482	12.198	0	0
1609	-3.479	12.382	0	0
1610	-3.473	12.564	0	0
1611	-3.462	12.743	0	0
1612	-3.448	12.919	0	0
1613	-3.430	13.092	0	0
1614	-3.408	13.262	0	0
1615	-3.382	13.428	0	0
1616	-3.352	13.592	0	0
1617	-3.318	13.751	0	0
1618	-3.279	13.907	0	0
1619	-3.236	14.060	0	0
1620	-3.189	14.208	0	0
1621	-3.137	14.353	0	0
1622	-3.080	14.493	0	0
1623	-3.018	14.629	0	0
1624	-2.952	14.760	0	0
1625	-2.881	14.888	0	0
1626	-2.804	15.010	0	0
1627	-2.723	15.128	0	0
1628	-2.636	15.240	0	0
1629	-2.544	15.348	0	0
1630	-2.447	15.451	0	0
1631	-2.352	15.552	0	0
1632	-2.267	15.656	0	0
1633	-2.192	15.761	0	0
1634	-2.127	15.869	0	0
1635	-2.071	15.979	0	0
1636	-2.024	16.092	0	0
1637	-1.987	16.206	0	0
1638	-1.958	16.322	0	0
1639	-1.938	16.441	0	0
1640	-1.926	16.561	0	0
1641	-1.922	16.683	0	0
1642	-1.927	16.807	0	0
1643	-1.939	16.933	0	0
1644	-1.959	17.061	0	0
1645	-1.986	17.190	0	0
1646	-2.021	17.321	0	0
1647	-2.062	17.454	0	0
1648	-2.110	17.588	0	0
1649	-2.165	17.723	0	0
1650	-2.226	17.860	0	0
1651	-2.293	17.999	0	0
1652	-2.366	18.139	0	0
1653	-2.445	18.280	0	0
