CYCLE	CMDPOS3	CMDPOS5	CMDPOS6	out_0.0	in_0.0
1456	0.000	0.000	0.000	0	0
1457	0.000	0.000	0.000	0	0
1458	0.000	0.000	0.000	0	0
1459	0.000	0.000	0.000	0	0
1460	0.000	0.000	0.000	0	0
1461	0.000	0.000	0.000	0	0
1462	0.000	0.000	0.000	0	0
1463	0.000	0.000	0.000	0	0
1464	0.000	0.000	0.000	0	0
1465	0.000	0.000	0.000	0	0
1466	0.000	0.000	0.000	0	0
1467	0.000	0.000	0.000	0	0
1468	0.000	0.000	0.000	0	0
1469	0.000	0.000	0.000	0	0
1470	0.000	0.000	0.000	0	0
1471	0.000	0.000	0.000	0	0
1472	0.000	0.000	0.000	0	0
1473	0.000	0.000	0.000	0	0
1474	0.000	0.000	0.000	0	0
1475	0.000	0.000	0.000	0	0
1476	0.000	0.000	0.000	0	0
1477	0.000	0.000	0.000	0	0
1478	0.000	0.000	0.000	0	0
1479	0.000	0.000	0.000	0	0
1480	0.000	0.000	0.000	0	0
1481	0.000	0.000	0.000	0	0
1482	0.000	0.000	0.000	0	0
1483	0.000	0.000	0.000	0	0
1484	0.000	0.000	0.000	0	0
1485	0.000	0.000	0.000	0	0
1486	0.000	0.000	0.000	0	0
1487	0.000	0.000	0.000	0	0
1488	0.000	0.000	0.000	0	0
1489	0.000	0.000	0.000	0	0
1490	0.000	0.000	0.000	0	0
1491	0.000	0.000	0.000	0	0
1492	0.000	0.000	0.000	0	0
1493	0.000	0.000	0.000	0	0
1494	0.000	0.000	0.000	0	0
1495	0.000	0.000	0.000	0	0
1496	0.000	0.000	0.000	0	0
1497	0.000	0.000	0.000	0	0
1498	0.000	0.000	0.000	0	0
1499	0.000	0.000	0.000	0	0
1500	0.000	0.000	0.000	0	0
1501	0.000	0.000	0.000	0	0
1502	0.000	0.000	0.000	0	0
1503	0.000	0.000	0.000	0	0
1504	0.000	0.000	0.000	0	0
1505	0.000	0.000	0.000	0	0
1506	0.000	0.000	0.000	0	0
1507	0.000	0.000	0.000	0	0
1508	0.000	0.000	0.000	0	0
1509	0.000	0.000	0.000	0	0
1510	0.000	0.000	0.000	0	0
1511	0.000	0.000	0.000	0	0
1512	0.000	0.000	0.000	0	0
1513	0.000	0.000	0.000	0	0
1514	0.000	0.000	0.000	0	0
1515	0.000	0.000	0.000	0	0
1516	0.000	0.000	0.000	0	0
1517	0.000	0.000	0.000	0	0
1518	0.000	0.000	0.000	0	0
1519	0.000	0.000	0.000	0	0
1520	0.000	0.000	0.000	0	0
1521	0.000	0.000	0.000	0	0
1522	0.000	0.000	0.000	0	0
1523	0.000	0.000	0.000	0	0
1524	0.000	0.001	0.000	0	0
1525	0.000	0.004	0.000	0	0
1526	0.000	0.009	0.000	0	0
1527	0.000	0.016	0.000	0	0
1528	0.000	0.025	0.000	0	0
1529	0.000	0.036	0.000	0	0
1530	0.000	0.049	0.000	0	0
1531	0.000	0.064	0.000	0	0
1532	0.000	0.081	0.000	0	0
1533	0.000	0.100	0.000	0	0
1534	0.000	0.121	0.000	0	0
1535	0.000	0.144	0.000	0	0
1536	0.000	0.169	0.000	0	0
1537	0.000	0.196	0.000	0	0
1538	0.000	0.225	0.000	0	0
1539	0.000	0.256	0.000	0	0
1540	0.000	0.289	0.000	0	0
1541	0.000	0.324	0.000	0	0
1542	0.000	0.361	0.000	0	0
1543	0.000	0.400	0.000	0	0
1544	0.000	0.441	0.000	0	0
1545	0.000	0.483	0.000	0	0
1546	0.000	0.528	0.000	0	0
1547	0.000	0.575	0.000	0	0
1548	0.000	0.624	0.000	0	0
1549	0.000	0.675	0.000	0	0
1550	0.000	0.728	0.000	0	0
1551	0.000	0.783	0.000	0	0
1552	0.000	0.840	0.000	0	0
1553	0.000	0.899	0.000	0	0
1554	0.000	0.960	0.000	0	0
1555	0.000	1.023	0.000	0	0
1556	0.000	1.088	0.000	0	0
1557	0.000	1.155	0.000	0	0
1558	0.000	1.224	0.000	0	0
1559	0.000	1.295	0.000	0	0
1560	0.000	1.367	0.000	0	0
1561	0.000	1.442	0.000	0	0
1562	0.000	1.519	0.000	0	0
1563	0.000	1.598	0.000	0	0
1564	0.000	1.679	0.000	0	0
1565	0.000	1.762	0.000	0	0
1566	0.000	1.847	0.000	0	0
1567	0.000	1.934	0.000	0	0
1568	0.000	2.023	0.000	0	0
1569	0.000	2.114	0.000	0	0
1570	0.000	2.207	0.000	0	0
1571	0.000	2.301	0.000	0	0
1572	0.000	2.398	0.000	0	0
1573	0.000	2.497	0.000	0	0
1574	0.000	2.598	0.000	0	0
1575	0.000	2.701	0.000	0	0
1576	0.000	2.806	0.000	0	0
1577	0.000	2.913	0.000	0	0
1578	0.000	3.022	0.000	0	0
1579	0.000	3.133	0.000	0	0
1580	0.000	3.245	0.000	0	0
1581	0.000	3.360	0.000	0	0
1582	0.000	3.477	0.000	0	0
1583	0.000	3.596	0.000	0	0
1584	0.000	3.717	0.000	0	0
1585	0.000	3.840	0.000	0	0
1586	0.000	3.965	0.000	0	0
1587	0.000	4.091	0.000	0	0
1588	0.000	4.220	0.000	0	0
1589	0.000	4.351	0.000	0	0
1590	0.000	4.484	0.000	0	0
1591	0.000	4.619	0.000	0	0
1592	0.000	4.756	0.000	0	0
1593	0.000	4.895	0.000	0	0
1594	0.000	5.035	0.000	0	0
1595	0.000	5.178	0.000	0	0
1596	0.000	5.323	0.000	0	0
1597	0.000	5.470	0.000	0	0
1598	0.000	5.619	0.000	0	0
1599	0.000	5.770	0.000	0	0
1600	0.000	5.922	0.000	0	0
1601	0.000	6.077	0.000	0	0
1602	0.000	6.234	0.000	0	0
1603	0.000	6.393	0.000	0	0
1604	0.000	6.554	0.000	0	0
1605	0.000	6.717	0.000	0	0
1606	0.000	6.881	0.000	0	0
1607	0.000	7.048	0.000	0	0
1608	0.000	7.217	0.000	0	0
1609	0.000	7.388	0.000	0	0
1610	0.000	7.561	0.000	0	0
1611	0.000	7.735	0.000	0	0
1612	0.000	7.912	0.000	0	0
1613	0.000	8.091	0.000	0	0
1614	0.000	8.272	0.000	0	0
1615	0.000	8.455	0.000	0	0
1616	0.000	8.639	0.000	0	0
1617	0.000	8.826	0.000	0	0
1618	0.000	9.015	0.000	0	0
1619	0.000	9.206	0.000	0	0
1620	0.000	9.399	0.000	0	0
1621	0.000	9.593	0.000	0	0
1622	0.000	9.790	0.000	0	0
1623	0.000	9.989	0.000	0	0
1624	0.000	10.190	0.000	0	0
1625	0.000	10.392	0.000	0	0
1626	0.000	10.597	0.000	0	0
1627	0.000	10.804	0.000	0	0
1628	0.000	11.013	0.000	0	0
1629	0.000	11.224	0.000	0	0
1630	0.000	11.436	0.000	0	0
1631	0.000	11.651	0.000	0	0
1632	0.000	11.868	0.000	0	0
1633	0.000	12.087	0.000	0	0
1634	0.000	12.307	0.000	0	0
1635	0.000	12.530	0.000	0	0
1636	0.000	12.755	0.000	0	0
1637	0.000	12.982	0.000	0	0
1638	0.000	13.210	0.000	0	0
1639	0.000	13.441	0.000	0	0
