CYCLE	CMDPOS1	CMDPOS2	CMDPOS3	CMDPOS4	CMDPOS5	CMDPOS6	out_0.0	in_0.0
186209	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186210	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186211	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186212	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186213	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186214	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186215	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186216	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186217	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186218	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186219	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186220	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186221	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186222	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186223	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186224	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186225	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186226	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186227	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186228	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186229	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186230	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186231	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186232	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186233	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186234	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186235	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186236	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186237	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186238	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186239	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186240	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186241	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186242	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186243	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186244	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186245	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186246	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186247	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186248	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186249	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186250	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186251	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186252	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186253	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186254	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186255	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186256	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186257	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186258	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186259	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186260	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186261	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186262	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186263	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186264	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186265	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186266	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186267	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186268	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186269	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186270	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186271	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186272	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186273	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186274	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186275	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186276	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186277	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186278	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186279	0.000	0.000	0.000	0.000	0.000	0.000	0	0
186280	0.600	0.000	0.000	0.000	0.000	0.000	0	0
186281	1.200	0.000	0.000	0.000	0.000	0.000	0	0
186282	1.800	0.000	0.000	0.000	0.000	0.000	0	0
186283	2.400	0.000	0.000	0.000	0.000	0.000	0	0
186284	3.000	0.000	0.000	0.000	0.000	0.000	0	0
