CYCLE	CMDPOS3	CMDPOS4	CMDPOS5	CMDPOS6	CMDPOS7	out_0.0	in_0.0
2418	0.000	0.000	0.000	0.000	0.000	0	0
2419	0.000	0.000	0.000	0.000	0.000	0	0
2420	0.000	0.000	0.000	0.000	0.000	0	0
2421	0.000	0.000	0.000	0.000	0.000	0	0
2422	0.000	0.000	0.000	0.000	0.000	0	0
2423	0.000	0.000	0.000	0.000	0.000	0	0
2424	0.000	0.000	0.000	0.000	0.000	0	0
2425	0.000	0.000	0.000	0.000	0.000	0	0
2426	0.000	0.000	0.000	0.000	0.000	0	0
2427	0.000	0.000	0.000	0.000	0.000	0	0
2428	0.000	0.000	0.000	0.000	0.000	0	0
2429	0.000	0.000	0.000	0.000	0.000	0	0
2430	0.000	0.000	0.000	0.000	0.000	0	0
2431	0.000	0.000	0.000	0.000	0.000	0	0
2432	0.000	0.000	0.000	0.000	0.000	0	0
2433	0.000	0.000	0.000	0.000	0.000	0	0
2434	0.000	0.000	0.000	0.000	0.000	0	0
2435	0.000	0.000	0.000	0.000	0.000	0	0
2436	0.000	0.000	0.000	0.000	0.000	0	0
2437	0.000	0.000	0.000	0.000	0.000	0	0
2438	0.000	0.000	0.000	0.000	0.000	0	0
2439	0.000	0.000	0.000	0.000	0.000	0	0
2440	0.000	0.000	0.000	0.000	0.000	0	0
2441	0.000	0.000	0.000	0.000	0.000	0	0
2442	0.000	0.000	0.000	0.000	0.000	0	0
2443	0.000	0.000	0.000	0.000	0.000	0	0
2444	0.000	0.000	0.000	0.000	0.000	0	0
2445	0.000	0.000	0.000	0.000	0.000	0	0
2446	0.000	0.000	0.000	0.000	0.000	0	0
2447	0.000	0.000	0.000	0.000	0.000	0	0
2448	0.000	0.000	0.000	0.000	0.000	0	0
2449	0.000	0.000	0.000	0.000	0.000	0	0
2450	0.000	0.000	0.000	0.000	0.000	0	0
2451	0.000	0.000	0.000	0.000	0.000	0	0
2452	0.000	0.000	0.000	0.000	0.000	0	0
2453	0.000	0.000	0.000	0.000	0.000	0	0
2454	0.000	0.000	0.000	0.000	0.000	0	0
2455	0.000	0.000	0.000	0.000	0.000	0	0
2456	0.000	0.000	0.000	0.000	0.000	0	0
2457	0.000	0.000	0.000	0.000	0.000	0	0
2458	0.000	0.000	0.000	0.000	0.000	0	0
2459	0.000	0.000	0.000	0.000	0.000	0	0
2460	0.000	0.000	0.000	0.000	0.000	0	0
2461	0.000	0.000	0.000	0.000	0.000	0	0
2462	0.000	0.000	0.000	0.000	0.000	0	0
2463	0.000	0.000	0.000	0.000	0.000	0	0
2464	0.000	0.000	0.000	0.000	0.000	0	0
2465	0.000	0.000	0.000	0.000	0.000	0	0
2466	0.000	0.000	0.000	0.000	0.000	0	0
2467	0.000	0.000	0.000	0.000	0.000	0	0
2468	0.000	0.000	0.000	0.000	0.000	0	0
2469	0.000	0.000	0.000	0.000	0.000	0	0
2470	0.000	0.000	0.000	0.000	0.000	0	0
2471	0.000	0.000	0.000	0.000	0.000	0	0
2472	0.000	0.000	0.000	0.000	0.000	0	0
2473	0.000	0.000	0.000	0.000	0.000	0	0
2474	0.000	0.000	0.000	0.000	0.000	0	0
2475	0.000	0.000	0.000	0.000	0.000	0	0
2476	0.000	0.000	0.000	0.000	0.000	0	0
2477	0.000	0.000	0.000	0.000	0.000	0	0
2478	0.000	0.000	0.000	0.000	0.000	0	0
2479	0.000	0.000	0.000	0.000	0.000	0	0
2480	0.000	0.000	0.000	0.000	0.000	0	0
2481	0.000	0.000	0.000	0.000	0.000	0	0
2482	0.000	0.000	0.000	0.000	0.000	0	0
2483	0.000	0.000	0.000	0.000	0.000	0	0
2484	0.000	0.000	0.000	0.000	0.000	0	0
2485	0.000	0.000	0.000	0.000	0.000	0	0
2486	0.000	0.000	0.000	0.000	0.000	0	0
2487	0.000	0.000	0.000	0.000	0.000	0	0
2488	0.000	0.000	0.000	0.000	0.000	0	0
2489	0.000	0.000	0.000	0.000	0.000	0	0
2490	0.000	0.000	0.000	0.000	0.000	0	0
2491	0.001	0.000	0.000	0.000	0.000	0	0
2492	0.002	0.000	0.000	0.000	0.000	0	0
2493	0.004	0.000	0.000	0.000	0.000	0	0
2494	0.007	0.000	0.000	0.000	0.000	0	0
2495	0.011	0.000	0.000	0.000	0.000	0	0
2496	0.017	0.000	0.000	0.000	0.000	0	0
2497	0.024	0.000	0.000	0.000	0.000	0	0
2498	0.033	0.000	0.000	0.000	0.000	0	0
2499	0.044	0.000	0.000	0.000	0.000	0	0
2500	0.058	0.000	0.000	0.000	0.000	0	0
2501	0.073	0.000	0.000	0.000	0.000	0	0
2502	0.091	0.000	0.000	0.000	0.000	0	0
2503	0.112	0.000	0.000	0.000	0.000	0	0
2504	0.137	0.000	0.000	0.000	0.000	0	0
2505	0.164	0.000	0.000	0.000	0.000	0	0
2506	0.194	0.000	0.000	0.000	0.000	0	0
2507	0.229	0.000	0.000	0.000	0.000	0	0
2508	0.267	0.000	0.000	0.000	0.000	0	0
2509	0.309	0.000	0.000	0.000	0.000	0	0
2510	0.355	0.000	0.000	0.000	0.000	0	0
2511	0.406	0.000	0.000	0.000	0.000	0	0
2512	0.461	0.000	0.000	0.000	0.000	0	0
2513	0.521	0.000	0.000	0.000	0.000	0	0
2514	0.586	0.000	0.000	0.000	0.000	0	0
2515	0.656	0.000	0.000	0.000	0.000	0	0
2516	0.732	0.000	0.000	0.000	0.000	0	0
2517	0.813	0.000	0.000	0.000	0.000	0	0
2518	0.900	0.000	0.000	0.000	0.000	0	0
2519	0.993	0.000	0.000	0.000	0.000	0	0
2520	1.092	0.000	0.000	0.000	0.000	0	0
2521	1.198	0.000	0.000	0.000	0.000	0	0
2522	1.310	0.000	0.000	0.000	0.000	0	0
2523	1.429	0.000	0.000	0.000	0.000	0	0
2524	1.555	0.000	0.000	0.000	0.000	0	0
2525	1.688	0.000	0.000	0.000	0.000	0	0
2526	1.829	0.000	0.000	0.000	0.000	0	0
2527	1.977	0.000	0.000	0.000	0.000	0	0
2528	2.133	0.000	0.000	0.000	0.000	0	0
2529	2.297	0.000	0.000	0.000	0.000	0	0
2530	2.470	0.000	0.000	0.000	0.000	0	0
2531	2.650	0.000	0.000	0.000	0.000	0	0
2532	2.839	0.000	0.000	0.000	0.000	0	0
2533	3.037	0.000	0.000	0.000	0.000	0	0
2534	3.245	0.000	0.000	0.000	0.000	0	0
2535	3.461	0.000	0.000	0.000	0.000	0	0
2536	3.686	0.000	0.000	0.000	0.000	0	0
2537	3.922	0.000	0.000	0.000	0.000	0	0
2538	4.167	0.000	0.000	0.000	0.000	0	0
2539	4.422	0.000	0.000	0.000	0.000	0	0
2540	4.687	0.000	0.000	0.000	0.000	0	0
2541	4.962	0.000	0.000	0.000	0.000	0	0
2542	5.247	0.000	0.000	0.000	0.000	0	0
2543	5.542	0.000	0.000	0.000	0.000	0	0
2544	5.847	0.000	0.000	0.000	0.000	0	0
2545	6.162	0.000	0.000	0.000	0.000	0	0
2546	6.487	0.000	0.000	0.000	0.000	0	0
2547	6.822	0.000	0.000	0.000	0.000	0	0
2548	7.167	0.000	0.000	0.000	0.000	0	0
2549	7.522	0.000	0.000	0.000	0.000	0	0
2550	7.887	0.000	0.000	0.000	0.000	0	0
2551	8.262	0.000	0.000	0.000	0.000	0	0
2552	8.647	0.000	0.000	0.000	0.000	0	0
2553	9.042	0.000	0.000	0.000	0.000	0	0
2554	9.447	0.000	0.000	0.000	0.000	0	0
2555	9.862	0.000	0.000	0.000	0.000	0	0
2556	10.287	0.000	0.000	0.000	0.000	0	0
2557	10.722	0.000	0.000	0.000	0.000	0	0
2558	11.167	0.000	0.000	0.000	0.000	0	0
2559	11.622	0.000	0.000	0.000	0.000	0	0
2560	12.087	0.000	0.000	0.000	0.000	0	0
2561	12.562	0.000	0.000	0.000	0.000	0	0
2562	13.047	0.000	0.000	0.000	0.000	0	0
2563	13.542	0.000	0.000	0.000	0.000	0	0
2564	14.047	0.000	0.000	0.000	0.000	0	0
2565	14.562	0.000	0.000	0.000	0.000	0	0
2566	15.087	0.000	0.000	0.000	0.000	0	0
2567	15.622	0.000	0.000	0.000	0.000	0	0
2568	16.167	0.000	0.000	0.000	0.000	0	0
2569	16.722	0.000	0.000	0.000	0.000	0	0
2570	17.287	0.000	0.000	0.000	0.000	0	0
2571	17.862	0.000	0.000	0.000	0.000	0	0
2572	18.447	0.000	0.000	0.000	0.000	0	0
2573	19.042	0.000	0.000	0.000	0.000	0	0
2574	19.647	0.000	0.000	0.000	0.000	0	0
2575	20.262	0.000	0.000	0.000	0.000	0	0
2576	20.887	0.000	0.000	0.000	0.000	0	0
2577	21.522	0.000	0.000	0.000	0.000	0	0
2578	22.167	0.000	0.000	0.000	0.000	0	0
2579	22.822	0.000	0.000	0.000	0.000	0	0
2580	23.487	0.000	0.000	0.000	0.000	0	0
2581	24.162	0.000	0.000	0.000	0.000	0	0
2582	24.847	0.000	0.000	0.000	0.000	0	0
2583	25.542	0.000	0.000	0.000	0.000	0	0
2584	26.247	0.000	0.000	0.000	0.000	0	0
2585	26.962	0.000	0.000	0.000	0.000	0	0
2586	27.687	0.000	0.000	0.000	0.000	0	0
2587	28.422	0.000	0.000	0.000	0.000	0	0
2588	29.167	0.000	0.000	0.000	0.000	0	0
2589	29.922	0.000	0.000	0.000	0.000	0	0
2590	30.686	0.000	0.000	0.000	0.000	0	0
2591	31.461	0.000	0.000	0.000	0.000	0	0
2592	32.245	0.000	0.000	0.000	0.000	0	0
2593	33.038	0.000	0.000	0.000	0.000	0	0
2594	33.839	0.000	0.000	0.000	0.000	0	0
2595	34.650	0.000	0.000	0.000	0.000	0	0
2596	35.470	0.000	0.000	0.000	0.000	0	0
2597	36.297	0.000	0.000	0.000	0.000	0	0
2598	37.133	0.000	0.000	0.000	0.000	0	0
2599	37.977	0.000	0.000	0.000	0.000	0	0
2600	38.829	0.000	0.000	0.000	0.000	0	0
2601	39.688	0.000	0.000	0.000	0.000	0	0
2602	40.555	0.000	0.000	0.000	0.000	0	0
2603	41.429	0.000	0.000	0.000	0.000	0	0
2604	42.310	0.000	0.000	0.000	0.000	0	0
2605	43.198	0.000	0.000	0.000	0.000	0	0
