CYCLE	CMDPOS3	CMDPOS5	out_0.6	in_0.0	
291639	0.000	0.000	0	0	
291640	0.000	0.000	0	0	
291641	0.000	0.000	0	0	
291642	0.000	0.000	0	0	
291643	0.000	0.000	0	0	
291644	0.000	0.000	0	0	
291645	0.000	0.000	0	0	
291646	0.000	0.000	0	0	
291647	0.000	0.000	0	0	
291648	0.000	0.000	0	0	
291649	0.000	0.000	0	0	
291650	0.000	0.000	0	0	
291651	0.000	0.000	0	0	
291652	0.000	0.000	0	0	
291653	0.000	0.000	0	0	
291654	0.000	0.000	0	0	
291655	0.000	0.000	0	0	
291656	0.000	0.000	0	0	
291657	0.000	0.000	0	0	
291658	0.000	0.000	0	0	
291659	0.000	0.000	0	0	
291660	0.000	0.000	0	0	
291661	0.000	0.000	0	0	
291662	0.000	0.000	0	0	
291663	0.000	0.000	0	0	
291664	0.000	0.000	0	0	
291665	0.000	0.000	0	0	
291666	0.000	0.000	0	0	
291667	0.000	0.000	0	0	
291668	0.000	0.000	0	0	
291669	0.000	0.000	0	0	
291670	0.000	0.000	0	0	
291671	0.000	0.000	0	0	
291672	0.000	0.000	0	0	
291673	0.000	0.000	0	0	
291674	0.000	0.000	0	0	
291675	0.000	0.000	0	0	
291676	0.000	0.000	0	0	
291677	0.000	0.000	0	0	
291678	0.000	0.000	0	0	
291679	0.000	0.000	0	0	
291680	0.000	0.000	0	0	
291681	0.000	0.000	0	0	
291682	0.000	0.000	0	0	
291683	0.000	0.000	0	0	
291684	0.000	0.000	0	0	
291685	0.000	0.000	0	0	
291686	0.000	0.000	0	0	
291687	0.000	0.000	0	0	
291688	0.000	0.000	0	0	
291689	0.000	0.000	0	0	
291690	0.000	0.000	0	0	
291691	0.000	0.000	0	0	
291692	0.000	0.000	0	0	
291693	0.000	0.000	0	0	
291694	0.000	0.000	0	0	
291695	0.000	0.000	0	0	
291696	0.000	0.000	0	0	
291697	0.000	0.000	0	0	
291698	0.000	0.000	0	0	
291699	0.000	0.000	0	0	
291700	0.000	0.000	0	0	
291701	0.000	0.000	0	0	
291702	0.000	0.000	0	0	
291703	0.000	0.000	0	0	
291704	0.001	0.002	0	0	
291705	0.004	0.009	0	0	
291706	0.010	0.019	0	0	
291707	0.017	0.034	0	0	
291708	0.027	0.054	0	0	
291709	0.039	0.077	0	0	
291710	0.053	0.105	0	0	
291711	0.069	0.137	0	0	
291712	0.087	0.174	0	0	
291713	0.107	0.215	0	0	
291714	0.130	0.260	0	0	
291715	0.155	0.309	0	0	
291716	0.181	0.363	0	0	
291717	0.210	0.421	0	0	
291718	0.241	0.483	0	0	
291719	0.275	0.550	0	0	
291720	0.310	0.620	0	0	
291721	0.348	0.696	0	0	
291722	0.387	0.775	0	0	
291723	0.429	0.859	0	0	
291724	0.473	0.947	0	0	
291725	0.519	1.039	0	0	
291726	0.568	1.136	0	0	
291727	0.618	1.236	0	0	
291728	0.671	1.342	0	0	
291729	0.726	1.451	0	0	
291730	0.782	1.565	0	0	
291731	0.841	1.683	0	0	
291732	0.903	1.805	0	0	
291733	0.966	1.932	0	0	
291734	1.031	2.063	0	0	
291735	1.099	2.198	0	0	
291736	1.169	2.338	0	0	
291737	1.241	2.481	0	0	
291738	1.315	2.630	0	0	
291739	1.391	2.782	0	0	
291740	1.469	2.939	0	0	
291741	1.550	3.100	0	0	
291742	1.633	3.265	0	0	
291743	1.717	3.435	0	0	
291744	1.804	3.608	0	0	
291745	1.893	3.787	0	0	
291746	1.985	3.969	0	0	
291747	2.078	4.156	0	0	
291748	2.173	4.347	0	0	
291749	2.271	4.542	0	0	
291750	2.371	4.742	0	0	
291751	2.473	4.946	0	0	
291752	2.577	5.154	0	0	
291753	2.683	5.367	0	0	
291754	2.792	5.583	0	0	
291755	2.902	5.804	0	0	
291756	3.015	6.030	0	0	
291757	3.130	6.260	0	0	
291758	3.247	6.494	0	0	
291759	3.366	6.732	0	0	
291760	3.487	6.974	0	0	
291761	3.611	7.221	0	0	
291762	3.736	7.472	0	0	
291763	3.864	7.728	0	0	
291764	3.994	7.988	0	0	
291765	4.126	8.252	0	0	
291766	4.260	8.520	0	0	
291767	4.396	8.793	0	0	
291768	4.535	9.069	0	0	
291769	4.675	9.351	0	0	
291770	4.818	9.636	0	0	
291771	4.963	9.926	0	0	
291772	5.110	10.220	0	0	
291773	5.259	10.518	0	0	
