CYCLE	out_0.3	in_0.3
786	0	0
787	0	0
788	0	0
789	0	0
790	0	0
791	0	0
792	0	0
793	0	0
794	0	0
795	0	0
796	0	0
797	0	0
798	0	0
799	0	0
800	0	0
801	0	0
802	0	0
803	0	0
804	0	0
805	0	0
806	0	0
807	0	0
808	0	0
809	0	0
810	0	0
811	0	0
812	0	0
813	0	0
814	0	0
815	0	0
816	0	0
817	0	0
818	0	0
819	0	0
820	0	0
821	0	0
822	0	0
823	0	0
824	0	0
825	0	0
826	0	0
827	0	0
828	0	0
829	0	0
830	0	0
831	0	0
832	0	0
833	0	0
834	0	0
835	0	0
836	0	0
837	0	0
838	0	0
839	0	0
840	0	0
841	0	0
842	0	0
843	0	0
844	0	0
845	0	0
846	0	0
847	0	0
848	0	0
849	0	0
850	0	0
851	0	0
852	0	0
853	0	0
854	0	0
855	0	0
856	0	0
857	0	0
858	0	0
859	0	0
860	0	0
861	0	0
862	0	0
863	0	0
864	0	0
865	0	0
866	0	0
867	0	0
868	1	0
869	1	0
870	1	0
871	1	0
872	1	0
873	1	0
874	1	0
875	1	0
876	1	0
877	1	0
878	1	0
879	1	0
880	1	0
881	1	0
882	1	0
883	1	0
884	1	0
885	1	0
886	1	0
887	1	0
888	1	0
889	1	0
890	1	0
891	1	0
892	1	0
893	1	0
894	1	0
895	1	0
896	1	0
897	1	0
898	1	0
899	1	0
900	1	0
901	1	0
902	1	0
903	1	0
904	1	0
905	1	0
906	1	0
907	1	0
908	1	0
909	1	0
910	1	0
911	1	0
912	1	0
913	1	0
914	1	0
915	1	0
916	1	0
917	1	0
918	1	0
919	1	0
920	1	0
921	1	0
922	1	0
923	1	0
924	1	0
925	1	0
926	1	0
927	1	0
928	1	0
929	1	0
930	1	0
931	1	0
932	1	0
933	1	0
