CYCLE	CMDPOS3	out_0.0	in_0.0	
60325	0.000	0	0	
60326	0.000	0	0	
60327	0.000	0	0	
60328	0.000	0	0	
60329	0.000	0	0	
60330	0.000	0	0	
60331	0.000	0	0	
60332	0.000	0	0	
60333	0.000	0	0	
60334	0.000	0	0	
60335	0.000	0	0	
60336	0.000	0	0	
60337	0.000	0	0	
60338	0.000	0	0	
60339	0.000	0	0	
60340	0.000	0	0	
60341	0.000	0	0	
60342	0.000	0	0	
60343	0.000	0	0	
60344	0.000	0	0	
60345	0.000	0	0	
60346	0.000	0	0	
60347	0.000	0	0	
60348	0.000	0	0	
60349	0.000	0	0	
60350	0.000	0	0	
60351	0.000	0	0	
60352	0.000	0	0	
60353	0.000	0	0	
60354	0.000	0	0	
60355	0.000	0	0	
60356	0.000	0	0	
60357	0.000	0	0	
60358	0.000	0	0	
60359	0.000	0	0	
60360	0.000	0	0	
60361	0.000	0	0	
60362	0.000	0	0	
60363	0.000	0	0	
60364	0.000	0	0	
60365	0.000	0	0	
60366	0.000	0	0	
60367	0.000	0	0	
60368	0.000	0	0	
60369	0.000	0	0	
60370	0.000	0	0	
60371	0.000	0	0	
60372	0.000	0	0	
60373	0.000	0	0	
60374	0.000	0	0	
60375	0.000	0	0	
60376	0.000	0	0	
60377	0.000	0	0	
60378	0.000	0	0	
60379	0.000	0	0	
60380	0.000	0	0	
60381	0.000	0	0	
60382	0.000	0	0	
60383	0.000	0	0	
60384	0.000	0	0	
60385	0.000	0	0	
60386	0.000	0	0	
60387	0.000	0	0	
60388	0.000	0	0	
60389	0.000	0	0	
60390	0.000	0	0	
60391	0.000	0	0	
60392	0.000	0	0	
60393	0.000	0	0	
60394	0.000	0	0	
60395	0.000	0	0	
60396	0.012	0	0	
60397	0.167	0	0	
60398	0.595	0	0	
60399	1.310	0	0	
60400	2.310	0	0	
60401	3.583	0	0	
60402	5.000	0	0	
60403	6.417	0	0	
60404	7.690	0	0	
60405	8.690	0	0	
60406	9.405	0	0	
60407	9.833	0	0	
60408	9.988	0	0	
60409	10.000	0	0	
60410	10.000	0	0	
60411	10.000	0	0	
60412	10.000	0	0	
60413	10.000	0	0	
60414	10.000	0	0	
60415	10.000	0	0	
60416	10.000	0	0	
60417	10.000	0	0	
60418	10.000	0	0	
60419	10.000	0	0	
60420	10.000	0	0	
60421	10.000	0	0	
60422	10.000	0	0	
60423	10.000	0	0	
60424	10.000	0	0	
60425	10.000	0	0	
60426	10.000	0	0	
60427	10.000	0	0	
60428	10.000	0	0	
60429	10.000	0	0	
60430	10.000	0	0	
60431	10.000	0	0	
60432	10.000	0	0	
60433	10.000	0	0	
60434	10.000	0	0	
60435	10.000	0	0	
60436	10.000	0	0	
60437	10.000	0	0	
60438	10.000	0	0	
60439	10.000	0	0	
60440	10.000	0	0	
60441	10.000	0	0	
60442	10.000	0	0	
60443	10.000	0	0	
60444	10.000	0	0	
60445	10.000	0	0	
60446	10.000	0	0	
60447	10.000	0	0	
60448	10.000	0	0	
60449	10.000	0	0	
60450	10.000	0	0	
60451	10.000	0	0	
60452	10.000	0	0	
60453	10.000	0	0	
60454	10.000	0	0	
60455	10.000	0	0	
60456	10.000	0	0	
60457	10.000	0	0	
60458	10.000	0	0	
60459	10.000	0	0	
60460	10.000	0	0	
60461	10.000	0	0	
60462	10.000	0	0	
60463	10.000	0	0	
60464	10.000	0	0	
60465	10.000	0	0	
60466	10.000	0	0	
60467	10.000	0	0	
60468	10.000	0	0	
60469	10.000	0	0	
60470	10.000	0	0	
60471	10.000	0	0	
60472	10.000	0	0	
60473	10.000	0	0	
60474	10.000	0	0	
60475	10.000	0	0	
60476	10.000	0	0	
60477	10.000	0	0	
60478	10.000	0	0	
60479	10.000	0	0	
60480	10.000	0	0	
60481	10.000	0	0	
60482	10.000	0	0	
60483	10.000	0	0	
60484	10.000	0	0	
60485	10.000	0	0	
