CYCLE	CMDPOS10	CMDPOS12	out_0.0	in_0.0	
236356	0.000	0.000	0	0	
236357	0.000	0.000	0	0	
236358	0.000	0.000	0	0	
236359	0.000	0.000	0	0	
236360	0.000	0.000	0	0	
236361	0.000	0.000	0	0	
236362	0.000	0.000	0	0	
236363	0.000	0.000	0	0	
236364	0.000	0.000	0	0	
236365	0.000	0.000	0	0	
236366	0.000	0.000	0	0	
236367	0.000	0.000	0	0	
236368	0.000	0.000	0	0	
236369	0.000	0.000	0	0	
236370	0.000	0.000	0	0	
236371	0.000	0.000	0	0	
236372	0.000	0.000	0	0	
236373	0.000	0.000	0	0	
236374	0.000	0.000	0	0	
236375	0.000	0.000	0	0	
236376	0.000	0.000	0	0	
236377	0.000	0.000	0	0	
236378	0.000	0.000	0	0	
236379	0.000	0.000	0	0	
236380	0.000	0.000	0	0	
236381	0.000	0.000	0	0	
236382	0.000	0.000	0	0	
236383	0.000	0.000	0	0	
236384	0.000	0.000	0	0	
236385	0.000	0.000	0	0	
236386	0.000	0.000	0	0	
236387	0.000	0.000	0	0	
236388	0.000	0.000	0	0	
236389	0.000	0.000	0	0	
236390	0.000	0.000	0	0	
236391	0.000	0.000	0	0	
236392	0.000	0.000	0	0	
236393	0.000	0.000	0	0	
236394	0.000	0.000	0	0	
236395	0.000	0.000	0	0	
236396	0.000	0.000	0	0	
236397	0.000	0.000	0	0	
236398	0.000	0.000	0	0	
236399	0.000	0.000	0	0	
236400	0.000	0.000	0	0	
236401	0.000	0.000	0	0	
236402	0.000	0.000	0	0	
236403	0.000	0.000	0	0	
236404	0.000	0.000	0	0	
236405	0.000	0.000	0	0	
236406	0.000	0.000	0	0	
236407	0.000	0.000	0	0	
236408	0.000	0.000	0	0	
236409	0.000	0.000	0	0	
236410	0.000	0.000	0	0	
236411	0.000	0.000	0	0	
236412	0.000	0.000	0	0	
236413	0.000	0.000	0	0	
236414	0.000	0.000	0	0	
236415	0.000	0.000	0	0	
236416	0.000	0.000	0	0	
236417	0.000	0.000	0	0	
236418	0.000	0.000	0	0	
236419	0.000	0.000	0	0	
236420	0.000	0.000	0	0	
236421	0.000	0.000	0	0	
236422	0.000	0.000	0	0	
236423	0.000	0.000	0	0	
236424	0.000	0.000	0	0	
236425	0.000	0.000	0	0	
236426	0.000	0.000	0	0	
236427	0.000	0.000	0	0	
236428	0.000	0.000	0	0	
236429	0.000	0.000	0	0	
236430	-0.005	0.000	0	0	
236431	-0.020	0.000	0	0	
236432	-0.045	0.000	0	0	
236433	-0.080	0.000	0	0	
236434	-0.125	0.000	0	0	
236435	-0.180	0.000	0	0	
236436	-0.245	0.000	0	0	
236437	-0.320	0.000	0	0	
236438	-0.405	0.000	0	0	
236439	-0.500	0.000	0	0	
236440	-0.605	0.000	0	0	
236441	-0.720	0.000	0	0	
236442	-0.845	0.000	0	0	
236443	-0.980	0.000	0	0	
236444	-1.124	0.000	0	0	
236445	-1.279	0.000	0	0	
236446	-1.444	0.000	0	0	
236447	-1.619	0.000	0	0	
236448	-1.804	0.000	0	0	
236449	-1.999	0.000	0	0	
236450	-2.204	0.000	0	0	
236451	-2.419	0.000	0	0	
236452	-2.644	0.000	0	0	
236453	-2.879	0.000	0	0	
236454	-3.123	0.000	0	0	
236455	-3.378	0.000	0	0	
236456	-3.643	0.000	0	0	
236457	-3.918	0.000	0	0	
236458	-4.203	0.000	0	0	
236459	-4.498	0.000	0	0	
236460	-4.803	0.000	0	0	
236461	-5.117	0.000	0	0	
236462	-5.442	0.000	0	0	
236463	-5.777	0.000	0	0	
236464	-6.122	0.000	0	0	
236465	-6.477	0.000	0	0	
236466	-6.842	0.000	0	0	
236467	-7.216	0.000	0	0	
236468	-7.601	0.000	0	0	
236469	-7.996	0.000	0	0	
236470	-8.401	0.000	0	0	
236471	-8.816	0.000	0	0	
236472	-9.240	0.000	0	0	
236473	-9.675	0.000	0	0	
236474	-10.120	0.000	0	0	
236475	-10.575	0.000	0	0	
236476	-11.039	0.000	0	0	
236477	-11.514	0.000	0	0	
236478	-11.999	0.000	0	0	
236479	-12.494	0.000	0	0	
236480	-12.999	0.000	0	0	
236481	-13.513	0.000	0	0	
236482	-14.038	0.000	0	0	
236483	-14.573	0.000	0	0	
236484	-15.117	0.000	0	0	
236485	-15.672	0.000	0	0	
236486	-16.237	0.000	0	0	
236487	-16.812	0.000	0	0	
236488	-17.396	0.000	0	0	
236489	-17.991	0.000	0	0	
236490	-18.591	0.000	0	0	
236491	-19.190	0.000	0	0	
236492	-19.790	0.000	0	0	
236493	-20.390	0.000	0	0	
236494	-20.990	0.000	0	0	
236495	-21.589	0.000	0	0	
236496	-22.189	0.000	0	0	
236497	-22.789	0.000	0	0	
236498	-23.388	0.000	0	0	
236499	-23.988	0.000	0	0	
236500	-24.588	0.000	0	0	
236501	-25.187	0.000	0	0	
236502	-25.787	0.000	0	0	
236503	-26.387	0.000	0	0	
236504	-26.987	0.000	0	0	
236505	-27.586	0.000	0	0	
236506	-28.186	0.000	0	0	
236507	-28.786	0.000	0	0	
236508	-29.385	0.000	0	0	
236509	-29.985	0.000	0	0	
236510	-30.585	0.000	0	0	
236511	-31.184	0.000	0	0	
236512	-31.784	0.000	0	0	
236513	-32.384	0.000	0	0	
236514	-32.984	0.000	0	0	
236515	-33.583	0.000	0	0	
236516	-34.183	0.000	0	0	
236517	-34.783	0.000	0	0	
236518	-35.382	0.000	0	0	
236519	-35.982	0.000	0	0	
236520	-36.582	0.000	0	0	
236521	-37.181	0.000	0	0	
236522	-37.781	0.000	0	0	
236523	-38.381	0.000	0	0	
236524	-38.981	0.000	0	0	
236525	-39.580	0.000	0	0	
236526	-40.180	0.000	0	0	
236527	-40.780	0.000	0	0	
236528	-41.379	0.000	0	0	
236529	-41.979	0.000	0	0	
236530	-42.579	0.000	0	0	
236531	-43.178	0.000	0	0	
236532	-43.778	0.000	0	0	
236533	-44.378	0.000	0	0	
236534	-44.978	0.000	0	0	
236535	-45.577	0.000	0	0	
236536	-46.177	0.000	0	0	
236537	-46.777	0.000	0	0	
236538	-47.376	0.000	0	0	
236539	-47.976	0.000	0	0	
236540	-48.576	0.000	0	0	
236541	-49.175	0.000	0	0	
236542	-49.775	0.000	0	0	
236543	-50.375	0.000	0	0	
236544	-50.975	0.000	0	0	
236545	-51.574	0.000	0	0	
236546	-52.174	0.000	0	0	
236547	-52.774	0.000	0	0	
236548	-53.373	0.000	0	0	
236549	-53.973	0.000	0	0	
236550	-54.573	0.000	0	0	
236551	-55.172	0.000	0	0	
236552	-55.772	0.000	0	0	
236553	-56.372	0.000	0	0	
236554	-56.972	0.000	0	0	
236555	-57.571	0.000	0	0	
236556	-58.171	0.000	0	0	
236557	-58.771	0.000	0	0	
236558	-59.370	0.000	0	0	
236559	-59.970	0.000	0	0	
236560	-60.570	0.000	0	0	
236561	-61.169	0.000	0	0	
236562	-61.769	0.000	0	0	
