CYCLE	CMDPOS1	out_0.0	in_0.0
888	0.000	0	0
889	0.000	0	0
890	0.000	0	0
891	0.000	0	0
892	0.000	0	0
893	0.000	0	0
894	0.000	0	0
895	0.000	0	0
896	0.000	0	0
897	0.000	0	0
898	0.000	0	0
899	0.000	0	0
900	0.000	0	0
901	0.000	0	0
902	0.000	0	0
903	0.000	0	0
904	0.000	0	0
905	0.000	0	0
906	0.000	0	0
907	0.000	0	0
908	0.000	0	0
909	0.000	0	0
910	0.000	0	0
911	0.000	0	0
912	0.000	0	0
913	0.000	0	0
914	0.000	0	0
915	0.000	0	0
916	0.000	0	0
917	0.000	0	0
918	0.000	0	0
919	0.000	0	0
920	0.000	0	0
921	0.000	0	0
922	0.000	0	0
923	0.000	0	0
924	0.000	0	0
925	0.000	0	0
926	0.000	0	0
927	0.000	0	0
928	0.000	0	0
929	0.000	0	0
930	0.000	0	0
931	0.000	0	0
932	0.000	0	0
933	0.000	0	0
934	0.000	0	0
935	0.000	0	0
936	0.000	0	0
937	0.000	0	0
938	0.000	0	0
939	0.000	0	0
940	0.000	0	0
941	0.000	0	0
942	0.000	0	0
943	0.000	0	0
944	0.000	0	0
945	0.000	0	0
946	0.000	0	0
947	0.000	0	0
948	0.000	0	0
949	0.000	0	0
950	0.000	0	0
951	0.000	0	0
952	0.000	0	0
953	0.000	0	0
954	0.000	0	0
955	0.000	0	0
956	0.000	0	0
957	0.000	0	0
958	0.000	0	0
959	0.000	0	0
960	0.000	0	0
961	0.000	0	0
962	0.000	0	0
963	0.005	0	0
964	0.020	0	0
965	0.045	0	0
966	0.080	0	0
967	0.125	0	0
968	0.180	0	0
969	0.245	0	0
970	0.320	0	0
971	0.405	0	0
972	0.500	0	0
973	0.605	0	0
974	0.720	0	0
975	0.845	0	0
976	0.980	0	0
977	1.125	0	0
978	1.280	0	0
979	1.445	0	0
980	1.620	0	0
981	1.805	0	0
982	2.000	0	0
983	2.205	0	0
984	2.420	0	0
985	2.645	0	0
986	2.880	0	0
987	3.125	0	0
988	3.380	0	0
989	3.645	0	0
990	3.920	0	0
991	4.205	0	0
992	4.500	0	0
993	4.805	0	0
994	5.120	0	0
995	5.445	0	0
996	5.780	0	0
997	6.125	0	0
998	6.480	0	0
999	6.845	0	0
1000	7.220	0	0
1001	7.605	0	0
1002	8.000	0	0
1003	8.405	0	0
1004	8.820	0	0
1005	9.245	0	0
1006	9.680	0	0
1007	10.125	0	0
1008	10.580	0	0
1009	11.045	0	0
1010	11.520	0	0
1011	12.005	0	0
1012	12.500	0	0
1013	13.005	0	0
1014	13.520	0	0
1015	14.045	0	0
1016	14.580	0	0
1017	15.125	0	0
1018	15.680	0	0
1019	16.245	0	0
1020	16.820	0	0
1021	17.405	0	0
1022	18.000	0	0
1023	18.605	0	0
1024	19.220	0	0
1025	19.845	0	0
1026	20.480	0	0
1027	21.125	0	0
1028	21.780	0	0
1029	22.445	0	0
1030	23.120	0	0
1031	23.805	0	0
1032	24.500	0	0
1033	25.205	0	0
1034	25.920	0	0
1035	26.645	0	0
1036	27.380	0	0
1037	28.125	0	0
1038	28.880	0	0
1039	29.645	0	0
1040	30.420	0	0
1041	31.205	0	0
1042	32.000	0	0
1043	32.805	0	0
1044	33.620	0	0
1045	34.445	0	0
1046	35.280	0	0
1047	36.125	0	0
1048	36.980	0	0
1049	37.845	0	0
1050	38.720	0	0
1051	39.605	0	0
1052	40.500	0	0
1053	41.405	0	0
1054	42.320	0	0
1055	43.245	0	0
1056	44.180	0	0
1057	45.125	0	0
1058	46.080	0	0
1059	47.045	0	0
1060	48.020	0	0
1061	49.005	0	0
1062	50.000	0	0
1063	50.975	0	0
1064	51.902	0	0
1065	52.780	0	0
1066	53.613	0	0
1067	54.400	0	0
1068	55.143	0	0
1069	55.844	0	0
1070	56.502	0	0
1071	57.121	0	0
1072	57.700	0	0
1073	58.241	0	0
1074	58.746	0	0
1075	59.214	0	0
1076	59.649	0	0
1077	60.050	0	0
1078	60.419	0	0
1079	60.758	0	0
1080	61.066	0	0
1081	61.347	0	0
1082	61.600	0	0
1083	61.827	0	0
1084	62.030	0	0
1085	62.208	0	0
1086	62.365	0	0
1087	62.500	0	0
1088	62.615	0	0
1089	62.712	0	0
1090	62.790	0	0
1091	62.853	0	0
1092	62.900	0	0
1093	62.933	0	0
1094	62.954	0	0
1095	62.962	0	0
1096	62.961	0	0
1097	62.950	0	0
1098	62.931	0	0
1099	62.906	0	0
1100	62.874	0	0
1101	62.839	0	0
1102	62.800	0	0
1103	62.759	0	0
1104	62.718	0	0
1105	62.676	0	0
1106	62.637	0	0
1107	62.600	0	0
1108	62.567	0	0
1109	62.540	0	0
1110	62.518	0	0
1111	62.505	0	0
1112	62.500	0	0
1113	62.505	0	0
1114	62.522	0	0
1115	62.550	0	0
1116	62.593	0	0
1117	62.650	0	0
1118	62.723	0	0
1119	62.814	0	0
1120	62.922	0	0
1121	63.051	0	0
1122	63.200	0	0
1123	63.371	0	0
1124	63.566	0	0
1125	63.784	0	0
1126	64.029	0	0
1127	64.300	0	0
1128	64.599	0	0
1129	64.928	0	0
1130	65.286	0	0
1131	65.677	0	0
1132	66.100	0	0
1133	66.557	0	0
1134	67.050	0	0
1135	67.578	0	0
1136	68.145	0	0
1137	68.750	0	0
1138	69.395	0	0
1139	70.082	0	0
1140	70.810	0	0
1141	71.583	0	0
1142	72.400	0	0
1143	73.263	0	0
1144	74.174	0	0
1145	75.132	0	0
1146	76.141	0	0
1147	77.200	0	0
1148	78.311	0	0
1149	79.476	0	0
1150	80.694	0	0
1151	81.969	0	0
1152	83.300	0	0
1153	84.689	0	0
1154	86.138	0	0
1155	87.646	0	0
1156	89.217	0	0
1157	90.850	0	0
1158	92.547	0	0
1159	94.310	0	0
1160	96.138	0	0
1161	98.035	0	0
1162	100.000	0	0
1163	101.960	0	0
1164	103.842	0	0
1165	105.648	0	0
1166	107.379	0	0
1167	109.038	0	0
1168	110.625	0	0
1169	112.143	0	0
1170	113.594	0	0
1171	114.979	0	0
