CYCLE	CMDPOS7	CMDPOS9	out_0.7	in_0.0	
1184	0.000	0.000	0	0	
1185	0.000	0.000	0	0	
1186	0.000	0.000	0	0	
1187	0.000	0.000	0	0	
1188	0.000	0.000	0	0	
1189	0.000	0.000	0	0	
1190	0.000	0.000	0	0	
1191	0.000	0.000	0	0	
1192	0.000	0.000	0	0	
1193	0.000	0.000	0	0	
1194	0.000	0.000	0	0	
1195	0.000	0.000	0	0	
1196	0.000	0.000	0	0	
1197	0.000	0.000	0	0	
1198	0.000	0.000	0	0	
1199	0.000	0.000	0	0	
1200	0.000	0.000	0	0	
1201	0.000	0.000	0	0	
1202	0.000	0.000	0	0	
1203	0.000	0.000	0	0	
1204	0.000	0.000	0	0	
1205	0.000	0.000	0	0	
1206	0.000	0.000	0	0	
1207	0.000	0.000	0	0	
1208	0.000	0.000	0	0	
1209	0.000	0.000	0	0	
1210	0.000	0.000	0	0	
1211	0.000	0.000	0	0	
1212	0.000	0.000	0	0	
1213	0.000	0.000	0	0	
1214	0.000	0.000	0	0	
1215	0.000	0.000	0	0	
1216	0.000	0.000	0	0	
1217	0.000	0.000	0	0	
1218	0.000	0.000	0	0	
1219	0.000	0.000	0	0	
1220	0.000	0.000	0	0	
1221	0.000	0.000	0	0	
1222	0.000	0.000	0	0	
1223	0.000	0.000	0	0	
1224	0.000	0.000	0	0	
1225	0.000	0.000	0	0	
1226	0.000	0.000	0	0	
1227	0.000	0.000	0	0	
1228	0.000	0.000	0	0	
1229	0.000	0.000	0	0	
1230	0.000	0.000	0	0	
1231	0.000	0.000	0	0	
1232	0.000	0.000	0	0	
1233	0.000	0.000	0	0	
1234	0.000	0.000	0	0	
1235	0.000	0.000	0	0	
1236	0.000	0.000	0	0	
1237	0.000	0.000	0	0	
1238	0.000	0.000	0	0	
1239	0.000	0.000	0	0	
1240	0.000	0.000	0	0	
1241	0.000	0.000	0	0	
1242	0.000	0.000	0	0	
1243	0.000	0.000	0	0	
1244	0.000	0.000	0	0	
1245	0.000	0.000	0	0	
1246	0.000	0.000	0	0	
1247	0.000	0.000	0	0	
1248	0.000	0.000	0	0	
1249	0.000	0.000	0	0	
1250	0.000	0.000	0	0	
1251	0.000	0.000	0	0	
1252	0.000	0.000	0	0	
1253	0.005	0.000	0	0	
1254	0.020	0.000	0	0	
1255	0.045	0.000	0	0	
1256	0.079	0.000	0	0	
1257	0.124	0.000	0	0	
1258	0.178	0.000	0	0	
1259	0.243	0.000	0	0	
1260	0.317	0.000	0	0	
1261	0.401	0.000	0	0	
1262	0.495	0.000	0	0	
1263	0.600	0.000	0	0	
1264	0.713	0.000	0	0	
1265	0.837	0.000	0	0	
1266	0.971	0.000	0	0	
1267	1.115	0.000	0	0	
1268	1.268	0.000	0	0	
1269	1.432	0.000	0	0	
1270	1.605	0.000	0	0	
1271	1.789	0.000	0	0	
1272	1.982	0.000	0	0	
1273	2.185	0.000	0	0	
1274	2.398	0.000	0	0	
1275	2.621	0.000	0	0	
1276	2.854	0.000	0	0	
1277	3.097	0.000	0	0	
1278	3.349	0.000	0	0	
1279	3.612	0.000	0	0	
1280	3.885	0.000	0	0	
1281	4.167	0.000	0	0	
1282	4.459	0.000	0	0	
1283	4.761	0.000	0	0	
1284	5.074	0.000	0	0	
1285	5.396	0.000	0	0	
1286	5.728	0.000	0	0	
1287	6.070	0.000	0	0	
1288	6.421	0.000	0	0	
1289	6.783	0.000	0	0	
1290	7.155	0.000	0	0	
1291	7.536	0.000	0	0	
1292	7.928	0.000	0	0	
1293	8.329	0.000	0	0	
1294	8.740	0.000	0	0	
1295	9.161	0.000	0	0	
1296	9.592	0.000	0	0	
1297	10.033	0.000	0	0	
1298	10.484	0.000	0	0	
1299	10.945	0.000	0	0	
1300	11.416	0.000	0	0	
1301	11.896	0.000	0	0	
1302	12.387	0.000	0	0	
1303	12.887	0.000	0	0	
1304	13.398	0.000	0	0	
1305	13.918	0.000	0	0	
1306	14.448	0.000	0	0	
1307	14.988	0.000	0	0	
1308	15.538	0.000	0	0	
1309	16.098	0.000	0	0	
1310	16.668	0.000	0	0	
1311	17.247	0.000	0	0	
1312	17.837	0.000	0	0	
1313	18.437	0.000	0	0	
1314	19.046	0.000	0	0	
1315	19.665	0.000	0	0	
1316	20.295	0.000	0	0	
1317	20.934	0.000	0	0	
1318	21.583	0.000	0	0	
1319	22.242	0.000	0	0	
1320	22.911	0.000	0	0	
1321	23.589	0.000	0	0	
1322	24.278	0.000	0	0	
1323	24.977	0.000	0	0	
1324	25.685	0.000	0	0	
1325	26.404	0.000	0	0	
1326	27.132	0.000	0	0	
1327	27.870	0.000	0	0	
1328	28.619	0.000	0	0	
1329	29.377	0.000	0	0	
1330	30.145	0.000	0	0	
1331	30.922	0.000	0	0	
1332	31.710	0.000	0	0	
1333	32.508	0.000	0	0	
1334	33.316	0.000	0	0	
1335	34.133	0.000	0	0	
1336	34.961	0.000	0	0	
1337	35.798	0.000	0	0	
1338	36.645	0.000	0	0	
1339	37.502	0.000	0	0	
1340	38.369	0.000	0	0	
1341	39.246	0.000	0	0	
1342	40.133	0.000	0	0	
1343	41.030	0.000	0	0	
1344	41.937	0.000	0	0	
1345	42.853	0.000	0	0	
1346	43.780	0.000	0	0	
1347	44.716	0.000	0	0	
1348	45.663	0.000	0	0	
1349	46.619	0.000	0	0	
1350	47.585	0.000	0	0	
1351	48.561	0.000	0	0	
1352	49.547	0.000	0	0	
1353	50.543	0.000	0	0	
1354	51.549	0.000	0	0	
1355	52.565	0.000	0	0	
1356	53.590	0.000	0	0	
1357	54.626	0.000	0	0	
1358	55.671	0.000	0	0	
1359	56.727	0.000	0	0	
1360	57.792	0.000	0	0	
1361	58.867	0.000	0	0	
1362	59.952	0.000	0	0	
1363	61.047	0.000	0	0	
1364	62.152	0.000	0	0	
