CYCLE	CMDPOS3	out_0.0	in_0.0	
79933	0.000	0	0	
79934	0.000	0	0	
79935	0.000	0	0	
79936	0.000	0	0	
79937	0.000	0	0	
79938	0.000	0	0	
79939	0.000	0	0	
79940	0.000	0	0	
79941	0.000	0	0	
79942	0.000	0	0	
79943	0.000	0	0	
79944	0.000	0	0	
79945	0.000	0	0	
79946	0.000	0	0	
79947	0.000	0	0	
79948	0.000	0	0	
79949	0.000	0	0	
79950	0.000	0	0	
79951	0.000	0	0	
79952	0.000	0	0	
79953	0.000	0	0	
79954	0.000	0	0	
79955	0.000	0	0	
79956	0.000	0	0	
79957	0.000	0	0	
79958	0.000	0	0	
79959	0.000	0	0	
79960	0.000	0	0	
79961	0.000	0	0	
79962	0.000	0	0	
79963	0.000	0	0	
79964	0.000	0	0	
79965	0.000	0	0	
79966	0.000	0	0	
79967	0.000	0	0	
79968	0.000	0	0	
79969	0.000	0	0	
79970	0.000	0	0	
79971	0.000	0	0	
79972	0.000	0	0	
79973	0.000	0	0	
79974	0.000	0	0	
79975	0.000	0	0	
79976	0.000	0	0	
79977	0.000	0	0	
79978	0.000	0	0	
79979	0.000	0	0	
79980	0.000	0	0	
79981	0.000	0	0	
79982	0.000	0	0	
79983	0.000	0	0	
79984	0.000	0	0	
79985	0.000	0	0	
79986	0.000	0	0	
79987	0.000	0	0	
79988	0.000	0	0	
79989	0.000	0	0	
79990	0.000	0	0	
79991	0.000	0	0	
79992	0.000	0	0	
79993	0.000	0	0	
79994	0.000	0	0	
79995	0.000	0	0	
79996	0.000	0	0	
79997	0.000	0	0	
79998	0.000	0	0	
79999	0.000	0	0	
80000	0.000	0	0	
80001	0.000	0	0	
80002	0.000	0	0	
80003	0.000	0	0	
80004	0.000	0	0	
80005	0.000	0	0	
80006	0.000	0	0	
80007	0.000	0	0	
80008	0.000	0	0	
80009	0.068	0	0	
80010	0.271	0	0	
80011	0.609	0	0	
80012	1.082	0	0	
80013	1.691	0	0	
80014	2.435	0	0	
80015	3.314	0	0	
80016	4.329	0	0	
80017	5.479	0	0	
80018	6.764	0	0	
80019	8.184	0	0	
80020	9.740	0	0	
80021	11.431	0	0	
80022	13.257	0	0	
80023	15.218	0	0	
80024	17.315	0	0	
80025	19.547	0	0	
80026	21.914	0	0	
80027	24.417	0	0	
80028	27.055	0	0	
80029	29.828	0	0	
80030	32.736	0	0	
80031	35.780	0	0	
80032	38.959	0	0	
80033	42.273	0	0	
80034	45.721	0	0	
80035	49.300	0	0	
80036	53.003	0	0	
80037	56.824	0	0	
80038	60.760	0	0	
80039	64.804	0	0	
80040	68.950	0	0	
80041	73.194	0	0	
80042	77.530	0	0	
80043	81.953	0	0	
80044	86.456	0	0	
80045	91.036	0	0	
80046	95.686	0	0	
80047	100.400	0	0	
80048	105.175	0	0	
80049	110.003	0	0	
80050	114.880	0	0	
80051	119.800	0	0	
80052	124.758	0	0	
80053	129.749	0	0	
80054	134.767	0	0	
80055	139.806	0	0	
80056	144.862	0	0	
80057	149.928	0	0	
80058	155.000	0	0	
80059	160.072	0	0	
80060	165.138	0	0	
80061	170.194	0	0	
80062	175.233	0	0	
80063	180.251	0	0	
80064	185.242	0	0	
80065	190.200	0	0	
80066	195.120	0	0	
80067	199.997	0	0	
80068	204.825	0	0	
80069	209.600	0	0	
80070	214.314	0	0	
80071	218.964	0	0	
80072	223.544	0	0	
80073	228.047	0	0	
80074	232.470	0	0	
80075	236.806	0	0	
80076	241.050	0	0	
80077	245.196	0	0	
80078	249.240	0	0	
80079	253.176	0	0	
80080	256.997	0	0	
80081	260.700	0	0	
80082	264.279	0	0	
80083	267.727	0	0	
80084	271.041	0	0	
80085	274.220	0	0	
80086	277.264	0	0	
80087	280.172	0	0	
80088	282.945	0	0	
80089	285.583	0	0	
80090	288.086	0	0	
80091	290.453	0	0	
80092	292.685	0	0	
80093	294.782	0	0	
80094	296.743	0	0	
80095	298.569	0	0	
80096	300.260	0	0	
80097	301.816	0	0	
80098	303.236	0	0	
80099	304.521	0	0	
80100	305.671	0	0	
80101	306.686	0	0	
80102	307.565	0	0	
80103	308.309	0	0	
80104	308.918	0	0	
80105	309.391	0	0	
80106	309.729	0	0	
80107	309.932	0	0	
80108	310.000	0	0	
80109	310.000	0	0	
80110	310.000	0	0	
80111	310.000	0	0	
80112	310.000	0	0	
80113	310.000	0	0	
80114	310.000	0	0	
80115	310.000	0	0	
80116	310.000	0	0	
80117	310.000	0	0	
80118	310.000	0	0	
80119	310.000	0	0	
80120	310.000	0	0	
80121	310.000	0	0	
80122	310.000	0	0	
80123	310.000	0	0	
80124	310.000	0	0	
80125	310.000	0	0	
80126	310.000	0	0	
80127	310.000	0	0	
80128	310.000	0	0	
80129	310.000	0	0	
80130	310.000	0	0	
80131	310.000	0	0	
